,0,1
1819,03366.HK,华侨城(亚洲)
1820,03368.HK,百盛集团
1821,03369.HK,秦港股份
1822,03377.HK,远洋集团
1823,03378.HK,厦门港务
1824,03380.HK,龙光地产
1825,03382.HK,天津港发展
1826,03383.HK,雅居乐集团
1827,03389.HK,亨得利
1828,03393.HK,威胜控股
1829,03395.HK,PERSTA
1830,03396.HK,联想控股
1831,03398.HK,华鼎控股
1832,03399.HK,粤运交通
1833,03600.HK,现代牙科
1834,03606.HK,福耀玻璃
1835,03608.HK,永盛新材料
1836,03613.HK,同仁堂国药
1837,03616.HK,恒达集团控股
1838,03618.HK,重庆农村商业银行
1839,03623.HK,中国金融发展
1840,03626.HK,HSSP INTL
1841,03628.HK,仁恒实业控股
1842,03633.HK,中裕燃气
1843,03636.HK,保利文化
1844,03638.HK,华邦金融
1845,03639.HK,亿达中国
1846,03662.HK,奥园健康
1847,03663.HK,协众国际控股
1848,03666.HK,国际天食
1849,03668.HK,兖煤澳大利亚
1850,03669.HK,永达汽车
1851,03678.HK,弘业期货
1852,03683.HK,荣丰联合控股
1853,03686.HK,祈福生活服务
1854,03688.HK,莱蒙国际
1855,03689.HK,康华医疗
1856,03690.HK,美团点评-W
1857,03692.HK,翰森制药
1858,03698.HK,徽商银行
1859,03699.HK,光大永年
1860,03700.HK,映客
1861,03708.HK,日成控股
1862,03709.HK,赢家时尚
1863,03728.HK,正利控股
1864,03737.HK,中智药业
1865,03738.HK,阜博集团
1866,03768.HK,滇池水务
1867,03773.HK,年年卡
1868,03778.HK,中国织材控股
1869,03788.HK,中国罕王
1870,03789.HK,御佳控股
1871,03798.HK,家乡互动
1872,03799.HK,达利食品
1873,03800.HK,保利协鑫能源
1874,03808.HK,中国重汽
1875,03813.HK,宝胜国际
1876,03816.HK,KFM金德
1877,03818.HK,中国动向
1878,03822.HK,三和建筑集团
1879,03823.HK,德普科技
1880,03828.HK,明辉国际
1881,03830.HK,童园国际
1882,03833.HK,新疆新鑫矿业
1883,03836.HK,和谐汽车
1884,03838.HK,中国淀粉
1885,03839.HK,正大企业国际
1886,03848.HK,富道集团
1887,03866.HK,青岛银行
1888,03868.HK,信义能源
1889,03869.HK,弘和仁爱医疗
1890,03877.HK,中国船舶租赁
1891,03878.HK,VICON HOLDINGS
1892,03882.HK,天彩控股
1893,03883.HK,中国奥园
1894,03886.HK,康健国际医疗
1895,03888.HK,金山软件
1896,03889.HK,大成糖业
1897,03893.HK,易纬集团
1898,03898.HK,中车时代电气
1899,03899.HK,中集安瑞科
1900,03900.HK,绿城中国
1901,03903.HK,瀚华金控
1902,03908.HK,中金公司
1903,03918.HK,金界控股
1904,03919.HK,金力集团
1905,03933.HK,联邦制药
1906,03939.HK,万国国际矿业
1907,03948.HK,伊泰煤炭
1908,03958.HK,东方证券
1909,03963.HK,融众金融
1910,03966.HK,中国宝丰国际
1911,03968.HK,招商银行
1912,03969.HK,中国通号
1913,03978.HK,卓越教育集团
1914,03983.HK,中海石油化学
1915,03988.HK,中国银行
1916,03989.HK,首创环境
1917,03990.HK,美的置业
1918,03992.HK,创毅控股
1919,03993.HK,洛阳钼业
1920,03996.HK,中国能源建设
1921,03997.HK,电讯首科
1922,03998.HK,波司登
1923,03999.HK,大成食品
1924,04332.HK,AMGEN-T
1925,04333.HK,思科-T
1926,04335.HK,英特尔-T
1927,04336.HK,应用材料-T
1928,04337.HK,星巴克-T
1929,04338.HK,微软-T
1930,06030.HK,中信证券
1931,06033.HK,电讯数码控股
1932,06036.HK,光丽科技
1933,06038.HK,信越控股
1934,06055.HK,中烟香港
1935,06058.HK,兴证国际
1936,06060.HK,众安在线
1937,06066.HK,中信建投证券
1938,06068.HK,睿见教育
1939,06080.HK,荣智控股
1940,06083.HK,环宇物流(亚洲)
1941,06088.HK,FIT HON TENG
1942,06090.HK,胜捷企业
1943,06093.HK,和泓服务
1944,06098.HK,碧桂园服务
1945,06099.HK,招商证券
1946,06100.HK,有才天下猎聘
1947,06108.HK,新锐医药
1948,06111.HK,大发地产
1949,06113.HK,UTS MARKETING
1950,06116.HK,拉夏贝尔
1951,06117.HK,日照港裕廊
1952,06118.HK,奥星生命科技
1953,06119.HK,天源集团
1954,06122.HK,九台农商银行
1955,06123.HK,圆通速递国际
1956,06128.HK,泛亚国际
1957,06133.HK,维太创科
1958,06136.HK,康达环保
1959,06138.HK,哈尔滨银行
1960,06139.HK,金茂酒店-SS
1961,06158.HK,正荣地产
1962,06160.HK,百济神州
1963,06161.HK,泰加保险
1964,06162.HK,天瑞汽车内饰
1965,06163.HK,彭顺国际
1966,06166.HK,中国宏泰发展
1967,06168.HK,中国优通
1968,06169.HK,宇华教育
1969,06178.HK,光大证券
1970,06182.HK,乙德投资控股
1971,06183.HK,中国绿宝
1972,06185.HK,康希诺生物-B
1973,06188.HK,迪信通
1974,06189.HK,爱得威建设集团
1975,06190.HK,九江银行
1976,06196.HK,郑州银行
1977,06198.HK,青岛港
1978,06288.HK,FAST RETAIL-DRS
1979,06805.HK,金茂源环保
1980,06806.HK,申万宏源
1981,06808.HK,高鑫零售
1982,06811.HK,太兴集团
1983,06816.HK,瑞港建设
1984,06818.HK,中国光大银行
1985,06819.HK,中智全球
1986,06822.HK,科劲国际
1987,06823.HK,香港电讯-SS
1988,06826.HK,昊海生物科技
1989,06828.HK,北京燃气蓝天
1990,06829.HK,龙昇集团控股
1991,06830.HK,华众车载
1992,06833.HK,兴科蓉医药
1993,06836.HK,天韵国际控股
1994,06837.HK,海通证券
1995,06838.HK,盈利时
1996,06839.HK,云南水务
1997,06858.HK,本间高尔夫
1998,06860.HK,指尖悦动
1999,06862.HK,海底捞
2000,06863.HK,辉山乳业
2001,06865.HK,福莱特玻璃
2002,06866.HK,佐力小贷
2003,06868.HK,天福
2004,06869.HK,长飞光纤光缆
2005,06877.HK,昆仑国际金融
2006,06878.HK,鼎丰集团控股
2007,06880.HK,腾邦控股
2008,06881.HK,中国银河
2009,06882.HK,东瀛游
2010,06885.HK,金马能源
2011,06886.HK,HTSC
2012,06888.HK,英达公路再生科技
2013,06889.HK,DYNAM JAPAN
2014,06890.HK,康利国际控股
2015,06893.HK,衍生集团
2016,06896.HK,金嗓子
2017,06898.HK,中国铝罐
2018,06899.HK,联众
2019,08001.HK,东方汇财证券
2020,08003.HK,世大控股
2021,08005.HK,裕兴科技
2022,08006.HK,华泰瑞银
2023,08007.HK,环球战略集团
2024,08009.HK,华夏能源控股
2025,08011.HK,百田石油
2026,08013.HK,ECI TECH
2027,08016.HK,长虹佳华
2028,08017.HK,捷利交易宝
2029,08018.HK,汇财金融投资
2030,08019.HK,皓文控股
2031,08020.HK,宏海控股集团
2032,08021.HK,汇隆控股
2033,08022.HK,永耀集团控股
2034,08023.HK,邝文记
2035,08025.HK,亚洲资产
2036,08026.HK,朗华国际集团
2037,08027.HK,吉辉控股
2038,08028.HK,天时软件
2039,08029.HK,太阳国际
2040,08030.HK,汇联金融服务
2041,08031.HK,易通讯集团
2042,08032.HK,非凡中国
2043,08033.HK,爱达利网络
2044,08035.HK,骏高控股
2045,08036.HK,电子交易集团
2046,08037.HK,中国生物科技服务
2047,08039.HK,中国卓银
2048,08040.HK,DCB控股
2049,08041.HK,荟萃国际(控股)
2050,08042.HK,高奥士国际
2051,08043.HK,ATLINKS
2052,08045.HK,南大苏富特
2053,08047.HK,中国海洋捕捞
2054,08048.HK,御德国际控股
2055,08049.HK,吉林长龙药业
2056,08050.HK,量子思维
2057,08051.HK,讯智海
2058,08052.HK,陆庆娱乐
2059,08053.HK,比优集团
2060,08055.HK,中国网络信息科技
2061,08056.HK,生活概念
2062,08057.HK,麦迪森控股
2063,08059.HK,朝威控股
2064,08060.HK,国联通信
2065,08062.HK,俊盟国际
2066,08063.HK,环球大通集团
2067,08065.HK,高萌科技
2068,08066.HK,品创控股
2069,08067.HK,东方大学城控股
2070,08069.HK,纵横游控股
2071,08070.HK,侨洋国际控股
2072,08071.HK,中彩网通控股
2073,08072.HK,罗马集团
2074,08073.HK,兴业新材料
2075,08075.HK,寰亚传媒
2076,08076.HK,新利软件
2077,08078.HK,中国创意数码
2078,08079.HK,易还财务投资
2079,08080.HK,北亚策略
2080,08081.HK,恒泰裕集团
2081,08082.HK,仁智国际集团
2082,08083.HK,中国有赞
2083,08085.HK,香港生命科学
2084,08086.HK,新维国际控股
2085,08087.HK,中国三三传媒
2086,08088.HK,汇友生命科学
2087,08089.HK,华人策略控股
2088,08090.HK,中国融保金融集团
2089,08091.HK,奥传思维控股
2090,08092.HK,ITE HOLDINGS
2091,08093.HK,万星控股
2092,08095.HK,北大青鸟环宇
2093,08096.HK,赏之味
2094,08098.HK,昌利控股
2095,08100.HK,智易控股
2096,08101.HK,壹家壹品
2097,08103.HK,HMVOD视频
2098,08105.HK,皇岦
2099,08106.HK,升华兰德
2100,08107.HK,威诚国际控股
2101,08108.HK,福泽集团
2102,08109.HK,麒麟集团控股
2103,08111.HK,中科光电
2104,08112.HK,基石金融
2105,08113.HK,扬宇科技
2106,08115.HK,上海青浦消防
2107,08116.HK,中国幸福投资
2108,08117.HK,中国基础能源
2109,08118.HK,濠亮环球
2110,08119.HK,即时科研
2111,08120.HK,国农金融投资
2112,08121.HK,超凡网络
2113,08123.HK,华亿金控
2114,08125.HK,仁德资源
2115,08126.HK,G.A.控股
2116,08128.HK,中国地热能
2117,08130.HK,大地国际集团
2118,08131.HK,辰罡科技
2119,08132.HK,中油港燃
2120,08133.HK,铸能控股
2121,08135.HK,正美丰业
2122,08136.HK,英马斯集团
2123,08137.HK,洪桥集团
2124,08139.HK,长安仁恒
2125,08140.HK,人和科技
2126,08142.HK,德利机械
2127,08143.HK,金威医疗
2128,08146.HK,怡园酒业
2129,08147.HK,汇思太平洋
2130,08148.HK,奥栢中国
2131,08149.HK,浩德控股
2132,08150.HK,无缝绿色
2133,08151.HK,宝申控股
2134,08152.HK,明梁控股
2135,08153.HK,科地农业
2136,08155.HK,南华资产控股
2137,08156.HK,国药科技股份
2138,08157.HK,象兴国际
2139,08158.HK,中国再生医学
2140,08159.HK,辉煌科技
2141,08160.HK,GOLDWAY EDU
2142,08161.HK,医汇集团
2143,08162.HK,港银控股
2144,08163.HK,万德金融
2145,08165.HK,华普智通
2146,08166.HK,中国农业生态
2147,08167.HK,中国新电信
2148,08168.HK,宝积资本
2149,08169.HK,环康集团
2150,08170.HK,全民国际
2151,08171.HK,中国趋势
2152,08172.HK,拉近网娱
2153,08173.HK,万亚企业控股
2154,08175.HK,中国数码文化
2155,08176.HK,超人智能
2156,08178.HK,中国信息科技
2157,08179.HK,新煮意控股
2158,08181.HK,时时服务
2159,08182.HK,中国糖果
2160,08183.HK,尚捷集团控股
2161,08186.HK,同仁资源
2162,08187.HK,积木集团
2163,08188.HK,骏杰集团控股
2164,08189.HK,泰达生物
2165,08190.HK,康佰控股
2166,08191.HK,鸿伟亚洲
2167,08192.HK,环球通证
2168,08193.HK,亚太金融投资
2169,08195.HK,L&A INTL HOLD
2170,08196.HK,建禹集团
2171,08197.HK,北斗嘉药业
2172,08198.HK,乐透互娱
2173,08199.HK,中国万桐园
2174,08200.HK,修身堂
2175,08201.HK,宝联控股
2176,08202.HK,汇创控股
2177,08203.HK,凯顺控股
2178,08205.HK,交大慧谷
2179,08206.HK,神通机器人教育
2180,08207.HK,中新控股
2181,08210.HK,衍汇亚洲
2182,08211.HK,浙江永安
2183,08212.HK,誉满国际控股
2184,08213.HK,荣晖控股
2185,08215.HK,FIRST CREDIT
2186,08217.HK,联旺集团
2187,08218.HK,毅高国际控股
2188,08219.HK,恒伟集团控股
2189,08220.HK,比高集团
2190,08221.HK,PF GROUP
2191,08222.HK,壹照明
2192,08223.HK,紫元元
2193,08225.HK,中国医疗集团
2194,08226.HK,树熊金融集团
2195,08227.HK,西安海天天
2196,08228.HK,国艺娱乐
2197,08229.HK,FUTURE DATA
2198,08230.HK,中国宇天
2199,08231.HK,节能元件
2200,08232.HK,CLASSIFIED GP
2201,08235.HK,赛迪顾问
2202,08236.HK,宝德科技集团
2203,08237.HK,华星控股
2204,08238.HK,惠陶集团
2205,08239.HK,首都金融控股
2206,08241.HK,英记茶庄集团
2207,08242.HK,新威斯顿
2208,08243.HK,大贺传媒
2209,08245.HK,安悦国际控股
2210,08246.HK,中华燃气
2211,08247.HK,中生北控生物科技
2212,08249.HK,瑞远智控
2213,08250.HK,丝路能源
2214,08255.HK,神州数字
2215,08256.HK,金利通
2216,08257.HK,靖洋集团
2217,08258.HK,西北实业
2218,08259.HK,HON CORP
2219,08260.HK,银合控股
2220,08262.HK,宏强控股
2221,08265.HK,中国之信集团
2222,08266.HK,卓信国际控股
2223,08267.HK,蓝港互动
2224,08268.HK,迪臣建设
2225,08269.HK,富誉控股
2226,08270.HK,中国煤层气
2227,08271.HK,环球数码创意
2228,08272.HK,华人饮食集团(新)
2229,08273.HK,浙江展望
2230,08275.HK,永勤集团控股
2231,08277.HK,骏东控股
2232,08278.HK,CMON
2233,08279.HK,亚博科技控股
2234,08280.HK,中国数字视频
2235,08281.HK,中国金典集团
2236,08282.HK,智傲控股
2237,08283.HK,正力控股
2238,08285.HK,森浩集团
2239,08286.HK,长城微光
2240,08287.HK,ZIONCOM
2241,08290.HK,亚势备份
2242,08291.HK,万成金属包装
2243,08292.HK,盛良物流
2244,08293.HK,星亚控股
2245,08295.HK,中植资本国际
2246,08296.HK,中国生命集团
2247,08297.HK,芭迪贝伊
2248,08299.HK,大唐潼金
2249,08300.HK,皇玺餐饮集团
2250,08301.HK,明华科技
2251,08305.HK,棠记控股
2252,08306.HK,中国有色金属
2253,08307.HK,密迪斯肌
2254,08308.HK,古兜控股
2255,08309.HK,万成环球控股
2256,08310.HK,大丰港
2257,08311.HK,圆美光电
2258,08313.HK,杰地集团
2259,08315.HK,长城汇理
2260,08316.HK,柏荣集团控股
2261,08317.HK,财华社集团
2262,08319.HK,思博系统
2263,08320.HK,沛然环保
2264,08321.HK,泰锦控股
2265,08325.HK,中国支付通
2266,08326.HK,同景新能源
2267,08328.HK,信义香港
2268,08329.HK,海王英特龙
2269,08331.HK,恒勤集团
2270,08333.HK,阿仕特朗金融
2271,08337.HK,直通电讯
2272,08340.HK,域高金融
2273,08341.HK,艾硕控股
2274,08343.HK,宏光照明
2275,08346.HK,创新电子控股
2276,08347.HK,F8企业
2277,08348.HK,滨海泰达物流
2278,08349.HK,美固科技控股
2279,08350.HK,骏溢环球金融
2280,08351.HK,俊文宝石
2281,08353.HK,安科系统
2282,08355.HK,超智能控股
2283,08356.HK,中国新华电视
2284,08357.HK,REPUBLIC HC
2285,08360.HK,利骏集团香港
2286,08362.HK,运兴泰集团
2287,08363.HK,SDM GROUP
2288,08365.HK,建泉国际控股
2289,08366.HK,浙江联合投资
2290,08367.HK,倩碧控股
2291,08368.HK,中国创意控股
2292,08370.HK,智昇集团控股
2293,08371.HK,尝高美集团
2294,08372.HK,君百延集团
2295,08373.HK,靛蓝星
2296,08375.HK,弘浩国际控股
2297,08376.HK,方圆房服集团
2298,08377.HK,申酉控股
2299,08379.HK,汇安智能
2300,08383.HK,东骏控股
2301,08385.HK,万里印刷
2302,08391.HK,精雅印刷集团
2303,08392.HK,舍图控股
2304,08395.HK,齐家控股
2305,08400.HK,亚洲先锋娱乐
2306,08401.HK,源想集团
2307,08402.HK,GT STEEL GROUP
2308,08403.HK,天平道合
2309,08405.HK,恒智控股
2310,08406.HK,合宝丰年
2311,08410.HK,安领国际
2312,08411.HK,K W NELSON GP
2313,08412.HK,高门集团
2314,08413.HK,亚洲杂货
2315,08416.HK,HM INTL HLDGS
2316,08417.HK,大地教育
2317,08419.HK,AV策划推广
2318,08420.HK,NEXION TECH
2319,08421.HK,永顺控股香港
2320,08422.HK,WT集团
2321,08423.HK,CHI HO DEV
2322,08425.HK,兴铭控股
2323,08426.HK,雅居投资控股
2324,08427.HK,瑞强集团
2325,08428.HK,国茂控股
2326,08429.HK,冰雪集团
2327,08430.HK,春能控股
2328,08431.HK,浩柏国际
2329,08432.HK,太平洋酒吧
2330,08436.HK,德宝集团控股
2331,08437.HK,德斯控股
2332,08439.HK,新百利融资
2333,08442.HK,桦欣控股
2334,08445.HK,怡康泰工程集团
2335,08446.HK,ITP HOLDINGS
2336,08447.HK,MS CONCEPT
2337,08448.HK,环球印馆
2338,08450.HK,钜京控股
2339,08451.HK,日光控股
2340,08452.HK,富银融资股份
2341,08455.HK,礼建德集团
2342,08456.HK,民信国际控股
2343,08457.HK,健升物流中国
2344,08460.HK,基地锦标集团
2345,08462.HK,桥英控股
2346,08463.HK,TOMO HOLDINGS
2347,08465.HK,高科桥
2348,08469.HK,盛业资本
2349,08470.HK,莹岚集团
2350,08471.HK,新达控股
2351,08472.HK,立高控股
2352,08473.HK,弥明生活百货
2353,08475.HK,千盛集团控股
2354,08476.HK,大洋环球控股
2355,08479.HK,金泰丰国际控股
2356,08480.HK,飞霓控股
2357,08481.HK,盛龙锦秀国际
2358,08482.HK,万励达
2359,08483.HK,名仕快相
2360,08485.HK,竣球控股
2361,08487.HK,ISP GLOBAL
2362,08490.HK,骏码科技
2363,08491.HK,COOL LINK
2364,08493.HK,龙皇集团
2365,08495.HK,1957 & CO.
2366,08501.HK,庄皇集团公司
2367,08502.HK,远航港口
2368,08506.HK,福纺控股
2369,08507.HK,爱世纪集团
2370,08509.HK,威扬酒业控股
2371,08510.HK,TOPSTANDARDCORP
2372,08511.HK,ZC TECH GP
2373,08512.HK,凯富善集团控股
2374,08513.HK,迎宏控股
2375,08516.HK,广骏集团控股
2376,08519.HK,JIA GROUP
2377,08521.HK,智纺国际控股
2378,08522.HK,德益控股
2379,08523.HK,常满控股
2380,08525.HK,百应租赁
2381,08526.HK,荣丰集团亚洲
2382,08527.HK,聚利宝控股
2383,08532.HK,宝发控股
2384,08535.HK,荧德控股
2385,08536.HK,TL NATURAL GAS
2386,08537.HK,DOMINATE GP
2387,08540.HK,胜利证券
2388,08545.HK,佰悦集团
2389,08547.HK,PACIFIC LEGEND
2390,08579.HK,华人饮食集团(旧)
2391,08601.HK,宝燵控股
2392,08603.HK,亮晴控股
2393,08606.HK,倢冠控股
2394,08607.HK,纳尼亚集团
2395,08609.HK,永续农业
2396,08611.HK,MINDTELL TECH
2397,08612.HK,维亮控股
2398,08613.HK,东方支付集团控股
2399,08619.HK,WAC HOLDINGS
2400,08621.HK,METROPOLIS CAP
2401,08622.HK,华康生物医学
2402,08631.HK,申港控股
2403,08635.HK,连成科技集团
2404,80737.HK,湾区发展-R
