datetime,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol,US_Lowvol
2015-01-17,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569
2015-01-18,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569
2015-01-19,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569,0.03298387865214569,0.03298387865214569,-0.001277870631626099,-0.001277870631626099,-0.001277870631626099,0.03298387865214569
2015-01-20,-0.002714558304535597,-0.002714558304535597,-0.002714558304535597,0.037186862210336846,0.037186862210336846,0.037186862210336846,-0.002714558304535597,-0.002714558304535597,-0.002714558304535597,0.037186862210336846,0.037186862210336846,0.037186862210336846,-0.002714558304535597,-0.002714558304535597,-0.002714558304535597,0.037186862210336846
2015-01-21,1.2327379201648725e-05,1.2327379201648725e-05,1.2327379201648725e-05,0.03322723123866744,0.03322723123866744,0.03322723123866744,1.2327379201648725e-05,1.2327379201648725e-05,1.2327379201648725e-05,0.03322723123866744,0.03322723123866744,0.03322723123866744,1.2327379201648725e-05,1.2327379201648725e-05,1.2327379201648725e-05,0.03322723123866744
2015-01-22,0.0074420402819999065,0.0074420402819999065,0.0074420402819999065,0.04802994143789485,0.04802994143789485,0.04802994143789485,0.0074420402819999065,0.0074420402819999065,0.0074420402819999065,0.04802994143789485,0.04802994143789485,0.04802994143789485,0.0074420402819999065,0.0074420402819999065,0.0074420402819999065,0.04802994143789485
2015-01-23,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906
2015-01-24,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906
2015-01-25,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906,0.048294629663977906,0.048294629663977906,-0.0006935163180759041,-0.0006935163180759041,-0.0006935163180759041,0.048294629663977906
2015-01-26,0.0036447630012426124,0.0036447630012426124,0.0036447630012426124,0.051516972565802455,0.051516972565802455,0.051516972565802455,0.0036447630012426124,0.0036447630012426124,0.0036447630012426124,0.051516972565802455,0.051516972565802455,0.051516972565802455,0.0036447630012426124,0.0036447630012426124,0.0036447630012426124,0.051516972565802455
2015-01-27,-0.003254115201916319,-0.003254115201916319,-0.003254115201916319,0.04847601571752547,0.04847601571752547,0.04847601571752547,-0.003254115201916319,-0.003254115201916319,-0.003254115201916319,0.04847601571752547,0.04847601571752547,0.04847601571752547,-0.003254115201916319,-0.003254115201916319,-0.003254115201916319,0.04847601571752547
2015-01-28,-0.017076482214080202,-0.017076482214080202,-0.017076482214080202,0.04474383255598213,0.04474383255598213,0.04474383255598213,-0.017076482214080202,-0.017076482214080202,-0.017076482214080202,0.04474383255598213,0.04474383255598213,0.04474383255598213,-0.017076482214080202,-0.017076482214080202,-0.017076482214080202,0.04474383255598213
2015-01-29,-0.013365534728397743,-0.013365534728397743,-0.013365534728397743,0.04458041154795711,0.04458041154795711,0.04458041154795711,-0.013365534728397743,-0.013365534728397743,-0.013365534728397743,0.04458041154795711,0.04458041154795711,0.04458041154795711,-0.013365534728397743,-0.013365534728397743,-0.013365534728397743,0.04458041154795711
2015-01-30,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795
2015-01-31,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795
2015-02-01,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795,0.034510439488436795,0.034510439488436795,-0.024515810253702308,-0.024515810253702308,-0.024515810253702308,0.034510439488436795
2015-02-02,-0.018546539709445975,-0.018546539709445975,-0.018546539709445975,0.031183528283455386,0.031183528283455386,0.031183528283455386,-0.018546539709445975,-0.018546539709445975,-0.018546539709445975,0.031183528283455386,0.031183528283455386,0.031183528283455386,-0.018546539709445975,-0.018546539709445975,-0.018546539709445975,0.031183528283455386
