,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
OPCFOEGROWTH_SEMI',0.988515704,0.211983267,0.249639928,0.849156098,-0.319592231,-0.125245131,0.66329293,-0.03559542,0.690890088,0.191347504,0.267167248,0.716208688,-0.319592231,-0.125245131,0.598723893,-0.038207014,0.234683176,0.234683176,0.37089662,0.632745523,-0.319592231,-0.125245131,0.734320654,-0.053093604,0.152246985,0.274868619,0.461708829,0.595328923,-0.319592231,-0.125245131,0.860060393,-0.066087821,0.173284217,0.382720254,0.493844802,0.774980829,-0.319592231,-0.125245131,1.197526776,-0.070418939,0.251851384,1.486741796,0.261948862,5.675694814,-0.07002646,-0.125245131,21.23114327,-0.034576231,0.081817359,1.603392645,0.21909253,7.318335536,-0.028029051,-0.125245131,57.20467172,-0.028176957,0.257785692,0.260178656,0.123688108,2.103505825,-0.062052291,-0.125245131,4.192893618,-0.017128387,-0.012248796,-0.012282239,0.216974791,-0.056606756,-0.206791926,-0.125245131,-0.05939419,-0.031665679,0.389086297,0.390341033,0.192006621,2.032956109,-0.131740619,-0.125245131,2.962951266,-0.026682965
OPCFOEGROWTH_TTM',1.013779532,0.216270448,0.249700415,0.866119697,-0.330427914,-0.129580558,0.654516275,-0.035590122,0.725689078,0.199464826,0.267300851,0.746218446,-0.330427914,-0.129580558,0.603656099,-0.038199344,0.242932681,0.242932681,0.370940974,0.654909266,-0.330427914,-0.129580558,0.73520629,-0.053073361,0.124052997,0.221881256,0.460214439,0.482125803,-0.330427914,-0.129580558,0.671496707,-0.066040484,0.144351743,0.314455006,0.492502475,0.638484112,-0.330427914,-0.129580558,0.95165993,-0.07042339,0.265112143,1.595314136,0.250177306,6.376734015,-0.070720246,-0.129580558,22.55809657,-0.032699747,0.081364496,1.590164187,0.205473796,7.73901208,-0.026325348,-0.129580558,60.40429792,-0.026217567,0.234650334,0.23680898,0.124070585,1.908663367,-0.06156089,-0.129580558,3.846743955,-0.017258424,0.035908638,0.036009043,0.217109565,0.165856548,-0.186245067,-0.129580558,0.193342264,-0.031495647,0.400747004,0.402044471,0.194186798,2.070400647,-0.147385221,-0.129580558,2.727847936,-0.026966735
GPOAGROWTH',1.26971158,0.257658351,0.2606855,0.988387733,-0.311167577,-0.127298124,0.828037269,-0.03705135,0.932943018,0.245679595,0.276863027,0.887368739,-0.311167577,-0.127298124,0.789541113,-0.039436142,0.334516614,0.334516614,0.364130908,0.918671298,-0.311167577,-0.127298124,1.075036857,-0.051805831,0.254154782,0.474130692,0.453821046,1.044752544,-0.311167577,-0.127298124,1.523714962,-0.064371998,0.248422452,0.56819423,0.485268969,1.170885151,-0.311167577,-0.127298124,1.82600718,-0.068688717,0.313473473,2.021789351,0.238980959,8.460043686,-0.05540171,-0.127298124,36.49326647,-0.030476391,0.074952753,1.409373228,0.232518716,6.061332416,-0.034234927,-0.127298124,41.16770021,-0.030431913,0.269789092,0.272305035,0.153302848,1.776255556,-0.08034421,-0.127298124,3.389230339,-0.021402118,0.016324177,0.016369389,0.245762896,0.066606428,-0.222984962,-0.127298124,0.073410281,-0.03573284,0.402347634,0.403650988,0.199459664,2.023722392,-0.123220494,-0.127298124,3.275842956,-0.027728628
GPOAGROWTH_SEMI',1.341920832,0.268723371,0.260651161,1.030969397,-0.306833057,-0.125080546,0.875796675,-0.037011582,0.990906468,0.258008626,0.276938834,0.931644807,-0.306833057,-0.125080546,0.840876238,-0.039408022,0.361864241,0.361864241,0.363726318,0.994880554,-0.306833057,-0.125080546,1.179352201,-0.05166682,0.257903834,0.481690006,0.453064127,1.063182843,-0.306833057,-0.125080546,1.569876505,-0.064242646,0.253767688,0.581839435,0.484524461,1.200846359,-0.306833057,-0.125080546,1.896273633,-0.068547653,0.318107856,2.065262946,0.244423068,8.44954188,-0.05534315,-0.125080546,37.31740835,-0.031210491,0.07952298,1.537005151,0.240584746,6.388622614,-0.03499632,-0.125080546,43.91905097,-0.031400826,0.2814372,0.284073391,0.152546671,1.862206424,-0.078305664,-0.125080546,3.627750233,-0.021255506,0.014663119,0.014703697,0.246610985,0.05962304,-0.22311964,-0.125080546,0.065900503,-0.035862483,0.431876518,0.433289367,0.199773305,2.168905232,-0.122842831,-0.125080546,3.527184799,-0.027691424
GPOAGROWTH_TTM',1.358672528,0.271255117,0.260053361,1.043074835,-0.305355796,-0.123189794,0.888324769,-0.036916902,0.982849698,0.256309369,0.276386357,0.927358974,-0.305355796,-0.123189794,0.839379413,-0.039333256,0.392034435,0.392034435,0.359789041,1.089623057,-0.305355796,-0.123189794,1.283861123,-0.051009981,0.262640426,0.491263534,0.445120757,1.103663504,-0.305355796,-0.123189794,1.608823348,-0.063070265,0.257647831,0.591782116,0.476153132,1.24283991,-0.305355796,-0.123189794,1.93800846,-0.067315546,0.323690838,2.118258912,0.242211044,8.745509191,-0.056299638,-0.123189794,37.62473425,-0.030821928,0.08317693,1.643480151,0.23891198,6.879019437,-0.034969326,-0.123189794,46.99776407,-0.030996356,0.281623178,0.284261297,0.151982523,1.870355164,-0.077715693,-0.123189794,3.657707805,-0.021172814,0.009800414,0.00982747,0.250355408,0.039254076,-0.234364208,-0.123189794,0.04193247,-0.036425157,0.443417816,0.444873919,0.203085498,2.190574524,-0.128321307,-0.123189794,3.466874891,-0.028140931
GPOEGROWTH',1.205516609,0.247606425,0.259255306,0.955067915,-0.313173058,-0.129347892,0.790637696,-0.036875705,0.88902921,0.236173866,0.276200002,0.85508278,-0.313173058,-0.129347892,0.754132132,-0.039370413,0.337600204,0.337600204,0.366853637,0.920258572,-0.313173058,-0.129347892,1.077998876,-0.052190537,0.258132039,0.482150662,0.456481408,1.056232856,-0.313173058,-0.129347892,1.539566223,-0.064734288,0.25735951,0.591042222,0.488317673,1.210364184,-0.313173058,-0.129347892,1.887270335,-0.069071504,0.315910481,2.044591776,0.242753345,8.422507122,-0.056270795,-0.129347892,36.3348656,-0.030994587,0.07425963,1.390539611,0.234393388,5.932503574,-0.031878079,-0.129347892,43.62055853,-0.030735034,0.260718216,0.263141137,0.145305282,1.810953687,-0.077205661,-0.129347892,3.408314015,-0.020266757,-0.005001315,-0.005015021,0.241394555,-0.020775202,-0.224190769,-0.129347892,-0.022369434,-0.035183133,0.397473483,0.398758928,0.200388384,1.989930358,-0.120376952,-0.129347892,3.312585346,-0.027877462
GPOEGROWTH_SEMI',1.257525394,0.255766078,0.258232649,0.990448258,-0.312931831,-0.127991823,0.817322025,-0.036701367,0.927122522,0.244428004,0.275250915,0.88801886,-0.312931831,-0.127991823,0.781090256,-0.039206267,0.352438802,0.352438802,0.364970457,0.96566392,-0.312931831,-0.127991823,1.12624785,-0.051874161,0.247788245,0.461330583,0.453509906,1.017244776,-0.312931831,-0.127991823,1.474220701,-0.064361548,0.249529881,0.571016329,0.485063696,1.177198652,-0.312931831,-0.127991823,1.824730732,-0.068651798,0.317183224,2.05655189,0.244201169,8.421548087,-0.055423457,-0.127991823,37.10616382,-0.031189451,0.078790783,1.516148486,0.238872414,6.347105794,-0.033228224,-0.127991823,45.62833394,-0.031184534,0.275743084,0.278320382,0.142960677,1.94683173,-0.073227091,-0.127991823,3.800784367,-0.019878015,-0.005562989,-0.005578229,0.241889063,-0.023061106,-0.22977187,-0.127991823,-0.024277251,-0.035257187,0.426104177,0.427495489,0.200660785,2.130438638,-0.123200075,-0.127991823,3.469928803,-0.027836465
GPOEGROWTH_TTM',1.290016448,0.260795102,0.257493043,1.012823877,-0.311572973,-0.126572401,0.837027359,-0.036578132,0.919683461,0.242824696,0.274697713,0.883970578,-0.311572973,-0.126572401,0.779350962,-0.039131134,0.375413157,0.375413157,0.362281267,1.036247773,-0.311572973,-0.126572401,1.204896411,-0.051418054,0.246240149,0.45822512,0.447454279,1.024071377,-0.311572973,-0.126572401,1.470683147,-0.063495753,0.249275042,0.570366688,0.478627035,1.191672525,-0.311572973,-0.126572401,1.830603865,-0.067724935,0.318521822,2.069169015,0.243008417,8.514803881,-0.056810117,-0.126572401,36.42254438,-0.03100007,0.079214608,1.528201904,0.239203566,6.388708702,-0.035400115,-0.126572401,43.16940458,-0.031213843,0.285454249,0.288132116,0.140100998,2.056602877,-0.071459633,-0.126572401,4.032096213,-0.01943134,0.002046845,0.002052473,0.244537688,0.008393281,-0.236059768,-0.126572401,0.00869472,-0.035611342,0.426567134,0.42796017,0.203989391,2.097953078,-0.129620932,-0.126572401,3.301628561,-0.028318951
EBITDAOAGROWTH',0.937244435,0.20316063,0.253854971,0.800301954,-0.297152049,-0.11839199,0.683692508,-0.036236446,0.655201277,0.182906099,0.269469668,0.678763217,-0.297152049,-0.11839199,0.61553033,-0.038569552,0.211995748,0.211995748,0.354717383,0.597646911,-0.297152049,-0.11839199,0.713425159,-0.050826857,0.110627257,0.196979109,0.442309282,0.445342473,-0.297152049,-0.11839199,0.662889957,-0.063539283,0.128561326,0.277936749,0.473418794,0.587084317,-0.297152049,-0.11839199,0.935335126,-0.067783311,0.205025269,1.130514051,0.238226196,4.745548854,-0.062169259,-0.11839199,18.18445443,-0.031739465,0.078770089,1.515561309,0.203089394,7.462533009,-0.024975286,-0.11839199,60.68244115,-0.025985719,0.268427694,0.270929642,0.147962658,1.831067691,-0.074976418,-0.11839199,3.613531433,-0.020629181,-0.033940339,-0.034031976,0.237833845,-0.143091394,-0.226252087,-0.11839199,-0.150416188,-0.034783694,0.423463811,0.424845293,0.196592675,2.161043343,-0.122356318,-0.11839199,3.47219742,-0.027252532
EBITDAOAGROWTH_SEMI',0.958832303,0.206895675,0.252591695,0.81909136,-0.297446217,-0.114995734,0.695573394,-0.036040829,0.67509257,0.187625747,0.268088357,0.69986533,-0.297446217,-0.114995734,0.630788814,-0.038353393,0.225694933,0.225694933,0.351316129,0.642426903,-0.297446217,-0.114995734,0.758775601,-0.050290064,0.102723429,0.18241902,0.437489762,0.416967517,-0.297446217,-0.114995734,0.613284047,-0.062892248,0.128394325,0.277553315,0.468190397,0.592821462,-0.297431496,-0.114995734,0.933167195,-0.067030456,0.209939354,1.165969759,0.237470755,4.909950942,-0.059951552,-0.114995734,19.44853351,-0.031565011,0.083068533,1.640263367,0.208186856,7.878803688,-0.025741294,-0.114995734,63.72109291,-0.026536693,0.273717695,0.276274096,0.149081013,1.853180972,-0.07558193,-0.114995734,3.655292967,-0.020775288,-0.038732779,-0.038837094,0.236635862,-0.16412176,-0.221512893,-0.114995734,-0.175326564,-0.034629569,0.450819352,0.452303328,0.197554787,2.289508316,-0.132023374,-0.114995734,3.425933705,-0.027316764
EBITDAOAGROWTH_TTM',1.004732467,0.214739669,0.25309385,0.848458663,-0.288641419,-0.111585153,0.743966926,-0.03608803,0.696732234,0.192717991,0.268866095,0.716780563,-0.288641419,-0.111585153,0.667672683,-0.0384493,0.252973067,0.252973067,0.349983184,0.722814919,-0.288641419,-0.111585153,0.87642677,-0.050009964,0.114884417,0.204852193,0.431335969,0.474924903,-0.288641419,-0.111585153,0.709711703,-0.061929271,0.139746139,0.303749825,0.461293604,0.658473957,-0.288641419,-0.111585153,1.052343165,-0.065956206,0.21600097,1.210315336,0.23749481,5.096175943,-0.060632361,-0.111585153,19.96154071,-0.031489043,0.088546212,1.807395465,0.204050345,8.857595752,-0.026699395,-0.111585153,67.69424833,-0.025694231,0.274884406,0.277452841,0.147484108,1.881238899,-0.075350511,-0.111585153,3.682162719,-0.020539172,-0.035677028,-0.035773268,0.23935438,-0.149457335,-0.233350775,-0.111585153,-0.153302545,-0.035011656,0.462625891,0.464154544,0.205470949,2.258978928,-0.130371601,-0.111585153,3.560242731,-0.028435137
EBITDAOEGROWTH',0.955063619,0.206245776,0.254758497,0.809573689,-0.299897351,-0.123394193,0.687721234,-0.03635732,0.670963589,0.18664914,0.271070722,0.688562522,-0.299897351,-0.123394193,0.622376755,-0.038789164,0.218723812,0.218723812,0.36093341,0.605994919,-0.299897351,-0.123394193,0.729328925,-0.051704192,0.107115947,0.190501566,0.449116411,0.424169684,-0.299897351,-0.123394193,0.635222571,-0.064543167,0.131116169,0.283809937,0.480572237,0.590566651,-0.299897351,-0.123394193,0.946356932,-0.068796702,0.207592235,1.148980012,0.241718808,4.753374464,-0.062004479,-0.123394193,18.53059706,-0.032212733,0.076238674,1.444675548,0.203776556,7.089508107,-0.022284864,-0.123394193,64.82765732,-0.026197855,0.260404436,0.262824148,0.140958706,1.864547112,-0.072853627,-0.123394193,3.607564337,-0.019634996,-0.017363203,-0.017410486,0.236739936,-0.073542668,-0.225231246,-0.123394193,-0.077300493,-0.03455709,0.425820458,0.427210712,0.198288413,2.154491563,-0.12243935,-0.123394193,3.489161866,-0.02749246
EBITDAOEGROWTH_SEMI',0.97065594,0.2089288,0.251202566,0.831714432,-0.301984214,-0.119848986,0.691853383,-0.035832422,0.677226219,0.188129779,0.267443316,0.703437954,-0.301984214,-0.119848986,0.622978851,-0.03825801,0.22621858,0.22621858,0.354703577,0.637767969,-0.301984214,-0.119848986,0.749107303,-0.050778311,0.100259018,0.177894374,0.442386855,0.402124004,-0.301984214,-0.119848986,0.58908501,-0.063613993,0.12992264,0.281064501,0.473343832,0.59378507,-0.301441706,-0.119848986,0.932400841,-0.067762497,0.217279633,1.219756471,0.240284811,5.076294519,-0.060159863,-0.119848986,20.27525346,-0.031877349,0.084708947,1.689330683,0.207352473,8.147145077,-0.024699837,-0.119848986,68.39440643,-0.026343089,0.275450361,0.278024637,0.139616499,1.991345145,-0.069378065,-0.119848986,4.007385291,-0.019392076,-0.030638594,-0.03072146,0.232751861,-0.131992326,-0.220590929,-0.119848986,-0.139268916,-0.034032175,0.448660384,0.450136219,0.196361127,2.292389674,-0.130603792,-0.119848986,3.446578482,-0.027149186
EBITDAOEGROWTH_TTM',0.980116805,0.210549317,0.25330937,0.83119435,-0.292059586,-0.114855686,0.720912194,-0.036132977,0.680468783,0.188894952,0.269846259,0.700009527,-0.292059586,-0.114855686,0.646768541,-0.038604176,0.259064748,0.259064748,0.355637068,0.728452603,-0.292059586,-0.114855686,0.887027032,-0.050808796,0.118543913,0.211637143,0.437872059,0.483331006,-0.292059586,-0.114855686,0.724636865,-0.062850464,0.152694114,0.333958845,0.468378615,0.713010446,-0.292059586,-0.114855686,1.143461338,-0.066888296,0.222508885,1.258683769,0.245222037,5.132833027,-0.063526553,-0.114855686,19.81350662,-0.032526039,0.08768673,1.780545039,0.203041708,8.769356075,-0.025436353,-0.114855686,70.00001364,-0.025585374,0.271369089,0.273901291,0.138820529,1.973060414,-0.069853269,-0.114855686,3.921094823,-0.019289004,-0.045825335,-0.045948291,0.236048416,-0.194656214,-0.234440128,-0.114855686,-0.19599158,-0.034573779,0.459278694,0.460794654,0.208110691,2.214180591,-0.131301704,-0.114855686,3.509433909,-0.02882786
EBITOAGROWTH',0.944065363,0.204343985,0.253470951,0.806183051,-0.305965635,-0.122568291,0.667865803,-0.036176797,0.650912888,0.181883635,0.269107736,0.67587665,-0.305965635,-0.122568291,0.594457725,-0.038520475,0.217574593,0.217574593,0.358189595,0.607428568,-0.305965635,-0.122568291,0.711107941,-0.05131113,0.104566165,0.185806993,0.448077741,0.414675794,-0.305965635,-0.122568291,0.607280595,-0.064409394,0.126419003,0.273022404,0.479527479,0.569357161,-0.305965635,-0.122568291,0.892330291,-0.068679638,0.204340642,1.125609317,0.241197165,4.666760147,-0.062593858,-0.122568291,17.98274389,-0.032179968,0.080037031,1.551742595,0.210961869,7.35555956,-0.024812704,-0.122568291,62.53823002,-0.027074052,0.274880994,0.277449394,0.146542701,1.893300672,-0.072703287,-0.122568291,3.81618777,-0.020402171,-0.02429491,-0.024360834,0.234837148,-0.103735011,-0.22134057,-0.122568291,-0.110060411,-0.03430899,0.41491682,0.416266574,0.191869526,2.169529387,-0.118326805,-0.122568291,3.517939789,-0.026589812
EBITOAGROWTH_SEMI',0.950944187,0.205534359,0.253254946,0.811570957,-0.301712083,-0.11831039,0.681226808,-0.036141606,0.650126836,0.181696028,0.268568282,0.676535689,-0.301712083,-0.11831039,0.602216612,-0.038442954,0.214511301,0.214511301,0.355628433,0.6031894,-0.301712083,-0.11831039,0.710980147,-0.050950709,0.105756852,0.187998285,0.444633012,0.42281675,-0.301712083,-0.11831039,0.623104926,-0.063905139,0.133382914,0.289032256,0.475871015,0.607375207,-0.301712083,-0.11831039,0.957973753,-0.068103685,0.204726444,1.128372188,0.246523849,4.577131966,-0.063259316,-0.11831039,17.83724921,-0.032948257,0.084637253,1.687168823,0.215888669,7.814994779,-0.024156724,-0.11831039,69.84261848,-0.027586999,0.28470093,0.287370974,0.149936309,1.91662031,-0.073711135,-0.11831039,3.898610066,-0.020865401,-0.028635984,-0.028713514,0.233916076,-0.122751351,-0.223723326,-0.11831039,-0.128343856,-0.034193038,0.413842904,0.415188682,0.193989921,2.140259038,-0.128204118,-0.11831039,3.238497238,-0.026901126
EBITOAGROWTH_TTM',1.00489169,0.214766653,0.252161418,0.851703066,-0.289829907,-0.112916734,0.741009289,-0.035952652,0.670874789,0.186628119,0.267840309,0.696788769,-0.289829907,-0.112916734,0.643922917,-0.038320885,0.242722028,0.242722028,0.350595354,0.692313874,-0.289829907,-0.112916734,0.837463704,-0.050131327,0.112911605,0.201201053,0.432451433,0.465256993,-0.289829907,-0.112916734,0.694203905,-0.062102662,0.139061717,0.302162753,0.462731363,0.652998212,-0.289829907,-0.112916734,1.042552012,-0.066168729,0.206234153,1.139195432,0.245259105,4.644864992,-0.06551818,-0.112916734,17.38747072,-0.032744827,0.091713322,1.908404139,0.211729084,9.013424611,-0.026638307,-0.112916734,71.64134497,-0.026671539,0.299992527,0.3028221,0.148831644,2.034662061,-0.077563699,-0.112916734,3.904172984,-0.020657232,-0.033279878,-0.033369763,0.235421011,-0.141745052,-0.225961536,-0.112916734,-0.147678954,-0.034430667,0.433470073,0.434888879,0.203614073,2.135848825,-0.135247414,-0.112916734,3.215506052,-0.028245272
EBITOEGROWTH',0.960442044,0.207172996,0.255161112,0.811930134,-0.309197037,-0.126923053,0.670035514,-0.036412662,0.669377742,0.18627362,0.271583798,0.685878987,-0.309197037,-0.126923053,0.602443096,-0.038864808,0.221527618,0.221527618,0.363941347,0.608690439,-0.309197037,-0.126923053,0.716460999,-0.052130197,0.102220035,0.181494203,0.454654285,0.39919167,-0.309197037,-0.126923053,0.586985583,-0.065372556,0.1280504,0.276763849,0.486524494,0.568859023,-0.309197037,-0.126923053,0.895105111,-0.069676534,0.202436917,1.112015548,0.247415068,4.494534463,-0.064704332,-0.126923053,17.18610652,-0.033107863,0.077415823,1.47740733,0.213112885,6.932510567,-0.022247321,-0.126923053,66.408324,-0.027502793,0.268738734,0.271243878,0.140541572,1.929990358,-0.068479628,-0.126923053,3.960942613,-0.01954788,-0.016923816,-0.016969914,0.235020953,-0.07220596,-0.226819666,-0.126923053,-0.074816765,-0.034305704,0.426022354,0.427413361,0.195107941,2.190650769,-0.120322899,-0.126923053,3.552219598,-0.027029563
EBITOEGROWTH_SEMI',1.001721002,0.214229021,0.252781302,0.847487608,-0.305468897,-0.122501678,0.701312059,-0.036044195,0.690788532,0.191323653,0.269051913,0.711103113,-0.305468897,-0.122501678,0.62632777,-0.038480736,0.228760175,0.228760175,0.358475501,0.638147306,-0.305468897,-0.122501678,0.748882055,-0.051316053,0.098539824,0.17474222,0.44731339,0.39064831,-0.305468897,-0.122501678,0.572045867,-0.064336067,0.133329422,0.288908893,0.478655741,0.603583887,-0.305468897,-0.122501678,0.945788249,-0.068505015,0.207137257,1.14569828,0.247909901,4.621430114,-0.063536744,-0.122501678,18.03205836,-0.033117636,0.083909681,1.665319809,0.215223839,7.737617793,-0.023551916,-0.122501678,70.70846447,-0.027522456,0.287007636,0.289701648,0.14129396,2.050346998,-0.068908054,-0.122501678,4.204176856,-0.019600174,-0.010994417,-0.011024454,0.233829896,-0.047147324,-0.223070145,-0.122501678,-0.049421468,-0.034108845,0.431554456,0.432966102,0.194776164,2.222890589,-0.127191838,-0.122501678,3.404039976,-0.026965969
EBITOEGROWTH_TTM',0.986660963,0.211666982,0.252981286,0.836690275,-0.294793369,-0.117284372,0.718018124,-0.036081675,0.663492444,0.184877932,0.269579091,0.685802193,-0.294793369,-0.117284372,0.627144133,-0.038578853,0.24509419,0.24509419,0.354298023,0.691774084,-0.294793369,-0.117284372,0.831410119,-0.050659222,0.112850228,0.201087534,0.437303938,0.45983472,-0.294793369,-0.117284372,0.682130452,-0.062803043,0.146573257,0.319634516,0.467844103,0.683207321,-0.294793369,-0.117284372,1.084266303,-0.066853331,0.211494207,1.17728024,0.249717483,4.714448607,-0.067081851,-0.117284372,17.54990698,-0.033322777,0.092034944,1.918845995,0.214147234,8.960405212,-0.025557269,-0.117284372,75.08024401,-0.027008949,0.295186838,0.297966112,0.140766091,2.11674637,-0.071776936,-0.117284372,4.151279326,-0.019497952,-0.044099282,-0.044217715,0.236967647,-0.186598108,-0.234445827,-0.117284372,-0.188605254,-0.034700083,0.441922202,0.443372685,0.205059639,2.162164563,-0.132516176,-0.117284372,3.345800489,-0.028432008
EBTOAGROWTH',0.926394752,0.201272132,0.254890871,0.78964041,-0.305971141,-0.123053605,0.657814102,-0.03639304,0.634848951,0.178037759,0.270758397,0.657552126,-0.305971141,-0.123053605,0.581877619,-0.038772912,0.212247789,0.212247789,0.362165815,0.586051416,-0.305971141,-0.123053605,0.693685646,-0.051904002,0.109035972,0.194041749,0.453543814,0.427834628,-0.305971141,-0.123053605,0.634183172,-0.065171044,0.133261811,0.288752977,0.485366,0.594918014,-0.305971141,-0.123053605,0.943726182,-0.069473715,0.207805969,1.150522967,0.248258243,4.63437973,-0.06528537,-0.123053605,17.62298291,-0.033159362,0.087443917,1.773002316,0.212658991,8.337302399,-0.025912832,-0.123053605,68.42178803,-0.026994067,0.273029407,0.275578712,0.146393792,1.882448075,-0.072857658,-0.123053605,3.782426155,-0.020386316,-0.027360469,-0.027434594,0.234049764,-0.117216927,-0.216169001,-0.123053605,-0.126912712,-0.03420719,0.402843747,0.404148927,0.192212223,2.102618249,-0.123124423,-0.123053605,3.28244322,-0.026673681
EBTOAGROWTH_SEMI',0.955233159,0.206275032,0.253572101,0.813476843,-0.302005087,-0.118676801,0.683018404,-0.036185209,0.643649396,0.180147783,0.26915015,0.669320761,-0.302005087,-0.118676801,0.59650579,-0.038532596,0.217294756,0.217294756,0.357720777,0.607442367,-0.302005087,-0.118676801,0.71950694,-0.051244485,0.112459419,0.200364829,0.447217167,0.448025801,-0.302005087,-0.118676801,0.663448526,-0.064237166,0.142265226,0.309599646,0.478585249,0.646905952,-0.302005087,-0.118676801,1.025147124,-0.068433286,0.214021267,1.195757714,0.247533065,4.83069894,-0.063946634,-0.118676801,18.69930658,-0.032972394,0.092044704,1.919163422,0.212104839,9.048183125,-0.023388759,-0.118676801,82.05494836,-0.026711701,0.297003122,0.299801389,0.1485326,2.01842147,-0.07497788,-0.118676801,3.998531134,-0.020622937,-0.034059661,-0.034151616,0.233366608,-0.146343197,-0.221026113,-0.118676801,-0.15451394,-0.03413555,0.402888166,0.404193509,0.193727964,2.08639734,-0.131187052,-0.118676801,3.081047284,-0.026893949
EBTOAGROWTH_TTM'],1.002645405,0.214385829,0.253919093,0.844307637,-0.286771921,-0.113136654,0.747583057,-0.036208979,0.658704614,0.183740076,0.269690295,0.681300288,-0.286771921,-0.113136654,0.640718503,-0.038598933,0.253799885,0.253799885,0.352137885,0.720740074,-0.286771921,-0.113136654,0.885023487,-0.050319285,0.125979809,0.225472628,0.434872369,0.518480004,-0.286771921,-0.113136654,0.786243741,-0.062372687,0.154955101,0.339269942,0.465076887,0.729492158,-0.286771921,-0.113136654,1.183065416,-0.066396933,0.209357215,1.161746506,0.246068071,4.721240358,-0.06677249,-0.113136654,17.39858007,-0.032821088,0.093833371,1.977871047,0.207295678,9.541303824,-0.024846257,-0.113136654,79.60438571,-0.02593437,0.30904741,0.311972159,0.148958488,2.094356378,-0.07698676,-0.113136654,4.052283264,-0.020647901,-0.049837232,-0.049970669,0.237366615,-0.210521048,-0.231360902,-0.113136654,-0.215985795,-0.034781979,0.42994743,0.431353074,0.205987557,2.094073447,-0.13881548,-0.113136654,3.10738451,-0.028600003
