symbol,symbol1,SEHKENG,GICSCODE,GICSENG,LOTSIZE
2005 HK Equity,02005.HK,Healthcare,35,Health Care,2000
2006 HK Equity,02006.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2007 HK Equity,02007.HK,Properties & Construction,60,Real Estate,1000
2008 HK Equity,02008.HK,Consumer Discretionary,50,Communication Services,2000
2009 HK Equity,02009.HK,Properties & Construction,15,Materials,1000
2010 HK Equity,02010.HK,Healthcare,35,Health Care,1000
2011 HK Equity,02011.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2012 HK Equity,02012.HK,Energy,10,Energy,1000
2013 HK Equity,02013.HK,Consumer Discretionary,45,Information Technology,1000
2014 HK Equity,02014.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2016 HK Equity,02016.HK,Financials,40,Financials,1000
2017 HK Equity,02017.HK,Properties & Construction,20,Industrials,2000
2018 HK Equity,02018.HK,Industrials,45,Information Technology,500
2019 HK Equity,02019.HK,Properties & Construction,60,Real Estate,1000
2020 HK Equity,02020.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2022 HK Equity,02022.HK,Information Technology,45,Information Technology,4000
2023 HK Equity,02023.HK,Consumer Discretionary,35,Health Care,4000
2025 HK Equity,02025.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2028 HK Equity,02028.HK,Information Technology,45,Information Technology,2000
2030 HK Equity,02030.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2031 HK Equity,02031.HK,Healthcare,35,Health Care,5000
2033 HK Equity,02033.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2038 HK Equity,02038.HK,Information Technology,45,Information Technology,1000
2039 HK Equity,02039.HK,Industrials,20,Industrials,100
2048 HK Equity,02048.HK,Properties & Construction,60,Real Estate,300
2051 HK Equity,02051.HK,Financials,40,Financials,500
2060 HK Equity,02060.HK,Properties & Construction,15,Materials,1000
2066 HK Equity,02066.HK,Financials,40,Financials,500
2068 HK Equity,02068.HK,Properties & Construction,20,Industrials,1000
2078 HK Equity,02078.HK,Materials,15,Materials,1000
2080 HK Equity,02080.HK,Properties & Construction,25,Consumer Discretionary,2000
2083 HK Equity,02083.HK,Consumer Discretionary,15,Materials,1000
2086 HK Equity,02086.HK,Information Technology,45,Information Technology,1000
2088 HK Equity,02088.HK,Properties & Construction,60,Real Estate,2000
2098 HK Equity,02098.HK,Industrials,20,Industrials,1000
2099 HK Equity,02099.HK,Materials,15,Materials,100
2100 HK Equity,02100.HK,Information Technology,50,Communication Services,2000
2103 HK Equity,02103.HK,Properties & Construction,60,Real Estate,1000
2108 HK Equity,02108.HK,Consumer Discretionary,25,Consumer Discretionary,4000
2111 HK Equity,02111.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2112 HK Equity,02112.HK,Materials,15,Materials,2000
2113 HK Equity,02113.HK,Properties & Construction,20,Industrials,5000
2116 HK Equity,02116.HK,Materials,15,Materials,2000
2118 HK Equity,02118.HK,Properties & Construction,60,Real Estate,2000
2119 HK Equity,02119.HK,Consumer Staples,30,Consumer Staples,2000
2120 HK Equity,02120.HK,Healthcare,35,Health Care,100
2121 HK Equity,02121.HK,#N/A,#N/A,#N/A,#N/A
2122 HK Equity,02122.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2123 HK Equity,02123.HK,Consumer Discretionary,25,Consumer Discretionary,4000
2128 HK Equity,02128.HK,Properties & Construction,20,Industrials,1000
2133 HK Equity,02133.HK,Materials,15,Materials,10000
2136 HK Equity,02136.HK,Consumer Discretionary,25,Consumer Discretionary,500
2138 HK Equity,02138.HK,Healthcare,35,Health Care,1000
2139 HK Equity,02139.HK,Financials,40,Financials,1000
2163 HK Equity,02163.HK,Properties & Construction,20,Industrials,300
2166 HK Equity,02166.HK,Information Technology,45,Information Technology,2000
2168 HK Equity,02168.HK,Properties & Construction,20,Industrials,250
2178 HK Equity,02178.HK,Energy,10,Energy,1000
2180 HK Equity,02180.HK,Consumer Discretionary,20,Industrials,250
2181 HK Equity,02181.HK,Healthcare,35,Health Care,2000
2182 HK Equity,02182.HK,Industrials,15,Materials,4000
2183 HK Equity,02183.HK,Properties & Construction,60,Real Estate,2000
2186 HK Equity,02186.HK,Healthcare,35,Health Care,500
2188 HK Equity,02188.HK,Industrials,20,Industrials,2000
2189 HK Equity,02189.HK,Consumer Discretionary,60,Real Estate,4000
2193 HK Equity,02193.HK,Properties & Construction,20,Industrials,4000
2196 HK Equity,02196.HK,Healthcare,35,Health Care,500
2198 HK Equity,02198.HK,Materials,15,Materials,1000
2199 HK Equity,02199.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2200 HK Equity,02200.HK,#N/A,#N/A,#N/A,#N/A
2202 HK Equity,02202.HK,Properties & Construction,60,Real Estate,100
2203 HK Equity,02203.HK,Information Technology,45,Information Technology,10000
2208 HK Equity,02208.HK,Industrials,55,Utilities,200
2211 HK Equity,02211.HK,Healthcare,35,Health Care,1000
2212 HK Equity,02212.HK,Materials,15,Materials,20000
2213 HK Equity,02213.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2218 HK Equity,02218.HK,Consumer Staples,30,Consumer Staples,500
2221 HK Equity,02221.HK,Properties & Construction,20,Industrials,4000
2222 HK Equity,02222.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2223 HK Equity,02223.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2225 HK Equity,02225.HK,Consumer Discretionary,20,Industrials,5000
2226 HK Equity,02226.HK,Consumer Staples,30,Consumer Staples,500
2227 HK Equity,02227.HK,Properties & Construction,20,Industrials,4000
2228 HK Equity,02228.HK,Consumer Discretionary,25,Consumer Discretionary,3000
2229 HK Equity,02229.HK,#N/A,#N/A,#N/A,#N/A
2230 HK Equity,02230.HK,Consumer Discretionary,50,Communication Services,5000
2231 HK Equity,02231.HK,Properties & Construction,60,Real Estate,1000
2232 HK Equity,02232.HK,Consumer Discretionary,25,Consumer Discretionary,500
2233 HK Equity,02233.HK,Properties & Construction,15,Materials,2000
2236 HK Equity,02236.HK,Energy,10,Energy,1000
2238 HK Equity,02238.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2239 HK Equity,02239.HK,Information Technology,45,Information Technology,1000
2255 HK Equity,02255.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2258 HK Equity,02258.HK,Properties & Construction,20,Industrials,2000
2262 HK Equity,02262.HK,Properties & Construction,20,Industrials,3000
2263 HK Equity,02263.HK,Financials,40,Financials,10000
2266 HK Equity,02266.HK,Properties & Construction,20,Industrials,2000
2268 HK Equity,02268.HK,Materials,15,Materials,1000
2269 HK Equity,02269.HK,Healthcare,35,Health Care,500
2277 HK Equity,02277.HK,Financials,20,Industrials,5000
2278 HK Equity,02278.HK,Properties & Construction,60,Real Estate,1000
2280 HK Equity,02280.HK,Information Technology,45,Information Technology,500
2281 HK Equity,02281.HK,Utilities,55,Utilities,1000
2282 HK Equity,02282.HK,Consumer Discretionary,25,Consumer Discretionary,400
2283 HK Equity,02283.HK,Industrials,20,Industrials,2000
2286 HK Equity,02286.HK,Properties & Construction,60,Real Estate,1000
2288 HK Equity,02288.HK,Properties & Construction,60,Real Estate,1000
2289 HK Equity,02289.HK,Healthcare,35,Health Care,500
2292 HK Equity,02292.HK,Properties & Construction,60,Real Estate,2000
2293 HK Equity,02293.HK,Healthcare,35,Health Care,8000
2296 HK Equity,02296.HK,Properties & Construction,25,Consumer Discretionary,8000
2298 HK Equity,02298.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2299 HK Equity,02299.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2300 HK Equity,02300.HK,Industrials,15,Materials,2000
2302 HK Equity,02302.HK,Materials,45,Information Technology,1000
2303 HK Equity,02303.HK,Materials,15,Materials,2000
2307 HK Equity,02307.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2308 HK Equity,02308.HK,Information Technology,25,Consumer Discretionary,4000
2309 HK Equity,02309.HK,Consumer Discretionary,25,Consumer Discretionary,20000
2310 HK Equity,02310.HK,Properties & Construction,20,Industrials,2000
2312 HK Equity,02312.HK,Financials,40,Financials,20000
2313 HK Equity,02313.HK,Consumer Discretionary,25,Consumer Discretionary,100
2314 HK Equity,02314.HK,Materials,15,Materials,1000
2317 HK Equity,02317.HK,Consumer Staples,30,Consumer Staples,4000
2318 HK Equity,02318.HK,Financials,40,Financials,500
2319 HK Equity,02319.HK,Consumer Staples,30,Consumer Staples,1000
2320 HK Equity,02320.HK,Materials,15,Materials,2000
2322 HK Equity,02322.HK,Materials,20,Industrials,8000
2323 HK Equity,02323.HK,Industrials,20,Industrials,2000
2324 HK Equity,02324.HK,Financials,40,Financials,10000
2326 HK Equity,02326.HK,Materials,15,Materials,10000
2327 HK Equity,02327.HK,Conglomerates,20,Industrials,6000
2328 HK Equity,02328.HK,Financials,40,Financials,2000
2329 HK Equity,02329.HK,Properties & Construction,60,Real Estate,1000
2330 HK Equity,02330.HK,Properties & Construction,60,Real Estate,4000
2331 HK Equity,02331.HK,Consumer Discretionary,25,Consumer Discretionary,500
2332 HK Equity,02332.HK,#N/A,#N/A,#N/A,#N/A
2333 HK Equity,02333.HK,Consumer Discretionary,25,Consumer Discretionary,500
2336 HK Equity,02336.HK,Materials,45,Information Technology,10000
2337 HK Equity,02337.HK,Utilities,55,Utilities,1000
2338 HK Equity,02338.HK,Industrials,20,Industrials,1000
2339 HK Equity,02339.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2340 HK Equity,02340.HK,Properties & Construction,20,Industrials,4000
2341 HK Equity,02341.HK,Materials,15,Materials,2000
2342 HK Equity,02342.HK,Information Technology,45,Information Technology,2000
2343 HK Equity,02343.HK,Industrials,20,Industrials,1000
2345 HK Equity,02345.HK,Industrials,20,Industrials,2000
2346 HK Equity,02346.HK,Industrials,20,Industrials,2000
2348 HK Equity,02348.HK,Healthcare,35,Health Care,4000
2349 HK Equity,02349.HK,Properties & Construction,60,Real Estate,4000
2355 HK Equity,02355.HK,Properties & Construction,20,Industrials,2000
2356 HK Equity,02356.HK,Financials,40,Financials,400
2357 HK Equity,02357.HK,Industrials,20,Industrials,1000
2358 HK Equity,02358.HK,Consumer Discretionary,45,Information Technology,10000
2359 HK Equity,02359.HK,Healthcare,35,Health Care,100
2360 HK Equity,02360.HK,Consumer Staples,30,Consumer Staples,2000
2362 HK Equity,02362.HK,Materials,20,Industrials,1000
2363 HK Equity,02363.HK,Information Technology,45,Information Technology,2500
2366 HK Equity,02366.HK,Consumer Discretionary,50,Communication Services,5000
2368 HK Equity,02368.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2369 HK Equity,02369.HK,Information Technology,45,Information Technology,4000
2371 HK Equity,02371.HK,Consumer Discretionary,25,Consumer Discretionary,4000
2377 HK Equity,02377.HK,Industrials,20,Industrials,1000
2378 HK Equity,02378.HK,Financials,40,Financials,500
2379 HK Equity,02379.HK,Properties & Construction,45,Information Technology,5000
2380 HK Equity,02380.HK,Utilities,55,Utilities,1000
2381 HK Equity,02381.HK,Consumer Discretionary,25,Consumer Discretionary,10000
2382 HK Equity,02382.HK,Industrials,20,Industrials,100
2383 HK Equity,02383.HK,Consumer Discretionary,50,Communication Services,2000
2386 HK Equity,02386.HK,Energy,10,Energy,500
2387 HK Equity,02387.HK,#N/A,#N/A,#N/A,#N/A
2388 HK Equity,02388.HK,Financials,40,Financials,500
2389 HK Equity,02389.HK,Healthcare,35,Health Care,6000
2393 HK Equity,02393.HK,Healthcare,35,Health Care,2500
2398 HK Equity,02398.HK,Industrials,20,Industrials,2000
2399 HK Equity,02399.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2400 HK Equity,02400.HK,Information Technology,50,Communication Services,200
2448 HK Equity,02448.HK,Properties & Construction,20,Industrials,2500
2468 HK Equity,02468.HK,#N/A,#N/A,#N/A,#N/A
2488 HK Equity,02488.HK,Consumer Discretionary,45,Information Technology,500
2500 HK Equity,02500.HK,Healthcare,35,Health Care,500
2528 HK Equity,02528.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2552 HK Equity,02552.HK,Healthcare,35,Health Care,500
2558 HK Equity,02558.HK,Financials,40,Financials,1000
2588 HK Equity,02588.HK,Consumer Discretionary,20,Industrials,100
2600 HK Equity,02600.HK,Materials,15,Materials,2000
2601 HK Equity,02601.HK,Financials,40,Financials,200
2606 HK Equity,02606.HK,Properties & Construction,60,Real Estate,100
2607 HK Equity,02607.HK,Healthcare,35,Health Care,100
2608 HK Equity,02608.HK,Properties & Construction,60,Real Estate,1000
2611 HK Equity,02611.HK,Financials,40,Financials,200
2616 HK Equity,02616.HK,Healthcare,35,Health Care,500
2618 HK Equity,02618.HK,#N/A,#N/A,#N/A,#N/A
2623 HK Equity,02623.HK,Materials,15,Materials,2000
2626 HK Equity,02626.HK,#N/A,#N/A,#N/A,#N/A
2628 HK Equity,02628.HK,Financials,40,Financials,1000
2633 HK Equity,02633.HK,Healthcare,35,Health Care,2000
2638 HK Equity,02638.HK,Utilities,55,Utilities,500
2660 HK Equity,02660.HK,Information Technology,50,Communication Services,2000
2662 HK Equity,02662.HK,Consumer Discretionary,45,Information Technology,2000
2663 HK Equity,02663.HK,Properties & Construction,20,Industrials,10000
2666 HK Equity,02666.HK,Financials,40,Financials,500
2668 HK Equity,02668.HK,Industrials,20,Industrials,10000
2669 HK Equity,02669.HK,Properties & Construction,25,Consumer Discretionary,5000
2678 HK Equity,02678.HK,Consumer Discretionary,25,Consumer Discretionary,500
2680 HK Equity,02680.HK,Financials,40,Financials,2000
2682 HK Equity,02682.HK,Industrials,20,Industrials,4000
2683 HK Equity,02683.HK,Consumer Discretionary,25,Consumer Discretionary,2000
2686 HK Equity,02686.HK,Energy,10,Energy,1000
2688 HK Equity,02688.HK,Utilities,55,Utilities,100
2689 HK Equity,02689.HK,Materials,15,Materials,1000
2696 HK Equity,02696.HK,Healthcare,35,Health Care,100
2698 HK Equity,02698.HK,Consumer Discretionary,25,Consumer Discretionary,500
2699 HK Equity,02699.HK,Properties & Construction,60,Real Estate,2000
2700 HK Equity,02700.HK,Healthcare,25,Consumer Discretionary,20000
2708 HK Equity,02708.HK,Information Technology,45,Information Technology,2000
2718 HK Equity,02718.HK,Financials,40,Financials,1000
2722 HK Equity,02722.HK,Conglomerates,20,Industrials,2000
2727 HK Equity,02727.HK,Industrials,20,Industrials,2000
2728 HK Equity,02728.HK,Energy,10,Energy,4000
2738 HK Equity,02738.HK,Materials,15,Materials,2000
2768 HK Equity,02768.HK,Properties & Construction,60,Real Estate,2000
2772 HK Equity,02772.HK,Properties & Construction,60,Real Estate,500
2777 HK Equity,02777.HK,Properties & Construction,60,Real Estate,400
2778 HK Equity,02778.HK,#N/A,#N/A,#N/A,#N/A
2779 HK Equity,02779.HK,Consumer Discretionary,25,Consumer Discretionary,1000
2788 HK Equity,02788.HK,Industrials,20,Industrials,2000
2789 HK Equity,02789.HK,Properties & Construction,20,Industrials,2000
2798 HK Equity,02798.HK,Energy,10,Energy,5000
2799 HK Equity,02799.HK,Financials,40,Financials,1000
2858 HK Equity,02858.HK,Financials,40,Financials,500
2863 HK Equity,02863.HK,Properties & Construction,20,Industrials,3000
2866 HK Equity,02866.HK,Industrials,20,Industrials,1000
2868 HK Equity,02868.HK,Properties & Construction,60,Real Estate,2000
2869 HK Equity,02869.HK,Properties & Construction,60,Real Estate,2000
2877 HK Equity,02877.HK,Healthcare,35,Health Care,1000
2878 HK Equity,02878.HK,Information Technology,45,Information Technology,2000
2880 HK Equity,02880.HK,Industrials,20,Industrials,2000
2882 HK Equity,02882.HK,Consumer Discretionary,25,Consumer Discretionary,10000
2883 HK Equity,02883.HK,Energy,10,Energy,2000
2885 HK Equity,02885.HK,Industrials,20,Industrials,2000
2886 HK Equity,02886.HK,Utilities,55,Utilities,2000
2888 HK Equity,02888.HK,Financials,40,Financials,50
2889 HK Equity,02889.HK,#N/A,#N/A,#N/A,#N/A
2892 HK Equity,02892.HK,Properties & Construction,60,Real Estate,2000
2898 HK Equity,02898.HK,Consumer Staples,30,Consumer Staples,10000
2899 HK Equity,02899.HK,Materials,15,Materials,2000
2900 HK Equity,02900.HK,#N/A,#N/A,#N/A,#N/A
2901 HK Equity,02901.HK,#N/A,#N/A,#N/A,#N/A
2902 HK Equity,02902.HK,#N/A,#N/A,#N/A,#N/A
2903 HK Equity,02903.HK,#N/A,#N/A,#N/A,#N/A
2905 HK Equity,02905.HK,#N/A,#N/A,#N/A,#N/A
2906 HK Equity,02906.HK,#N/A,#N/A,#N/A,#N/A
2907 HK Equity,02907.HK,#N/A,#N/A,#N/A,#N/A
2908 HK Equity,02908.HK,#N/A,#N/A,#N/A,#N/A
2909 HK Equity,02909.HK,#N/A,#N/A,#N/A,#N/A
2911 HK Equity,02911.HK,#N/A,#N/A,#N/A,#N/A
2912 HK Equity,02912.HK,#N/A,#N/A,#N/A,#N/A
2914 HK Equity,02914.HK,#N/A,#N/A,#N/A,#N/A
2915 HK Equity,02915.HK,#N/A,#N/A,#N/A,#N/A
2916 HK Equity,02916.HK,#N/A,#N/A,#N/A,#N/A
2917 HK Equity,02917.HK,#N/A,#N/A,#N/A,#N/A
2919 HK Equity,02919.HK,#N/A,#N/A,#N/A,#N/A
2920 HK Equity,02920.HK,#N/A,#N/A,#N/A,#N/A
2922 HK Equity,02922.HK,#N/A,#N/A,#N/A,#N/A
2924 HK Equity,02924.HK,#N/A,#N/A,#N/A,#N/A
2938 HK Equity,02938.HK,Consumer Discretionary,25,Consumer Discretionary,500
2992 HK Equity,02992.HK,#N/A,#N/A,#N/A,#N/A
2996 HK Equity,02996.HK,#N/A,#N/A,#N/A,#N/A
2998 HK Equity,02998.HK,#N/A,#N/A,#N/A,#N/A
2999 HK Equity,02999.HK,#N/A,#N/A,#N/A,#N/A
3300 HK Equity,03300.HK,Industrials,20,Industrials,2000
3301 HK Equity,03301.HK,Properties & Construction,60,Real Estate,500
3302 HK Equity,03302.HK,Industrials,45,Information Technology,2000
3303 HK Equity,03303.HK,Energy,10,Energy,2000
3306 HK Equity,03306.HK,Consumer Discretionary,25,Consumer Discretionary,500
3308 HK Equity,03308.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3309 HK Equity,03309.HK,Healthcare,35,Health Care,2000
3311 HK Equity,03311.HK,Properties & Construction,20,Industrials,2000
3313 HK Equity,03313.HK,Materials,15,Materials,10000
3315 HK Equity,03315.HK,Information Technology,45,Information Technology,1000
3316 HK Equity,03316.HK,Properties & Construction,60,Real Estate,500
3318 HK Equity,03318.HK,Consumer Staples,15,Materials,2000
3319 HK Equity,03319.HK,Properties & Construction,60,Real Estate,250
3320 HK Equity,03320.HK,Healthcare,35,Health Care,500
3321 HK Equity,03321.HK,Properties & Construction,20,Industrials,2500
3322 HK Equity,03322.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3323 HK Equity,03323.HK,Properties & Construction,15,Materials,2000
3326 HK Equity,03326.HK,Consumer Discretionary,25,Consumer Discretionary,3000
3328 HK Equity,03328.HK,Financials,40,Financials,1000
3329 HK Equity,03329.HK,Financials,40,Financials,1000
3330 HK Equity,03330.HK,Materials,15,Materials,2000
3331 HK Equity,03331.HK,Consumer Staples,30,Consumer Staples,1000
3332 HK Equity,03332.HK,Consumer Staples,30,Consumer Staples,2000
3333 HK Equity,03333.HK,Properties & Construction,60,Real Estate,1000
3335 HK Equity,03335.HK,Information Technology,45,Information Technology,4000
3336 HK Equity,03336.HK,Information Technology,45,Information Technology,2000
3337 HK Equity,03337.HK,Energy,10,Energy,2000
3339 HK Equity,03339.HK,Industrials,20,Industrials,1000
3344 HK Equity,03344.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3348 HK Equity,03348.HK,Industrials,15,Materials,2000
3355 HK Equity,03355.HK,#N/A,#N/A,#N/A,#N/A
3358 HK Equity,03358.HK,Consumer Discretionary,25,Consumer Discretionary,500
3360 HK Equity,03360.HK,Financials,40,Financials,1000
3363 HK Equity,03363.HK,Materials,15,Materials,2000
3366 HK Equity,03366.HK,Properties & Construction,60,Real Estate,2000
3368 HK Equity,03368.HK,Consumer Discretionary,25,Consumer Discretionary,500
3369 HK Equity,03369.HK,Industrials,20,Industrials,500
3377 HK Equity,03377.HK,Properties & Construction,60,Real Estate,500
3378 HK Equity,03378.HK,Industrials,20,Industrials,2000
3380 HK Equity,03380.HK,Properties & Construction,60,Real Estate,1000
3382 HK Equity,03382.HK,Industrials,20,Industrials,2000
3383 HK Equity,03383.HK,Properties & Construction,60,Real Estate,2000
3386 HK Equity,03386.HK,#N/A,#N/A,#N/A,#N/A
3389 HK Equity,03389.HK,Consumer Discretionary,25,Consumer Discretionary,4000
3390 HK Equity,03390.HK,Healthcare,30,Consumer Staples,2000
3393 HK Equity,03393.HK,Industrials,20,Industrials,2000
3395 HK Equity,03395.HK,Energy,10,Energy,1000
3396 HK Equity,03396.HK,Information Technology,25,Consumer Discretionary,100
3398 HK Equity,03398.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3399 HK Equity,03399.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3600 HK Equity,03600.HK,Healthcare,35,Health Care,1000
3601 HK Equity,03601.HK,Information Technology,45,Information Technology,1000
3603 HK Equity,03603.HK,Properties & Construction,25,Consumer Discretionary,3000
3606 HK Equity,03606.HK,Consumer Discretionary,25,Consumer Discretionary,400
3608 HK Equity,03608.HK,Consumer Discretionary,25,Consumer Discretionary,2500
3613 HK Equity,03613.HK,Healthcare,35,Health Care,1000
3616 HK Equity,03616.HK,Properties & Construction,60,Real Estate,2000
3618 HK Equity,03618.HK,Financials,40,Financials,1000
3623 HK Equity,03623.HK,Financials,40,Financials,2000
3626 HK Equity,03626.HK,Industrials,20,Industrials,2000
3628 HK Equity,03628.HK,Industrials,20,Industrials,4000
3633 HK Equity,03633.HK,Utilities,55,Utilities,1000
3636 HK Equity,03636.HK,Consumer Discretionary,50,Communication Services,100
3638 HK Equity,03638.HK,Information Technology,45,Information Technology,12000
3639 HK Equity,03639.HK,Properties & Construction,60,Real Estate,2000
3662 HK Equity,03662.HK,Properties & Construction,35,Health Care,1000
3663 HK Equity,03663.HK,Consumer Discretionary,25,Consumer Discretionary,4000
3666 HK Equity,03666.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3668 HK Equity,03668.HK,Energy,10,Energy,100
3669 HK Equity,03669.HK,Consumer Discretionary,25,Consumer Discretionary,500
3678 HK Equity,03678.HK,Financials,40,Financials,1000
3680 HK Equity,03680.HK,Information Technology,45,Information Technology,2000
3681 HK Equity,03681.HK,Healthcare,35,Health Care,300
3683 HK Equity,03683.HK,Industrials,20,Industrials,2500
3686 HK Equity,03686.HK,Conglomerates,60,Real Estate,10000
3688 HK Equity,03688.HK,Properties & Construction,60,Real Estate,500
3689 HK Equity,03689.HK,Healthcare,35,Health Care,200
3690 HK Equity,03690.HK,Information Technology,45,Information Technology,100
3692 HK Equity,03692.HK,Healthcare,35,Health Care,2000
3698 HK Equity,03698.HK,Financials,40,Financials,1000
3699 HK Equity,03699.HK,Properties & Construction,60,Real Estate,2000
3700 HK Equity,03700.HK,Consumer Discretionary,50,Communication Services,1000
3708 HK Equity,03708.HK,Properties & Construction,20,Industrials,5000
3709 HK Equity,03709.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3718 HK Equity,03718.HK,Industrials,20,Industrials,4000
3728 HK Equity,03728.HK,Properties & Construction,20,Industrials,20000
3737 HK Equity,03737.HK,Healthcare,35,Health Care,1000
3738 HK Equity,03738.HK,Information Technology,45,Information Technology,1000
3759 HK Equity,03759.HK,Healthcare,35,Health Care,100
3768 HK Equity,03768.HK,Utilities,55,Utilities,1000
3773 HK Equity,03773.HK,Information Technology,50,Communication Services,2000
3777 HK Equity,03777.HK,#N/A,#N/A,#N/A,#N/A
3778 HK Equity,03778.HK,Consumer Discretionary,25,Consumer Discretionary,4000
3788 HK Equity,03788.HK,Materials,15,Materials,1000
3789 HK Equity,03789.HK,Properties & Construction,20,Industrials,4000
3798 HK Equity,03798.HK,Information Technology,45,Information Technology,2000
3799 HK Equity,03799.HK,Consumer Staples,30,Consumer Staples,500
3800 HK Equity,03800.HK,Industrials,45,Information Technology,1000
3808 HK Equity,03808.HK,Industrials,20,Industrials,500
3813 HK Equity,03813.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3816 HK Equity,03816.HK,Industrials,20,Industrials,4000
3818 HK Equity,03818.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3822 HK Equity,03822.HK,Properties & Construction,20,Industrials,4000
3823 HK Equity,03823.HK,#N/A,#N/A,#N/A,#N/A
3828 HK Equity,03828.HK,Consumer Staples,30,Consumer Staples,1000
3830 HK Equity,03830.HK,Consumer Discretionary,25,Consumer Discretionary,5000
3833 HK Equity,03833.HK,Materials,15,Materials,1000
3836 HK Equity,03836.HK,Consumer Discretionary,25,Consumer Discretionary,500
3838 HK Equity,03838.HK,Consumer Staples,30,Consumer Staples,5000
3839 HK Equity,03839.HK,Healthcare,15,Materials,500
3848 HK Equity,03848.HK,Financials,40,Financials,1000
3860 HK Equity,03860.HK,Consumer Discretionary,25,Consumer Discretionary,5000
3866 HK Equity,03866.HK,Financials,40,Financials,500
3868 HK Equity,03868.HK,Utilities,55,Utilities,2000
3869 HK Equity,03869.HK,Healthcare,35,Health Care,200
3877 HK Equity,03877.HK,Financials,40,Financials,2000
3878 HK Equity,03878.HK,Properties & Construction,20,Industrials,2000
3882 HK Equity,03882.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3883 HK Equity,03883.HK,Properties & Construction,60,Real Estate,1000
3886 HK Equity,03886.HK,Healthcare,35,Health Care,2000
3888 HK Equity,03888.HK,Information Technology,50,Communication Services,1000
3889 HK Equity,03889.HK,Consumer Staples,30,Consumer Staples,2000
3893 HK Equity,03893.HK,Consumer Discretionary,25,Consumer Discretionary,20000
3898 HK Equity,03898.HK,Industrials,20,Industrials,100
3899 HK Equity,03899.HK,Energy,10,Energy,2000
3900 HK Equity,03900.HK,Properties & Construction,60,Real Estate,500
3903 HK Equity,03903.HK,Financials,40,Financials,2000
3908 HK Equity,03908.HK,Financials,40,Financials,400
3918 HK Equity,03918.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3919 HK Equity,03919.HK,Industrials,45,Information Technology,2000
3928 HK Equity,03928.HK,Properties & Construction,60,Real Estate,2000
3933 HK Equity,03933.HK,Healthcare,35,Health Care,2000
3938 HK Equity,03938.HK,Financials,40,Financials,2000
3939 HK Equity,03939.HK,Materials,15,Materials,2000
3948 HK Equity,03948.HK,Energy,10,Energy,100
3958 HK Equity,03958.HK,Financials,40,Financials,400
3963 HK Equity,03963.HK,Financials,40,Financials,1000
3966 HK Equity,03966.HK,#N/A,#N/A,#N/A,#N/A
3968 HK Equity,03968.HK,Financials,40,Financials,500
3969 HK Equity,03969.HK,Information Technology,20,Industrials,1000
3978 HK Equity,03978.HK,Consumer Discretionary,25,Consumer Discretionary,1000
3983 HK Equity,03983.HK,Materials,15,Materials,2000
3988 HK Equity,03988.HK,Financials,40,Financials,1000
3989 HK Equity,03989.HK,Utilities,55,Utilities,2000
3990 HK Equity,03990.HK,Properties & Construction,60,Real Estate,200
3991 HK Equity,03991.HK,Information Technology,45,Information Technology,2000
3992 HK Equity,03992.HK,Properties & Construction,20,Industrials,2000
3993 HK Equity,03993.HK,Materials,15,Materials,3000
3996 HK Equity,03996.HK,Industrials,20,Industrials,2000
3997 HK Equity,03997.HK,Information Technology,45,Information Technology,2000
3998 HK Equity,03998.HK,Consumer Discretionary,25,Consumer Discretionary,2000
3999 HK Equity,03999.HK,Consumer Staples,30,Consumer Staples,1000
4331 HK Equity,04331.HK,#N/A,#N/A,#N/A,#N/A
4332 HK Equity,04332.HK,0,35,Health Care,10
