symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
SCRI.,35,3520,352020,35202010,2834,1
SCRX,35,3520,352020,35202010,5122,1
SCS,20,2020,202010,20201060,2522,1
SCSC,45,4520,452030,45203030,5045,1
SCTC.,45,4510,451030,45103010,7372,1
SCTT.,35,3510,351010,35101010,3842,1
SCTY.1,20,2010,201040,20104010,3620,1
SCU.1,40,4020,402030,40203010,6020,1
SCU,40,4020,402030,40203010,6282,1
SCUR,45,4510,451030,45103020,7372,1
SCVL,25,2550,255040,25504010,5661,1
SCWX,45,4510,451030,45103020,7372,1
SCX,20,2010,201060,20106020,3420,1
SCYX,35,3520,352020,35202010,2836,1
SCZ.3,40,4040,404010,40401020,6799,1
SD,10,1010,101020,10102020,1311,1
SDA.1,30,3020,302020,30202030,2015,1
SDBT,45,4510,451010,45101010,4899,1
SDC.3,10,1010,101010,10101010,1381,1
SDC,35,3510,351010,35101020,3843,1
SDGR,35,3510,351030,35103010,7372,1
SDH,25,2530,253010,25301040,5812,1
SDI,30,3020,302030,30203010,5190,1
SDLI,45,4520,452050,45205020,3674,1
SDO.PA,60,6010,601010,60101060,6798,1
SDO.PB,60,6010,601010,60101060,6798,1
SDO.PC,60,6010,601010,60101060,6798,1
SDP.2,25,2550,255010,25501010,5080,1
SDPI,10,1010,101010,10101020,3533,1
SDRC.1,45,4510,451030,45103010,7372,1
SDRL.1,40,4010,401010,40101015,6020,1
SDT.2,15,1510,151040,15104050,3312,1
SDW,15,1510,151020,15102010,3241,1
SDXC,45,4510,451010,45101010,4899,1
SE.1,60,6010,601010,60101040,6798,1
SE.3,30,3010,301010,30101030,5412,1
SE.7,10,1010,101020,10102040,4923,1
SE,50,5020,502020,50202020,7370,1
SEA.U,50,5010,501010,50101010,4812,1
SEAC,45,4510,451030,45103010,7372,1
SEAS,25,2530,253010,25301030,7996,1
SEB,30,3020,302020,30202030,9997,1
SEBL,45,4510,451030,45103010,7372,1
SEC,20,2010,201060,20106010,3585,1
SECD.1,40,4010,401010,40101015,6020,1
SECO,25,2550,255020,25502020,5961,1
SEDG,45,4530,453010,45301010,3674,1
SEE,15,1510,151030,15103020,3081,1
SEED,30,3020,302020,30202010,2836,1
SEEL,35,3520,352020,35202010,2836,1
SEG.2,45,4520,452020,45202020,3572,1
SEGU,45,4510,451030,45103010,7372,1
SEH,15,1510,151010,15101010,3080,1
SEIC,40,4020,402030,40203010,6282,1
SELB,35,3520,352010,35201010,2836,1
SELBE,25,2550,255010,25501010,5122,1
SELF,60,6010,601010,60101080,6798,1
SEM.2,45,4520,452050,45205020,3674,1
SEM.4,35,3510,351020,35102020,8051,1
SEM.5,40,4010,401010,40101015,6020,1
SEM,35,3510,351020,35102020,8060,1
SEMG,10,1010,101020,10102040,5171,1
SEMG.WS,40,4010,401010,40101010,6020,1
SEMI,45,4530,453010,45301010,3674,1
SEN.2,55,5510,551020,55102010,4924,1
SEND,45,4510,451030,45103010,7370,1
SENEA,30,3020,302020,30202030,2033,1
SENEB,40,4040,404020,40402050,6798,1
SENO,35,3510,351010,35101010,3845,1
SENS,35,3510,351010,35101020,3845,1
SENVE,50,5020,502010,50201020,4841,1
SEP,10,1010,101020,10102040,4922,1
SEPR,35,3520,352020,35202010,2834,1
SERA.1,45,4510,451010,45101010,7372,1
SERO,35,3520,352030,35203010,2836,1
SERV.1,20,2020,202010,20201050,8700,1
SERV,25,2530,253020,25302020,7340,1
SESN,35,3520,352010,35201010,2836,1
SEV,45,4530,453010,45301020,3620,1
SEVN.1,20,2020,202010,20201050,4955,1
SEWY,30,3010,301010,30101030,5411,1
SF,40,4020,402030,40203020,6211,1
SF.PA.1,60,6010,601010,60101010,6798,1
SFA.1,45,4520,452010,45201020,3663,1
SFAM,45,4520,452050,45205010,3559,1
SFBC.1,40,4010,401010,40101015,6020,1
SFBC,40,4010,401010,40101015,6035,1
SFBI.,40,4010,401020,40102010,6035,1
SFBS,40,4010,401010,40101015,6020,1
SFC.Z,50,5010,501010,50101020,4813,1
SFE,40,4020,402030,40203010,6799,1
SFET,45,4510,451030,45103020,7372,1
SFFB,40,4010,401010,40101015,6035,1
SFFC,40,4010,401020,40102010,6035,1
SFFS,40,4010,401020,40102010,6035,1
SFG,40,4030,403010,40301020,6321,1
SFIN.2,35,3510,351020,35102020,8062,1
SFIX,25,2550,255020,25502020,5961,1
SFL,10,1010,101020,10102040,4412,1
SFLY,25,2550,255020,25502020,2731,1
SFM,30,3010,301010,30101030,5411,1
SFN.2,20,2020,202020,20202010,7363,1
SFN,40,4030,403010,40301030,6331,1
SFNC,40,4010,401010,40101015,6020,1
SFO.1,40,4040,404020,40402030,6798,1
SFR,60,6010,601010,60101060,6798,1
SFS.1,10,1010,101020,10102020,1311,1
SFS,30,3010,301010,30101030,5411,1
SFSF,45,4510,451030,45103010,7372,1
SFST,40,4010,401010,40101015,6020,1
SFSW,40,4010,401010,40101015,6020,1
SFTW.U,30,3020,302020,30202010,2870,1
SFUN.2,45,4530,453010,45301020,3674,1
SFUN,50,5020,502030,50203010,7370,1
SFX.3,25,2540,254010,25401030,7900,1
SG.2,25,2530,253010,25301010,2750,1
SG,40,4030,403010,40301050,6331,1
SGA,50,5020,502010,50201020,4832,1
SGB,40,4010,401010,40101015,6020,1
SGBK,40,4010,401010,40101015,6020,1
SGBX,20,2010,201030,20103010,3440,1
SGC,25,2520,252030,25203010,2300,1
SGDE,25,2550,255020,25502010,5961,1
SGEN,35,3520,352010,35201010,2836,1
SGH.2,40,4040,404020,40402060,6798,1
SGH,45,4530,453010,45301020,3674,1
SGHL,35,3520,352030,35203010,2836,1
SGI,45,4520,452020,45202030,3571,1
SGK,20,2020,202010,20201070,2790,1
SGLB,20,2010,201010,20101010,8731,1
SGM,40,4010,401020,40102010,6162,1
SGMA,45,4520,452030,45203020,3672,1
SGMO,35,3520,352010,35201010,2836,1
SGMS,25,2530,253010,25301010,3570,1
SGNL,35,3520,352010,35201010,8071,1
SGNT,35,3520,352020,35202010,2834,1
SGOC,45,4520,452030,45203010,6159,1
SGP,35,3520,352020,35202010,2834,1
SGRP,50,5020,502010,50201010,7389,1
SGRY,35,3510,351020,35102020,8090,1
SGS,45,4510,451020,45102020,7374,1
SGS.U,60,6010,601010,60101080,6798,1
SGS.WS,60,6010,601010,60101080,6798,1
SGSF,45,4510,451030,45103010,7372,1
SGTL,45,4530,453010,45301020,3674,1
SGU,55,5510,551020,55102010,5900,1
SGXP,35,3520,352010,35201010,2836,1
SGY,10,1010,101020,10102020,1311,1
SGY.WS,40,4030,403010,40301020,6311,1
SGYPU,60,6010,601010,60101040,6798,1
SGYPW,60,6010,601010,60101040,6798,1
SGZ,40,4010,401010,40101010,6199,1
SGZA,40,4030,403010,40301040,6331,1
SH.3,55,5510,551010,55101010,4911,1
SHAK,25,2530,253010,25301040,5812,1
SHAW,20,2010,201030,20103010,8711,1
SHBI,40,4010,401010,40101015,6020,1
SHBK,40,4010,401010,40101015,6020,1
SHEN,50,5010,501020,50102010,4812,1
SHF,30,3030,303020,30302010,2834,1
SHFL,25,2530,253010,25301010,3990,1
SHG,40,4010,401010,40101010,6020,1
SHI,15,1510,151010,15101010,2911,1
SHIP,20,2030,203030,20303010,4412,1
SHIPW.1,20,2010,201060,20106020,3540,1
SHIPW,40,4020,402030,40203010,6020,1
SHIPZ,40,4020,402030,40203010,6020,1
SHJ.U,40,4020,402030,40203020,6211,1
SHLM,15,1510,151010,15101050,2821,1
SHLR,25,2520,252010,25201030,1531,1
SHLX,10,1010,101020,10102040,4610,1
SHM.2,40,4010,401010,40101010,6020,1
SHMR,35,3510,351010,35101020,3851,1
SHO,60,6010,601010,60101030,6798,1
SHOO,25,2520,252030,25203020,3140,1
SHOP.1,25,2550,255020,25502020,7370,1
SHOP,45,4510,451020,45102030,7370,1
SHOR,45,4520,452010,45201020,3661,1
SHOS,25,2550,255040,25504030,5700,1
SHP.,35,3520,352020,35202010,2834,1
SHP,35,3520,352030,35203010,2834,1
SHPG,35,3520,352010,35201010,2836,1
SHS,20,2010,201060,20106010,3590,1
SHSP,45,4510,451030,45103010,7370,1
SHU.4,40,4040,404020,40402070,6798,1
SHW,15,1510,151010,15101050,2851,1
SHWC,45,4510,451030,45103010,7372,1
SHX,25,2520,252010,25201020,2273,1
SHYF,20,2010,201060,20106010,3711,1
SI,40,4010,401010,40101015,6020,1
SIAL,15,1510,151010,15101050,2833,1
SIB.,40,4010,401020,40102010,6035,1
SIBC,40,4010,401020,40102010,6035,1
SIBN,35,3510,351010,35101020,3842,1
SIC,25,2530,253020,25302020,7389,1
SID,15,1510,151040,15104050,3312,1
SIE,35,3510,351020,35102030,6324,1
SIEB,40,4020,402030,40203020,6211,1
SIEN,35,3510,351010,35101020,3842,1
SIF,20,2010,201010,20101010,3724,1
SIFI,40,4010,401020,40102010,6036,1
SIFY,50,5010,501010,50101010,4813,1
SIG.2,10,1010,101020,10102040,4610,1
SIG,25,2550,255040,25504040,5944,1
SIGA,35,3520,352020,35202010,2836,1
SIGI,40,4030,403010,40301040,6331,1
SII.1,10,1010,101010,10101020,2890,1
SII,40,4020,402030,40203010,6282,1
SILC,45,4520,452010,45201020,3576,1
SILI,45,4530,453010,45301020,3674,1
SILK,35,3510,351010,35101020,3845,1
SILU,40,4020,402010,40201040,6162,1
SILV,15,1510,151040,15104040,1040,1
SIM,15,1510,151040,15104050,3312,1
SIMG,45,4530,453010,45301020,3674,1
SIMO,45,4530,453010,45301020,3674,1
SINA,50,5020,502030,50203010,7370,1
SINO,20,2030,203050,20305030,4731,1
SINT.1,45,4510,451020,45102010,7373,1
SINT,35,3510,351010,35101010,3842,1
SIPX,45,4530,453010,45301020,3674,1
SIR,60,6010,601010,60101040,6798,1
SIRF,45,4530,453010,45301020,3812,1
SIRI,50,5020,502010,50201030,4832,1
SIRO,35,3510,351010,35101020,3843,1
SIRT,35,3520,352020,35202010,2836,1
SISI,45,4520,452030,45203010,3590,1
SITC,60,6010,601010,60101070,6798,1
SITC.PA,40,4010,401010,40101015,6020,1
SITC.PJ,40,4010,401010,40101015,6020,1
SITE,20,2010,201070,20107010,5080,1
SITM,45,4530,453010,45301020,3674,1
SIVB,40,4010,401010,40101015,6020,1
SIVBO,10,1010,101020,10102040,4412,1
SIX,25,2530,253010,25301030,7996,1
SIZ.1,40,4040,404020,40402010,6798,1
SJ,40,4040,404020,40402040,6798,1
SJFC,40,4010,401010,40101010,6036,1
SJH.1,10,1010,101020,10102030,4412,1
SJI,55,5510,551020,55102010,4924,1
SJM,30,3020,302020,30202030,2033,1
SJNB,40,4010,401010,40101010,6020,1
SJOE,40,4010,401010,40101015,6020,1
SJR,50,5020,502010,50201030,4841,1
SJT,10,1010,101020,10102020,6792,1
SJW,55,5510,551040,55104010,4941,1
SKBO,40,4010,401020,40102010,6035,1
SKC.3,55,5510,551010,55101010,4911,1
SKDS,25,2550,255020,25502020,7372,1
SKE.1,10,1010,101020,10102020,1311,1
SKH,35,3510,351020,35102020,8051,1
SKIL.,45,4510,451010,45101010,8200,1
SKIS,25,2530,253010,25301030,7990,1
SKLNU,55,5510,551010,55101010,4931,1
SKM,50,5010,501020,50102010,4812,1
SKO.1,25,2550,255030,25503020,5331,1
SKP.2,40,4030,403010,40301040,6351,1
SKS,25,2550,255030,25503010,5311,1
SKT,60,6010,601010,60101070,6798,1
SKUL,25,2520,252010,25201010,3651,1
SKX,25,2520,252030,25203020,3140,1
SKY.1,25,2520,252010,25201030,2451,1
SKY,25,2520,252010,25201030,2451,1
SKYF.,40,4010,401010,40101015,6020,1
SKYM,25,2550,255020,25502010,5961,1
SKYS,55,5510,551050,55105020,4991,1
SKYW,20,2030,203020,20302010,4512,1
SLAB,45,4530,453010,45301020,3674,1
SLAM,25,2530,253010,25301020,7011,1
SLB,10,1010,101010,10101020,1389,1
SLCA,10,1010,101010,10101020,1400,1
SLCT,40,4010,401010,40101015,6020,1
SLDB,35,3520,352010,35201010,2836,1
SLF,40,4030,403010,40301020,6311,1
SLFC,40,4010,401010,40101010,6020,1
SLFI,40,4010,401010,40101015,6020,1
SLG,60,6010,601010,60101040,6798,1
SLGG,50,5020,502030,50203010,7370,1
SLGK,45,4510,451010,45101010,7370,1
SLGL,35,3520,352020,35202010,2834,1
SLGN,15,1510,151030,15103010,3411,1
SLH,45,4510,451030,45103010,7372,1
SLI,20,2010,201040,20104010,3620,1
SLM,40,4020,402020,40202010,6141,1
SLMD,35,3510,351010,35101010,3845,1
SLNK,45,4520,452010,45201020,3663,1
SLNO,35,3520,352010,35201010,3845,1
SLOT.1,25,2530,253010,25301010,7990,1
SLP,35,3510,351030,35103010,7372,1
SLQT,40,4030,403010,40301010,6411,1
SLR,45,4520,452030,45203020,3672,1
SLR.PS,10,1010,101020,10102020,1311,1
SLRA,20,2030,203030,20303010,4412,1
SLRC,40,4020,402030,40203010,6797,1
SLRX,35,3520,352010,35201010,2836,1
SLRY,45,4510,451010,45101010,7370,1
SLS..,60,6010,601010,60101040,6798,1
SLS,35,3520,352010,35201010,2836,1
SLT.1,15,1510,151040,15104020,3330,1
SLTM,35,3510,351010,35101010,3845,1
SLXA,35,3520,352010,35201010,2836,1
SLXP,35,3520,352020,35202010,2834,1
SM,10,1010,101020,10102020,1311,1
SMA,35,3510,351010,35101010,3842,1
SMAR,45,4510,451030,45103010,7370,1
SMBC,40,4010,401020,40102010,6036,1
SMBI,35,3510,351020,35102020,8011,1
SMBK,40,4010,401010,40101015,6020,1
SMC.2,15,1510,151040,15104030,1040,1
SMCC,25,2510,251020,25102010,3716,1
SMCGU,40,4020,402040,40204010,6798,1
SMCGW,40,4020,402040,40204010,6798,1
SMCI,45,4520,452020,45202030,3570,1
SMD.1,35,3510,351010,35101010,3842,1
SMDI.,45,4520,452010,45201020,3674,1
SME.3,60,6010,601010,60101070,6798,1
SMED.1,20,2030,203020,20302010,4512,1
SMED,35,3510,351020,35102015,4955,1
SMF.1,30,3010,301010,30101030,5411,1
SMFG,40,4010,401010,40101010,6020,1
SMG,15,1510,151010,15101030,2870,1
SMHI,10,1010,101010,10101020,4412,1
SMI.1,25,2520,252010,25201020,2211,1
SMIT,45,4520,452030,45203010,3823,1
SMLP,10,1010,101020,10102040,1311,1
SMMF,40,4010,401010,40101015,6020,1
SMMT,35,3520,352010,35201010,2836,1
SMMX,45,4510,451030,45103010,7372,1
SMNS,30,3020,302020,30202010,100,1
SMOD,45,4520,452030,45203020,3674,1
SMP,25,2510,251010,25101010,3690,1
SMPL.1,40,4010,401020,40102010,6035,1
SMPL,30,3020,302020,30202030,2060,1
SMPS,25,2510,251010,25101010,3714,1
SMRA,45,4520,452030,45203030,5065,1
SMS.2,45,4510,451020,45102010,7373,1
SMSC,45,4530,453010,45301020,3674,1
SMSI,45,4510,451030,45103010,7372,1
SMT.2,40,4040,404010,40401010,6798,1
SMT,45,4520,452020,45202030,3577,1
SMTA,60,6010,601010,60101070,6798,1
SMTB,40,4010,401010,40101015,6020,1
SMTC,45,4530,453010,45301020,3674,1
SMTI.1,45,4520,452030,45203020,3672,1
SMTK,45,4530,453010,45301020,3674,1
SMTL,45,4530,453010,45301010,3559,1
SMTS.1,35,3510,351010,35101010,3845,1
SMTS,15,1510,151040,15104020,1000,1
SMTX,45,4520,452030,45203020,3672,1
SMU.1,20,2010,201010,20101010,2531,1
SMV.A,60,6010,601010,60101040,6798,1
SMV.B,10,1010,101010,10101010,1381,1
SMXC,20,2030,203040,20304020,4213,1
SNA,20,2010,201060,20106020,3420,1
SNAK,30,3020,302020,30202030,2030,1
SNAP.1,35,3520,352010,35201010,2836,1
SNAP,50,5020,502030,50203010,7370,1
SNB.,25,2530,253010,25301020,7011,1
SNBC,40,4010,401010,40101015,6020,1
SNBI,40,4010,401010,40101015,6020,1
SNBP,35,3520,352010,35201010,2836,1
SNBR,25,2550,255040,25504060,2510,1
SNBT,40,4010,401010,40101015,6020,1
SNC.3,25,2540,254010,25401010,7389,1
SNC,40,4030,403010,40301040,6331,1
SNCA,35,3520,352010,35201010,2836,1
SNCR,45,4510,451030,45103010,7370,1
SND,10,1010,101010,10101020,1400,1
SNDA,45,4510,451030,45103030,7370,1
SNDE.1,40,4010,401010,40101015,6020,1
SNDE,10,1010,101020,10102020,1311,1
SNDK,45,4520,452020,45202030,3572,1
SNDL,35,3520,352020,35202010,2834,1
SNDR,20,2030,203040,20304020,4210,1
SNDS.1,25,2530,253010,25301010,7990,1
SNDV,40,4020,402030,40203020,6211,1
SNDX,35,3520,352010,35201010,2836,1
SNE,25,2520,252010,25201010,3600,1
SNEN,10,1010,101010,10101020,3537,1
SNES,35,3520,352020,35202010,2870,1
SNEX,40,4020,402030,40203020,6200,1
SNFCA,40,4010,401020,40102010,6162,1
SNGX,35,3520,352010,35201010,2834,1
SNH.PZ,35,3520,352010,35201010,2836,1
SNI,25,2540,254010,25401020,4833,1
SNIC,45,4510,451030,45103010,7372,1
SNMP,10,1010,101020,10102040,4610,1
SNMX,15,1510,151010,15101050,2080,1
SNN,35,3510,351010,35101010,3842,1
SNOA,35,3520,352020,35202010,2834,1
SNOAW,40,4010,401010,40101015,6020,1
SNOW.,25,2530,253010,25301030,7990,1
SNP,10,1010,101020,10102010,5500,1
SNPS,45,4510,451030,45103010,7372,1
SNQ,30,3020,302020,30202030,2015,1
SNR.1,20,2020,202010,20201050,700,1
SNR,60,6010,601010,60101050,6798,1
SNSS,35,3520,352010,35201010,2834,1
SNSTA,25,2530,253010,25301020,7011,1
SNTA,35,3520,352010,35201010,2834,1
SNTS,35,3520,352020,35202010,2834,1
SNUS,35,3520,352010,35201010,2835,1
SNV,40,4010,401010,40101015,6020,1
SNV.PE,40,4040,404020,40402070,6798,1
SNVT,45,4510,451020,45102010,7372,1
SNWL,45,4510,451030,45103020,3576,1
SNX,45,4520,452030,45203030,5045,1
SNY,35,3520,352020,35202010,2834,1
SNY.T,50,5020,502020,50202010,7812,1
SO,55,5510,551010,55101010,4911,1
SOA,15,1510,151010,15101020,2820,1
SOCB,40,4010,401010,40101015,6020,1
SODA,25,2520,252010,25201040,3634,1
SOGO,50,5020,502030,50203010,7370,1
SOHO,60,6010,601010,60101030,6798,1
SOHOB,40,4010,401010,40101010,6020,1
SOHON,40,4010,401010,40101010,6020,1
SOHOO,40,4010,401010,40101010,6020,1
SOHU,50,5020,502030,50203010,7370,1
SOI,10,1010,101010,10101020,7359,1
SOJA,45,4530,453010,45301020,3674,1
SOJB,60,6010,601010,60101030,6798,1
SOL.3,35,3510,351010,35101020,3851,1
SOL,20,2010,201030,20103010,1623,1
SOLO,25,2510,251020,25102010,3711,1
SOLY,35,3510,351010,35101010,3845,1
SOMH,40,4010,401010,40101015,6020,1
SOMN,35,3510,351010,35101010,3845,1
SOMR,15,1510,151020,15102010,6411,1
SOMX,35,3520,352020,35202010,2834,1
SON,15,1510,151030,15103020,2650,1
SONA,40,4010,401010,40101015,6020,1
SONC,25,2530,253010,25301040,5812,1
SONE,45,4510,451030,45103010,7373,1
SONG,50,5020,502010,50201020,4833,1
SONM,45,4520,452020,45202030,3663,1
SONN,40,4030,403010,40301020,6311,1
SONO.1,35,3510,351010,35101010,3845,1
SONO,25,2520,252010,25201010,3651,1
SOPN,40,4010,401010,40101010,6036,1
SOR.P,60,6010,601010,60101070,6798,1
SORL,25,2510,251010,25101010,3714,1
SOS,40,4020,402020,40202010,6141,1
SOSS,20,2020,202010,20201040,7363,1
SOTR,40,4010,401010,40101015,6020,1
SOV,60,6010,601010,60101030,6798,1
SOV.PA,60,6010,601010,60101030,6798,1
SOV.PB,40,4020,402040,40204010,6798,1
SOV.PC,60,6010,601010,60101030,6798,1
SP.4,35,3510,351020,35102015,8071,1
SP,20,2020,202010,20201050,7500,1
SPA,20,2010,201010,20101010,3679,1
SPAN,35,3510,351010,35101020,3842,1
SPB.1,30,3030,303010,30301010,3690,1
SPB,30,3030,303010,30301010,3420,1
SPBC,40,4010,401020,40102010,6035,1
SPC.2,40,4030,403010,40301040,6331,1
SPCB,45,4520,452030,45203010,7373,1
SPCE,20,2010,201010,20101010,4700,1
SPCHA,25,2550,255040,25504040,5940,1
SPCHB,55,5510,551050,55105020,4991,1
SPCT,45,4520,452030,45203010,3663,1
SPE.P,40,4040,404020,40402030,6798,1
SPE.PB,40,4020,402030,40203010,5047,1
SPEC.2,45,4520,452030,45203015,3679,1
SPEX.2,20,2020,202020,20202020,2836,1
SPFI,40,4010,401010,40101015,6020,1
SPG,60,6010,601010,60101070,6798,1
SPG.PF,40,4040,404020,40402020,6798,1
SPG.PG,40,4040,404020,40402020,6798,1
SPG.PI,40,4040,404020,40402020,6798,1
SPG.PJ,40,4040,404020,40402020,6798,1
SPGI,40,4020,402030,40203040,7323,1
SPH,55,5510,551020,55102010,5900,1
SPI.3,55,5510,551010,55101010,4911,1
SPI.4,20,2010,201060,20106020,3540,1
SPI,45,4530,453010,45301020,3620,1
SPIL,45,4530,453010,45301020,3674,1
SPILA,20,2030,203020,20302010,4512,1
SPK.2,40,4040,404010,40401010,6798,1
SPKE,55,5510,551010,55101010,4931,1
SPKEP,60,6010,601010,60101010,6798,1
SPLH,45,4520,452020,45202020,3576,1
SPLI.1,20,2010,201040,20104010,3690,1
SPLK,45,4510,451030,45103010,7372,1
SPLN.,45,4510,451010,45101010,7370,1
SPLP,20,2010,201050,20105010,9997,1
SPLS,25,2550,255040,25504040,5110,1
SPLX.1,45,4520,452050,45205020,7371,1
SPMD.2,25,2540,254010,25401040,2741,1
SPN.2,40,4010,401010,40101010,6036,1
SPN,10,1010,101010,10101020,1389,1
SPNC,35,3510,351010,35101020,3845,1
SPNE,35,3510,351010,35101010,3842,1
SPNS,45,4510,451030,45103010,7372,1
SPOK,50,5010,501020,50102010,4812,1
SPOT.1,25,2540,254010,25401020,4899,1
SPOT,50,5020,502020,50202010,7370,1
SPPI,35,3520,352010,35201010,2836,1
SPR,20,2010,201010,20101010,3728,1
SPRD,45,4530,453010,45301020,3674,1
SPRO.1,20,2020,202020,20202010,8200,1
SPRO,35,3520,352010,35201010,2836,1
SPROW,60,6010,601010,60101010,6798,1
SPRT,45,4510,451030,45103010,7370,1
SPSC,45,4510,451030,45103010,7370,1
SPSS,45,4510,451030,45103010,7372,1
SPSX,20,2010,201040,20104010,3350,1
SPT,45,4510,451030,45103010,7370,1
SPTN,30,3010,301010,30101020,5141,1
SPTR,40,4030,403010,40301050,6331,1
SPWH,25,2550,255040,25504040,5940,1
SPWR,45,4530,453010,45301020,3674,1
SPWRB,60,6010,601010,60101040,6798,1
SPWRV,60,6010,601010,60101040,6798,1
SPWX,45,4510,451030,45103010,7371,1
SPXC,20,2010,201060,20106020,3585,1
SPYG.,45,4510,451010,45101010,7372,1
SQ,45,4510,451020,45102020,7374,1
SQA.A,20,2010,201050,20105010,3724,1
SQA.B,40,4040,404020,40402030,6798,1
SQBG,25,2520,252030,25203010,6794,1
SQBK,40,4010,401010,40101010,6020,1
SQI,45,4510,451010,45101010,7372,1
SQM,15,1510,151010,15101030,2810,1
SQNM,35,3520,352030,35203010,8071,1
SQNS,45,4530,453010,45301020,3674,1
SQSW,45,4510,451010,45101010,7372,1
SR,55,5510,551020,55102010,4924,1
SRA.2,35,3520,352010,35201010,2836,1
SRACU,40,4030,403010,40301030,6331,1
SRAX,50,5020,502010,50201010,7311,1
SRC,60,6010,601010,60101070,6798,1
SRC.PA,45,4510,451020,45102020,7370,1
SRCE,40,4010,401010,40101015,6020,1
SRCEO,60,6010,601010,60101070,6798,1
SRCH.1,45,4510,451010,45101010,7370,1
SRCI,10,1010,101020,10102020,1311,1
SRCL,20,2020,202010,20201050,4955,1
SRCP.,20,2020,202010,20201030,7389,1
SRDX,35,3510,351010,35101010,6794,1
SRE,55,5510,551030,55103010,4931,1
SRE.PA,55,5510,551050,55105020,4991,1
SRE.PB,10,1010,101020,10102040,5171,1
SREV,45,4510,451020,45102010,7370,1
SRG,60,6010,601010,60101070,6798,1
SRG.U,20,2010,201060,20106020,3540,1
SRGA,35,3510,351010,35101020,3842,1
SRI,25,2510,251010,25101010,3679,1
SRIB,60,6010,601010,60101070,6798,1
SRK.1,35,3510,351020,35102010,8090,1
SRL,40,4020,402030,40203020,6211,1
SRLP,10,1010,101020,10102040,5171,1
SRLS,35,3520,352030,35203010,2835,1
SRM,45,4520,452030,45203010,3669,1
SRNA.1,45,4510,451030,45103010,7372,1
SRNE,35,3520,352010,35201010,2836,1
SRPT,35,3520,352010,35201010,2836,1
SRR,25,2520,252030,25203020,3140,1
SRRA,35,3520,352010,35201010,2836,1
SRRK,35,3520,352010,35201010,2836,1
SRRR,40,4010,401010,40101010,6199,1
SRS.1,35,3510,351020,35102020,8300,1
SRSL,45,4510,451030,45103030,6794,1
SRT.2,45,4510,451020,45102020,7389,1
SRT,45,4510,451020,45102020,7389,1
SRTS,35,3510,351010,35101010,3845,1
SRTSU,40,4020,402030,40203010,6282,1
SRTSW,40,4020,402040,40204010,6798,1
SRVY,45,4510,451010,45101010,8700,1
SRW,40,4040,404010,40401010,6798,1
SRX,45,4510,451020,45102010,7370,1
SRZ,35,3510,351020,35102020,8300,1
SSAG,45,4510,451030,45103020,7372,1
SSB,40,4010,401010,40101015,6020,1
SSBI,40,4010,401010,40101015,6020,1
SSCC,15,1510,151030,15103020,2631,1
SSD,20,2010,201020,20102010,3420,1
SSE.1,40,4010,401010,40101015,6020,1
SSFN,40,4010,401010,40101015,6020,1
SSI.2,50,5010,501020,50102010,4899,1
SSKN,35,3510,351010,35101010,3841,1
SSL,15,1510,151010,15101020,2911,1
SSLI,40,4030,403010,40301020,6311,1
SSM.I,40,4010,401020,40102010,6020,1
SSN.1,35,3510,351020,35102020,5990,1
SSNC.1,60,6010,601010,60101060,6798,1
SSNC,45,4510,451030,45103010,7372,1
SSNI,45,4510,451030,45103010,3576,1
SSNT,45,4510,451030,45103020,7370,1
SSP,50,5020,502010,50201020,4833,1
SSPE.,25,2550,255040,25504020,5045,1
SSPI,45,4530,453010,45301020,3674,1
SSPX,45,4510,451010,45101010,7373,1
SSRG,35,3510,351010,35101010,3841,1
SSRM,15,1510,151040,15104030,1040,1
SSRX,35,3520,352010,35201010,2836,1
SSSS,40,4020,402030,40203010,6797,1
SSSW,45,4510,451030,45103010,7372,1
SSTI.1,45,4530,453010,45301020,3674,1
SSTI,45,4510,451030,45103010,7370,1
SSTK,25,2550,255020,25502020,7370,1
SSW.PC,60,6010,601010,60101070,6798,1
SSW.PD,60,6010,601010,60101070,6798,1
SSWN,40,4030,403010,40301040,6331,1
SSY,35,3510,351020,35102020,5912,1
SSYS,45,4520,452020,45202030,3577,1
ST.1,20,2010,201060,20106020,3452,1
ST,20,2010,201040,20104010,3823,1
STA.PA,60,6010,601020,60102020,6519,1
STAA,35,3510,351010,35101020,3851,1
STAF,20,2020,202020,20202010,7363,1
STAG,60,6010,601010,60101020,6798,1
STAG.PA,40,4010,401010,40101015,6020,1
STAG.PB,40,4010,401010,40101015,6020,1
STAG.PC,40,4010,401010,40101015,6020,1
STAR.1,25,2530,253010,25301040,5812,1
STAR.2,45,4520,452010,45201020,3663,1
STAR,60,6010,601010,60101010,6798,1
STAR.PD,10,1010,101020,10102040,6726,1
STAR.PE,10,1010,101020,10102040,6726,1
STAR.PF,10,1010,101020,10102040,6726,1
STAR.PG,10,1010,101020,10102040,6726,1
STAR.PI,15,1510,151040,15104020,1000,1
STAT,35,3510,351010,35101010,3845,1
STAY,25,2530,253010,25301020,7011,1
STB,20,2030,203040,20304020,4100,1
STBA,40,4010,401010,40101015,6020,1
STBC,40,4010,401010,40101015,6020,1
STBK,40,4010,401010,40101015,6020,1
STBZ,40,4010,401010,40101015,6020,1
STC,40,4030,403010,40301040,6361,1
