symbol,gicsector,gicgroup,gicind,gicsubind,standard_ind,LOTSIZE
STCK.1,20,2010,201070,20107010,5031,1
STCN,45,4510,451020,45102020,7374,1
STCO.1,20,2010,201040,20104010,3825,1
STCR.,25,2510,251010,25101010,3714,1
STDY,35,3520,352020,35202010,2834,1
STE,35,3510,351010,35101010,3841,1
STEC,45,4520,452020,45202020,3572,1
STEH.1,10,1010,101020,10102020,1311,1
STEI,25,2530,253020,25302020,7200,1
STEL.,45,4510,451010,45101010,7372,1
STEL,40,4010,401010,40101015,6020,1
STEM,35,3520,352010,35201010,2836,1
STFC,40,4030,403010,40301040,6331,1
STFR,40,4010,401020,40102010,6035,1
STG,25,2530,253020,25302010,8200,1
STGN,35,3520,352030,35203010,2836,1
STI,40,4010,401010,40101015,6020,1
STI.PE,40,4020,402030,40203010,9995,1
STI.PZ,30,3020,302020,30202030,2011,1
STI.WA,40,4020,402030,40203010,9995,1
STIM,35,3510,351010,35101010,3845,1
STIZ,45,4520,452030,45203010,3827,1
STJ,35,3510,351010,35101010,3845,1
STK.1,45,4520,452020,45202020,3572,1
STKL,30,3020,302020,30202030,2086,1
STKS,25,2530,253010,25301040,5812,1
STL.2,40,4010,401010,40101015,6020,1
STL,40,4010,401010,40101015,6020,1
STL.PA.1,30,3030,303010,30301010,3690,1
STLD,15,1510,151040,15104050,3312,1
STLRU,60,6010,601010,60101030,6798,1
STLRW,60,6010,601010,60101030,6798,1
STLW,45,4520,452010,45201020,3674,1
STM,45,4530,453010,45301020,3674,1
STML,35,3520,352010,35201010,2836,1
STMP,25,2550,255020,25502020,7370,1
STN.1,25,2530,253010,25301010,7990,1
STN,20,2020,202020,20202020,8711,1
STND,40,4010,401020,40102010,6036,1
STNE,45,4510,451020,45102020,6099,1
STNG,10,1010,101020,10102040,4412,1
STNR,25,2530,253020,25302020,7200,1
STNV,20,2030,203050,20305030,5171,1
STOK,35,3520,352010,35201010,2836,1
STOKQ,40,4020,402010,40201020,6211,1
STON,25,2530,253020,25302020,6531,1
STOR,60,6010,601010,60101010,6798,1
STPP,40,4010,401010,40101015,6020,1
STR,55,5510,551020,55102010,4923,1
STRA,25,2530,253020,25302010,8200,1
STRC,35,3510,351020,35102015,7200,1
STRD,20,2020,202010,20201030,5080,1
STRL,20,2010,201030,20103010,1600,1
STRM,35,3510,351030,35103010,7373,1
STRN,45,4520,452030,45203010,3829,1
STRO,35,3520,352010,35201010,2836,1
STRP,50,5010,501010,50101010,4812,1
STRS,60,6010,601020,60102030,7011,1
STRT,25,2510,251010,25101010,3714,1
STRZA,25,2540,254010,25401025,4833,1
STS,20,2010,201060,20106010,3713,1
STSA.1,40,4010,401010,40101015,6036,1
STSA,35,3520,352020,35202010,2834,1
STST.,45,4520,452030,45203010,3812,1
STST.1,20,2010,201010,20101010,3812,1
STT,40,4020,402030,40203010,6020,1
STT.PC,40,4020,402030,40203020,7389,1
STT.PD,40,4020,402030,40203020,7389,1
STT.PE,40,4020,402030,40203020,7389,1
STTX.,15,1510,151040,15104050,3310,1
STU.2,40,4020,402020,40202010,6111,1
STVI.,20,2010,201030,20103010,8711,1
STW,30,3020,302030,30203010,5150,1
STWD,40,4020,402040,40204010,6798,1
STX,45,4520,452020,45202030,3572,1
STXB,40,4010,401010,40101015,6020,1
STXN,45,4520,452010,45201020,3663,1
STXS,35,3510,351010,35101010,3845,1
STZ,30,3020,302010,30201020,2082,1
SU,10,1010,101020,10102010,2911,1
SUAI,40,4030,403010,40301040,6331,1
SUB.2,40,4010,401010,40101010,6020,1
SUBI,40,4010,401010,40101015,6020,1
SUFB,40,4010,401010,40101015,6020,1
SUFI,40,4010,401010,40101015,6035,1
SUG,10,1010,101020,10102040,4924,1
SUI,60,6010,601010,60101060,6798,1
SUI.PA,40,4020,402040,40204010,6798,1
SUM,15,1510,151020,15102010,1400,1
SUMM.,40,4010,401010,40101015,6020,1
SUMR,30,3030,303020,30302010,3990,1
SUMRU,60,6010,601010,60101070,6798,1
SUMRW,60,6010,601010,60101070,6798,1
SUMT,45,4510,451030,45103010,7372,1
SUMX,15,1510,151010,15101010,3089,1
SUN.1,10,1010,101020,10102030,2911,1
SUN,10,1010,101020,10102030,5172,1
SUND.1,25,2550,255040,25504020,5731,1
SUNH,35,3510,351020,35102015,8051,1
SUNL,40,4020,402010,40201010,7377,1
SUNN,45,4520,452030,45203020,3672,1
SUNQ,35,3510,351020,35102010,7373,1
SUNS,40,4020,402030,40203010,6797,1
SUNW,20,2010,201040,20104010,3674,1
SUP,25,2510,251010,25101010,3714,1
SUPC,45,4510,451020,45102010,7370,1
SUPN,35,3520,352020,35202010,2834,1
SUPV,40,4010,401010,40101010,6020,1
SUPX,45,4530,453010,45301020,3674,1
SUR,40,4030,403010,40301040,6351,1
SURF,35,3520,352010,35201010,2836,1
SURG.2,35,3510,351010,35101020,3841,1
SURW,50,5010,501010,50101010,4899,1
SUS.2,40,4040,404010,40401010,6798,1
SUSQ,40,4010,401010,40101015,6020,1
SUSS,30,3010,301010,30101030,5500,1
SUZ,55,5510,551010,55101010,4911,1
SVA,35,3520,352010,35201010,2836,1
SVBF,40,4010,401010,40101015,6020,1
SVBI,40,4010,401020,40102010,6035,1
SVC.2,20,2010,201060,20106020,3711,1
SVC,60,6010,601010,60101030,6798,1
SVE.2,60,6010,601010,60101070,6798,1
SVGI,45,4520,452050,45205010,3559,1
SVLC,15,1510,151040,15104030,1040,1
SVLF,25,2530,253010,25301020,6531,1
SVM,15,1510,151040,15104045,1044,1
SVMK,45,4510,451030,45103010,7370,1
SVN.2,40,4030,403010,40301050,6331,1
SVN,25,2530,253010,25301020,7011,1
SVR.1,50,5010,501020,50102010,7373,1
SVRA,35,3520,352010,35201010,2834,1
SVT,20,2010,201040,20104010,3621,1
SVTG,25,2550,255010,25501010,5045,1
SVU,30,3010,301010,30101030,5141,1
SVVC,40,4020,402030,40203010,6797,1
SVVS,45,4510,451010,45101010,7370,1
SWAV,35,3510,351010,35101010,3845,1
SWAY,40,4040,404020,40402050,6798,1
SWBD,45,4510,451010,45101010,7310,1
SWBI,25,2520,252020,25202010,3480,1
SWC,15,1510,151040,15104040,1090,1
SWCB,40,4010,401010,40101015,6020,1
SWCH,45,4510,451020,45102030,7370,1
SWCM,45,4510,451010,45101010,7372,1
SWD.2,15,1510,151030,15103020,2670,1
SWFT.1,20,2030,203040,20304020,4213,1
SWFT,20,2030,203040,20304020,4210,1
SWI.3,60,6010,601010,60101060,6798,1
SWI,45,4510,451030,45103020,7372,1
SWIM,40,4020,402030,40203020,8200,1
SWIR,45,4520,452010,45201020,3661,1
SWK,20,2010,201060,20106020,3540,1
SWKH,40,4020,402010,40201040,6159,1
SWKS,45,4530,453010,45301020,3674,1
SWLDY,45,4510,451030,45103010,7372,1
SWLH,40,4030,403010,40301020,6311,1
SWM,15,1510,151050,15105020,2621,1
SWMAY.1,30,3020,302030,30203010,2100,1
SWN,10,1010,101020,10102020,4923,1
SWRG,25,2530,253010,25301040,5812,1
SWRX,30,3020,302020,30202030,2060,1
SWS,40,4020,402030,40203020,6211,1
SWSI.2,10,1010,101010,10101020,1389,1
SWTX.1,15,1510,151010,15101010,3081,1
SWTX,35,3520,352010,35201010,2836,1
SWW,20,2020,202010,20201060,7389,1
SWWC,55,5510,551040,55104010,4941,1
SWX,55,5510,551020,55102010,4923,1
SWX.PB,45,4510,451030,45103020,7373,1
SWY,30,3010,301010,30101030,5411,1
SXC,15,1510,151040,15104050,3312,1
SXCP,15,1510,151040,15104050,3312,1
SXE.1,20,2010,201010,20101010,7373,1
SXI,20,2010,201060,20106020,3585,1
SXL,10,1010,101020,10102040,4610,1
SXNB,40,4010,401010,40101010,6020,1
SXT,15,1510,151010,15101050,2860,1
SXTC,30,3030,303020,30302010,2834,1
SY.3,45,4510,451030,45103020,7372,1
SY,50,5020,502030,50203010,7370,1
SYA,40,4030,403010,40301020,6311,1
SYBT,40,4010,401010,40101015,6020,1
SYBX,35,3520,352010,35201010,2834,1
SYC.2,15,1510,151010,15101050,2840,1
SYD.1,35,3510,351010,35101020,3843,1
SYF,40,4020,402020,40202010,6141,1
SYF.PA,40,4010,401010,40101015,6020,1
SYGR,20,2020,202010,20201050,4953,1
SYI.P,35,3520,352010,35201010,3845,1
SYK,35,3510,351010,35101010,3842,1
SYKE,45,4510,451020,45102020,7374,1
SYLN,30,3020,302020,30202010,100,1
SYMM,45,4520,452010,45201020,3661,1
SYN,35,3520,352010,35201010,2834,1
SYNA,45,4530,453010,45301020,3674,1
SYNC.1,45,4510,451030,45103010,7372,1
SYNC,45,4510,451030,45103010,7370,1
SYNF,40,4010,401020,40102010,6035,1
SYNH,35,3520,352030,35203010,8731,1
SYNL,15,1510,151040,15104050,3317,1
SYNM,10,1010,101020,10102030,8731,1
SYNO,35,3510,351010,35101010,3842,1
SYNP,45,4510,451030,45103010,7372,1
SYNT,45,4510,451020,45102020,7370,1
SYPR,25,2510,251010,25101010,3714,1
SYRS,35,3520,352010,35201010,2836,1
SYS.5,20,2020,202010,20201030,7373,1
SYSW,40,4040,404030,40403040,6531,1
SYT,15,1510,151010,15101030,2870,1
SYUT,30,3030,303020,30302010,2020,1
SYX,20,2010,201070,20107010,5090,1
SYY,30,3010,301010,30101020,5140,1
SZ,25,2530,253010,25301040,5812,1
SZMK,25,2540,254010,25401010,7372,1
SZN,40,4010,401010,40101015,6020,1
T.2,50,5010,501010,50101020,4813,1
T,50,5010,501010,50101020,4812,1
TA.3,40,4020,402010,40201020,6211,1
TA,25,2550,255040,25504050,5500,1
TAC,55,5510,551050,55105010,4911,1
TACO.2,25,2530,253010,25301040,5812,1
TACO,25,2530,253010,25301040,5812,1
TACT,45,4520,452020,45202030,3577,1
TAGS.1,25,2520,252030,25203010,2330,1
TAHO,15,1510,151040,15104030,1040,1
TAIT,45,4520,452030,45203030,5065,1
TAK,40,4030,403010,40301040,6331,1
TAL.2,20,2010,201070,20107010,7359,1
TAL,25,2530,253020,25302010,8200,1
TALK,50,5010,501010,50101020,4813,1
TALO,10,1010,101020,10102020,1311,1
TALR.1,45,4510,451030,45103010,7372,1
TALX,45,4510,451020,45102020,8721,1
TAM.1,10,1010,101010,10101020,3312,1
TAM.2,20,2030,203020,20302010,4512,1
TAM,15,1510,151010,15101050,2860,1
TANH,15,1510,151010,15101010,2860,1
TANN.1,45,4510,451020,45102010,7373,1
TANNI,60,6010,601010,60101030,6798,1
TANNZ,45,4520,452030,45203010,2890,1
TAOM,45,4510,451030,45103030,7372,1
TAOP,45,4510,451020,45102010,7373,1
TAP.,60,6010,601010,60101060,6798,1
TAP.AZ,60,6010,601010,60101060,6798,1
TAP,30,3020,302010,30201010,2082,1
TAQ.U,40,4010,401010,40101015,6020,1
TAQ.WS,40,4010,401010,40101015,6020,1
TAR,50,5010,501010,50101020,4813,1
TARA,35,3520,352010,35201010,2836,1
TARG,35,3520,352010,35201010,2836,1
TARO,35,3520,352020,35202010,2834,1
TAST,25,2530,253010,25301040,5812,1
TAT,10,1010,101020,10102020,1311,1
TATT,20,2010,201010,20101010,4581,1
TAYC,40,4010,401010,40101015,6020,1
TAYCP,60,6010,601010,60101010,6798,1
TAYD,20,2010,201060,20106020,3569,1
TBA.,40,4030,403010,40301050,6331,1
TBA,20,2020,202010,20201030,7389,1
TBBK,40,4010,401010,40101015,6020,1
TBCC,25,2550,255040,25504050,5531,1
TBDI,10,1010,101010,10101010,1381,1
TBE.1,50,5010,501020,50102010,4812,1
TBFC,20,2010,201070,20107010,5500,1
TBH,50,5010,501010,50101020,9995,1
TBI.,10,1010,101020,10102020,1311,1
TBI,20,2020,202020,20202010,7363,1
TBIO,35,3520,352010,35201010,2836,1
TBK,40,4010,401010,40101015,6036,1
TBL,25,2520,252030,25203020,3140,1
TBLT,25,2520,252030,25203010,3420,1
TBNK,40,4010,401020,40102010,6035,1
TBOW,45,4510,451030,45103010,7372,1
TBP.1,20,2020,202010,20201060,2522,1
TBPH,35,3520,352020,35202010,2836,1
TBRA,35,3520,352010,35201010,2836,1
TBV,30,3030,303020,30302010,2834,1
TBWC,20,2010,201040,20104020,3560,1
TBY.,25,2530,253010,25301040,2024,1
TC,50,5020,502010,50201010,7389,1
TCA,35,3510,351010,35101010,3845,1
TCAM,20,2030,203040,20304020,4213,1
TCB.PA,45,4520,452030,45203020,3678,1
TCBI,40,4010,401010,40101015,6020,1
TCBIL,60,6010,601010,60101080,6798,1
TCBIP,40,4030,403010,40301040,6351,1
TCBIW,40,4030,403010,40301040,6351,1
TCBK,40,4010,401010,40101015,6020,1
TCC.1,40,4040,404030,40403010,6531,1
TCCA.CL,40,4020,402030,40203010,6797,1
TCCB.CL,40,4040,404020,40402070,6798,1
TCCO,45,4520,452010,45201020,3663,1
TCDA,35,3520,352020,35202010,2834,1
TCF,40,4010,401010,40101015,6020,1
TCF.PB,15,1510,151010,15101030,2870,1
TCF.PC,35,3510,351010,35101010,3842,1
TCFC,40,4010,401010,40101015,6020,1
TCFCP,15,1510,151010,15101050,2860,1
TCGP,40,4010,401010,40101015,6020,1
TCI,60,6010,601020,60102020,6513,1
TCII,45,4520,452030,45203010,3812,1
TCK.2,55,5510,551010,55101010,4991,1
TCM.3,50,5010,501010,50101010,3661,1
TCM,35,3520,352020,35202010,2834,1
TCMD,35,3510,351010,35101010,3845,1
TCN,50,5010,501020,50102010,4812,1
TCNJ,40,4010,401010,40101015,6020,1
TCNO,45,4510,451030,45103010,7372,1
TCO,60,6010,601010,60101070,6798,1
TCO.PG,40,4020,402030,40203010,6282,1
TCO.PH,50,5020,502030,50203010,7370,1
TCO.PJ,45,4520,452020,45202020,3669,1
TCO.PK,40,4010,401010,40101015,6020,1
TCOM,25,2550,255020,25502020,4700,1
TCON,35,3520,352010,35201010,2836,1
TCP,10,1010,101020,10102040,6799,1
TCPC,40,4020,402030,40203010,6797,1
TCR,40,4040,404010,40401010,6798,1
TCRR,35,3520,352010,35201010,2836,1
TCRX,40,4030,403010,40301050,6331,1
TCS,25,2550,255040,25504040,5700,1
TCT,40,4040,404010,40401010,6798,1
TCW.U,60,6010,601010,60101080,6798,1
TCW.WS,60,6010,601010,60101080,6798,1
TCX,45,4510,451020,45102030,7370,1
TD,40,4010,401010,40101010,6020,1
TDA.1,40,4020,402040,40204010,6798,1
TDA,50,5020,502010,50201020,4841,1
TDC,45,4510,451030,45103020,7370,1
TDDD,45,4520,452050,45205020,3674,1
TDG,20,2010,201010,20101010,3728,1
TDI,40,4020,402040,40204010,6798,1
TDOC,35,3510,351030,35103010,8090,1
TDP,50,5010,501010,50101020,4813,1
TDS,50,5010,501020,50102010,4812,1
TDW,10,1010,101010,10101020,4400,1
TDX.1,40,4040,404010,40401010,6798,1
TDY,20,2010,201010,20101010,3812,1
TE,55,5510,551030,55103010,4931,1
TEA,25,2550,255040,25504040,5400,1
TEAM.1,45,4510,451020,45102010,7370,1
TEAM,45,4510,451030,45103010,7370,1
TEC.2,20,2010,201060,20106020,3590,1
TECD,45,4520,452030,45203030,5045,1
TECH,35,3520,352030,35203010,2836,1
TECK,15,1510,151040,15104020,1000,1
TECTP,40,4010,401010,40101015,6020,1
TECU,20,2010,201060,20106020,3585,1
TECUB,40,4020,402040,40204010,6798,1
TEDU,25,2530,253020,25302010,8200,1
TEE.,40,4040,404010,40401010,6798,1
TEF,50,5010,501010,50101020,4812,1
TEK.1,45,4520,452030,45203010,3825,1
TEL,45,4520,452030,45203020,3678,1
TELA,35,3510,351010,35101020,3841,1
TELK.1,35,3520,352010,35201010,2836,1
TELL,10,1010,101020,10102020,1311,1
TELM,45,4520,452010,45201020,3661,1
TEM.1,50,5010,501020,50102010,4812,1
TEN,25,2510,251010,25101010,3714,1
TENB,45,4510,451030,45103020,7370,1
TENX,35,3520,352010,35201010,2836,1
TEO,50,5010,501010,50101020,4812,1
TEP,10,1010,101020,10102040,4922,1
TER,45,4530,453010,45301010,3825,1
TERP,55,5510,551050,55105020,4911,1
TESO,10,1010,101010,10101020,3533,1
TESS,45,4520,452010,45201020,5065,1
TEU.1,20,2030,203030,20303010,4412,1
TEUM,45,4510,451030,45103010,4813,1
TEVA,35,3520,352020,35202010,2834,1
TEX,20,2010,201060,20106010,3530,1
TEXP,10,1010,101020,10102020,1311,1
TFC,40,4010,401010,40101015,6020,1
TFC.PH,40,4030,403010,40301050,6331,1
TFC.PI,40,4030,403010,40301050,6331,1
TFC.PO,40,4020,402040,40204010,6798,1
TFC.PR,40,4020,402040,40204010,6798,1
TFCE,40,4020,402020,40202010,6153,1
TFCFA,50,5020,502020,50202010,4888,1
TFCO,20,2020,202010,20201010,2750,1
TFF,15,1510,151010,15101050,2080,1
TFFP,35,3520,352020,35202010,2834,1
TFII,20,2030,203040,20304020,4210,1
TFM,30,3010,301010,30101030,5411,1
TFSL,40,4010,401020,40102010,6035,1
TFSM,45,4510,451010,45101010,7370,1
TFX,35,3510,351010,35101010,3841,1
TG,15,1510,151010,15101010,3081,1
TGA,10,1010,101020,10102020,1311,1
TGB,15,1510,151040,15104025,1000,1
TGC,10,1010,101020,10102020,1311,1
TGE.3,10,1010,101010,10101020,1382,1
TGE,10,1010,101020,10102040,4922,1
TGH.1,35,3510,351020,35102030,6324,1
TGH,20,2010,201070,20107010,7359,1
TGI,20,2010,201010,20101010,3728,1
TGLS,15,1510,151020,15102010,3442,1
TGM,60,6010,601010,60101040,6798,1
TGN,55,5510,551010,55101010,4911,1
TGNA,50,5020,502010,50201020,4833,1
TGNA.WI,40,4020,402040,40204010,6798,1
TGO.2,50,5010,501010,50101020,4813,1
TGP.1,15,1510,151050,15105010,2421,1
TGP,10,1010,101020,10102040,4412,1
TGS,10,1010,101020,10102040,4922,1
TGT,25,2550,255030,25503020,5331,1
TGTX,35,3520,352010,35201010,2834,1
TGX,35,3510,351010,35101010,3842,1
TGY.U,40,4010,401010,40101015,6020,1
TGY.WS,20,2010,201050,20105010,3724,1
TH,25,2530,253010,25301020,6510,1
THC,35,3510,351020,35102020,8062,1
THE,10,1010,101010,10101010,1381,1
THER.1,35,3510,351010,35101010,3841,1
THFF,40,4010,401010,40101015,6020,1
THG,40,4030,403010,40301040,6331,1
THGA,50,5020,502010,50201010,7389,1
THI.2,45,4520,452030,45203010,3827,1
THI,25,2530,253010,25301040,5812,1
THLD,35,3520,352010,35201010,2834,1
THM,15,1510,151040,15104030,1000,1
THMD,20,2010,201060,20106020,3540,1
THMO,35,3510,351010,35101010,3821,1
THN.1,40,4020,402040,40204010,6798,1
THO,25,2510,251020,25102010,3790,1
THOR.1,35,3510,351010,35101010,3845,1
THOR,35,3520,352010,35201010,2836,1
THR,20,2010,201040,20104010,3690,1
THRD,40,4010,401020,40102010,6036,1
THRM,25,2510,251010,25101010,3714,1
THS,30,3020,302020,30202030,2030,1
THTL,40,4010,401020,40102010,6035,1
THTX,35,3520,352010,35201010,2834,1
THX,10,1010,101020,10102020,1311,1
TI.1,50,5010,501010,50101020,4813,1
TI.2,35,3520,352030,35203010,8071,1
TIBB,40,4010,401010,40101015,6020,1
TIBX,45,4510,451030,45103010,7372,1
TIE,15,1510,151040,15104020,3350,1
TIER,60,6010,601010,60101040,6798,1
TIF,25,2550,255040,25504040,5944,1
TIG.2,35,3520,352010,35201010,2836,1
TIGO,50,5010,501020,50102010,4812,1
TIGR,40,4020,402030,40203020,6211,1
TII.1,20,2010,201060,20106020,3560,1
TIII,45,4520,452010,45201020,3669,1
TILE,20,2020,202010,20201060,2273,1
TIME,25,2540,254010,25401040,2721,1
TIMHY,50,5010,501020,50102010,4812,1
TIN,15,1510,151030,15103020,2631,1
TIPT,40,4030,403010,40301040,6331,1
TISA,45,4510,451030,45103010,7372,1
TISI,20,2020,202010,20201050,8734,1
TITN,20,2010,201070,20107010,5500,1
TIVO.1,45,4510,451030,45103010,4841,1
TIVO,45,4510,451030,45103020,7370,1
TJX,25,2550,255040,25504010,5651,1
TK,10,1010,101020,10102040,4412,1
TKAI,35,3520,352010,35201010,2836,1
TKAT,50,5020,502030,50203010,7370,1
TKC,50,5010,501020,50102010,4812,1
TKCI.,20,2010,201030,20103010,8711,1
TKLC,45,4520,452010,45201020,3663,1
TKN.1,35,3510,351010,35101010,8731,1
TKP.U,40,4010,401010,40101015,6020,1
TKP.WS,25,2510,251010,25101010,3714,1
TKR,20,2010,201060,20106020,3562,1
TKS.1,20,2010,201050,20105010,3714,1
TKTM,25,2550,255020,25502020,7990,1
TKTX,35,3520,352010,35201010,2836,1
TLAB,45,4520,452010,45201020,3661,1
TLB,25,2550,255040,25504010,5621,1
TLB.WS,40,4020,402040,40204010,6798,1
TLC,35,3520,352010,35201010,2836,1
TLCM,45,4520,452050,45205010,3674,1
TLCP.1,50,5010,501020,50102010,4812,1
TLCR,35,3520,352010,35201010,2836,1
TLCT,45,4510,451010,45101010,7370,1
TLCX,20,2030,203010,20301010,4220,1
TLEO,45,4510,451030,45103010,7372,1
TLG.1,20,2030,203010,20301010,4731,1
TLGB,50,5010,501010,50101020,4813,1
TLGD,45,4520,452010,45201020,3825,1
TLGT,35,3520,352020,35202010,2834,1
TLK,50,5010,501010,50101020,4812,1
TLM,10,1010,101020,10102020,1311,1
TLMR,40,4010,401010,40101015,6020,1
TLN,55,5510,551050,55105010,4911,1
TLND,45,4510,451030,45103020,7370,1
TLP,10,1010,101020,10102040,4610,1
TLRA,45,4510,451030,45103010,7370,1
TLRK,35,3520,352010,35201010,2834,1
TLRY,35,3520,352020,35202010,2834,1
TLSA,35,3520,352010,35201010,2836,1
TLTN.1,45,4520,452010,45201020,3661,1
TLTOB,50,5010,501020,50102010,4813,1
TLWT,25,2540,254010,25401020,4813,1
TLXN,20,2010,201040,20104010,3578,1
TLYS,25,2550,255040,25504010,5600,1
TLZ,35,3510,351010,35101010,2844,1
TM,25,2510,251020,25102010,3711,1
TMAX.,25,2520,252020,25202010,3944,1
TMB,50,5010,501020,50102010,4812,1
TMBS,45,4510,451030,45103010,7372,1
TMC,25,2540,254010,25401040,2711,1
TMD.1,45,4520,452030,45203010,3590,1
TMDI,35,3510,351010,35101010,3845,1
TMDX,35,3510,351010,35101010,3845,1
TME,50,5020,502020,50202010,7370,1
TMG.1,10,1010,101020,10102040,4610,1
TMH,35,3510,351020,35102015,7361,1
TMHC,25,2520,252010,25201030,1531,1
TMI.2,60,6010,601010,60101080,6798,1
TMI.3,60,6010,601010,60101080,6798,1
TMK.PT,20,2020,202010,20201050,4953,1
TMNT,45,4510,451010,45101010,7372,1
TMO,35,3520,352030,35203010,3826,1
TMP,40,4010,401010,40101015,6020,1
TMQ,15,1510,151040,15104020,1000,1
TMR,10,1010,101020,10102020,1311,1
TMRK,45,4510,451010,45101010,7370,1
TMS,20,2020,202010,20201070,5051,1
TMS.P,35,3520,352010,35201010,2836,1
TMST,15,1510,151040,15104050,3312,1
TMTA,45,4530,453010,45301020,3674,1
TMTV,25,2540,254010,25401030,7812,1
TMUS,50,5010,501020,50102010,4812,1
TMWD,45,4510,451010,45101010,7372,1
TMX,50,5010,501010,50101020,4813,1
TNA.2,60,6010,601010,60101060,6798,1
TNAV,45,4510,451030,45103010,4899,1
TNB,20,2010,201040,20104010,3640,1
TNC,20,2010,201060,20106020,3580,1
TND,50,5010,501020,50102010,4812,1
TNDM,35,3510,351010,35101010,3845,1
TNE,50,5010,501010,50101020,4813,1
TNET,20,2020,202020,20202010,7374,1
TNF.WS,40,4020,402030,40203020,6211,1
TNFI,25,2520,252030,25203010,2320,1
TNH,15,1510,151010,15101030,2870,1
TNK,10,1010,101020,10102040,4412,1
TNM.,25,2540,254010,25401040,2731,1
TNM.B,60,6010,601010,60101010,6798,1
TNO.1,25,2540,254010,25401010,7311,1
TNOX,35,3520,352010,35201010,2834,1
TNP,10,1010,101020,10102040,4412,1
TNS,45,4510,451020,45102020,7374,1
TNT.2,10,1010,101020,10102020,2911,1
TNTX,50,5010,501010,50101020,4899,1
TNXP,35,3520,352010,35201010,2834,1
TOBC,40,4010,401010,40101015,6020,1
TOC.1,60,6010,601010,60101030,6798,1
TOCA,35,3520,352010,35201010,2836,1
TOD,20,2010,201010,20101010,3730,1
TOFC,40,4010,401010,40101015,6020,1
TOH.U,40,4020,402030,40203010,6020,1
TOH.WS,15,1510,151010,15101050,2840,1
TOL,25,2520,252010,25201030,1531,1
TOM,25,2520,252030,25203010,2320,1
TOMO,35,3510,351010,35101010,3844,1
TONS.1,15,1510,151040,15104050,3312,1
TOO,10,1010,101020,10102040,4412,1
TOPP.1,30,3010,301010,30101020,2750,1
TOPS,10,1010,101020,10102040,4412,1
TORC,35,3520,352020,35202010,2836,1
TOS.1,10,1010,101020,10102030,2911,1
TOT,10,1010,101020,10102010,2911,1
TOTL.1,25,2540,254010,25401010,8700,1
TOUR,25,2530,253010,25301020,4700,1
TOWN,40,4010,401010,40101015,6020,1
TOWR,25,2510,251010,25101010,3711,1
TPB,30,3020,302030,30203010,2100,1
TPC.2,50,5010,501020,50102010,4812,1
TPC,20,2010,201030,20103010,1540,1
TPCG,15,1510,151010,15101010,2860,1
TPCO,50,5020,502010,50201040,2711,1
TPGI,40,4040,404030,40403020,6500,1
TPH.3,25,2520,252010,25201030,1531,1
TPH,25,2520,252010,25201030,1531,1
