,portfolio_value_0.2,portfolio_value_0.3,portfolio_value_0.4,portfolio_value_0.5,portfolio_value_0.6,portfolio_value_0.7,portfolio_value_0.8
2017-07-24,1.24941367,1.27716139,1.30342661,1.32867236,1.35026459,1.36968251,1.38943496
2017-07-25,1.24772328,1.27512559,1.30104862,1.32591116,1.34709426,1.36610526,1.38543644
2017-07-26,1.24541728,1.27176985,1.29654817,1.32028388,1.34035569,1.35821622,1.37636586
2017-07-27,1.24665241,1.27319365,1.29823739,1.32211456,1.34227149,1.3602307,1.37848428
2017-07-28,1.24866412,1.27598515,1.30184078,1.32657516,1.34759779,1.36644757,1.38562067
2017-07-31,1.25048651,1.27819678,1.30435574,1.32950299,1.35098099,1.37027705,1.38992176
2017-08-01,1.2522209,1.28062747,1.30761263,1.33357119,1.35585834,1.37599243,1.39647149
2017-08-02,1.25072878,1.27847868,1.30477853,1.33005677,1.3516729,1.37111575,1.39087822
2017-08-03,1.24831105,1.27495869,1.30006686,1.32412839,1.3445117,1.36268948,1.38116155
2017-08-04,1.24706525,1.2728276,1.29696407,1.32007028,1.33949381,1.3566889,1.37412596
2017-08-07,1.24905781,1.27601364,1.30144724,1.32585949,1.3465812,1.36512113,1.38395494
2017-08-08,1.24960618,1.27677348,1.30243725,1.32704636,1.34795174,1.36668027,1.38570673
2017-08-09,1.25137864,1.27963311,1.30646884,1.33221825,1.35422972,1.37410997,1.39432706
2017-08-10,1.25062381,1.27853589,1.30506568,1.33044825,1.35204376,1.37151819,1.39131334
2017-08-11,1.24687865,1.27301114,1.29770249,1.32112676,1.34068021,1.35808898,1.37575257
2017-08-14,1.25269368,1.28057711,1.30717678,1.33246866,1.35387014,1.37317208,1.39281872
2017-08-15,1.25341349,1.28150094,1.30834108,1.33385489,1.35547301,1.37499626,1.39487143
2017-08-16,1.25254848,1.28036443,1.30688812,1.33205617,1.35333321,1.37249719,1.39198995
2017-08-17,1.25363912,1.28157598,1.30814355,1.33343075,1.35486768,1.37417313,1.39381497
2017-08-18,1.25413328,1.28226571,1.30911092,1.3346478,1.3563017,1.37585038,1.39572005
2017-08-21,1.25557525,1.28436096,1.31185747,1.33808341,1.36044454,1.38070835,1.4013252
2017-08-22,1.25523734,1.28433439,1.31225806,1.33886328,1.36159233,1.38224091,1.40325216
2017-08-23,1.25446983,1.28361277,1.31165331,1.33831901,1.36109667,1.38180397,1.40285478
2017-08-24,1.25213932,1.28045337,1.30762888,1.33344205,1.35536966,1.37521146,1.39536565
2017-08-25,1.25552227,1.28528726,1.31394038,1.34133592,1.36492112,1.38643081,1.40829281
2017-08-28,1.25882664,1.28979789,1.31964581,1.34834444,1.3733013,1.39619012,1.41948379
2017-08-29,1.25857337,1.28930073,1.31892358,1.34737169,1.37207782,1.39470894,1.41774003
2017-08-30,1.25856989,1.28947128,1.31922772,1.34786032,1.37278074,1.39562241,1.41887478
2017-08-31,1.25759688,1.28834123,1.31792937,1.34637944,1.3711185,1.39377341,1.41684697
2017-09-01,1.25857124,1.28951552,1.31931582,1.34795712,1.37287494,1.3957105,1.41898381
2017-09-04,1.25986531,1.29085437,1.32071279,1.34940113,1.37435375,1.39721983,1.42055456
2017-09-05,1.26047846,1.29184733,1.32212153,1.35124578,1.37664355,1.39996781,1.42375974
2017-09-06,1.26057085,1.29160499,1.32146477,1.35021883,1.37526352,1.39821361,1.42164546
2017-09-07,1.25953949,1.29009644,1.31941503,1.34761352,1.37208188,1.39444877,1.41726925
2017-09-08,1.2605744,1.29102306,1.32015748,1.34823687,1.37260808,1.39486197,1.41756803
2017-09-11,1.26187932,1.29226335,1.32121989,1.34918797,1.37349487,1.39565318,1.41828592
2017-09-12,1.26254612,1.29340665,1.32293773,1.35142279,1.37623647,1.39891853,1.42208026
2017-09-13,1.26448536,1.2958243,1.32584561,1.35485499,1.38020009,1.40342631,1.42716003
2017-09-14,1.26406855,1.29503172,1.32463497,1.3532367,1.37816561,1.40096855,1.4242608
2017-09-15,1.26451415,1.2954787,1.32514273,1.35374715,1.37863597,1.40141807,1.42467535
2017-09-18,1.26705797,1.29890913,1.32951559,1.35904147,1.38483988,1.40855305,1.4327927
2017-09-19,1.26621138,1.29776128,1.32809502,1.35729493,1.38273947,1.40609854,1.42997301
2017-09-20,1.26732729,1.29937279,1.33013732,1.35982168,1.38578457,1.40965508,1.43407087
2017-09-21,1.2661108,1.29786776,1.32843431,1.35785206,1.38351215,1.40709379,1.43118339
2017-09-22,1.2667219,1.29867394,1.32942275,1.35904928,1.38493363,1.40873984,1.43304891
2017-09-25,1.26651435,1.2984693,1.32928261,1.35892455,1.38477,1.40856811,1.43282865
2017-09-26,1.26593771,1.29786763,1.32863171,1.35824996,1.38409608,1.40788333,1.43214545
2017-09-27,1.26648827,1.29860211,1.32946728,1.35924022,1.38527328,1.40923225,1.43369769
2017-09-28,1.26851807,1.3012279,1.33279326,1.36317459,1.38976271,1.41430763,1.43937611
2017-09-29,1.27104755,1.30433992,1.33654748,1.36754656,1.39474691,1.41991277,1.44564051
2017-10-09,1.27529337,1.30999474,1.34365076,1.37617159,1.40491593,1.43165824,1.4590104
2017-10-10,1.27658998,1.31177127,1.34595709,1.37898111,1.40819051,1.43542683,1.46327396
2017-10-11,1.27823422,1.31439308,1.34968201,1.38375858,1.41399371,1.44230001,1.47122633
2017-10-12,1.27912408,1.31570542,1.35145021,1.38600042,1.41671298,1.44551194,1.47494408
2017-10-13,1.28010628,1.31708924,1.35320393,1.38814334,1.41926206,1.44846695,1.47832709
2017-10-16,1.27791339,1.31444415,1.35019476,1.38472324,1.41540862,1.44418892,1.47359636
2017-10-17,1.27771287,1.31448849,1.3505391,1.38533874,1.41627824,1.44532626,1.47502737
2017-10-18,1.27993996,1.31795821,1.35538363,1.39157277,1.42390063,1.45438674,1.48553301
2017-10-19,1.28069899,1.31941864,1.35770427,1.39463664,1.42764394,1.45885724,1.49073923
2017-10-20,1.28014197,1.31843958,1.3561584,1.39257395,1.42509281,1.45578187,1.48714789
2017-10-23,1.28263084,1.321825,1.36047883,1.39782262,1.43124064,1.46285722,1.49519692
2017-10-24,1.2839765,1.32376617,1.36301927,1.4010387,1.43517174,1.46751168,1.50058616
2017-10-25,1.28542979,1.32636583,1.36675272,1.40597928,1.44134257,1.47494045,1.50930782
2017-10-26,1.2868367,1.32834287,1.36946353,1.40932713,1.44531635,1.47955872,1.51460142
2017-10-27,1.28834123,1.33135068,1.37427525,1.41582654,1.45346056,1.48942384,1.52621037
2017-10-30,1.28427822,1.32708801,1.36980895,1.41116366,1.44862513,1.48441361,1.52102914
2017-10-31,1.28439885,1.32703756,1.36956206,1.41071372,1.44796941,1.48354251,1.51995863
2017-11-01,1.28452212,1.32672571,1.36878532,1.40946137,1.44623278,1.48130788,1.51721714
2017-11-02,1.28312604,1.3252009,1.36720245,1.40780577,1.44448151,1.47948701,1.51528155
2017-11-03,1.28261851,1.32472117,1.36680815,1.4074628,1.44416757,1.47921797,1.51503374
2017-11-06,1.28813613,1.33244772,1.37675279,1.41975751,1.45881858,1.49628954,1.53461973
2017-11-07,1.28929288,1.33434022,1.37944306,1.42325132,1.46314248,1.501451,1.5406567
2017-11-08,1.28783057,1.33223042,1.37661708,1.41972009,1.45893285,1.49653095,1.5350117
2017-11-09,1.29022246,1.33547157,1.38074608,1.42479914,1.46498756,1.50358257,1.54309627
2017-11-10,1.29509886,1.34253476,1.39025769,1.43669652,1.47925541,1.52029187,1.56234615
2017-11-13,1.29476348,1.34262613,1.39080707,1.43774059,1.48082577,1.52239185,1.56502066
2017-11-14,1.29000007,1.33619915,1.38260036,1.42776752,1.46911772,1.50889182,1.54966627
2017-11-15,1.28734103,1.33331116,1.37957784,1.4245432,1.46564153,1.50519927,1.54571595
2017-11-16,1.29283933,1.34084633,1.38941193,1.43662586,1.47993825,1.52178493,1.56464143
2017-11-17,1.28985002,1.33727638,1.38534495,1.43206293,1.47492098,1.51629931,1.55862745
2017-11-20,1.29321719,1.34167509,1.39078719,1.43858865,1.48253644,1.52501944,1.56851664
2017-11-21,1.29591768,1.34603132,1.39672023,1.44638286,1.49235789,1.53686895,1.58245372
2017-11-22,1.29146109,1.34118791,1.39146448,1.44075079,1.48639718,1.53056438,1.57577771
2017-11-23,1.2768614,1.32200793,1.36751691,1.41183718,1.45244284,1.49146949,1.53137602
2017-11-24,1.27862328,1.32376072,1.36920082,1.41346623,1.45401955,1.49298405,1.53282476
2017-11-27,1.27371886,1.31711492,1.36080712,1.40319168,1.44180092,1.47879737,1.51658693
2017-11-28,1.27522518,1.3196372,1.36431888,1.40776593,1.4474624,1.48556684,1.52453216
2017-11-29,1.27534756,1.31875829,1.36230752,1.40471038,1.44341797,1.48047277,1.51838951
2017-11-30,1.27004689,1.31241504,1.35484842,1.39608269,1.43359911,1.46944292,1.50610551
2017-12-01,1.27135012,1.3137811,1.35618462,1.397407,1.4349038,1.47072009,1.5073781
2017-12-04,1.27420502,1.31766549,1.36126112,1.40364784,1.44228846,1.47929396,1.51715147
2017-12-05,1.27315855,1.31666229,1.36042277,1.4029645,1.44178133,1.47897682,1.51698274
2017-12-06,1.27179797,1.31464946,1.35764126,1.39942283,1.43746574,1.47386479,1.51107485
2017-12-07,1.2693171,1.31072202,1.35222709,1.39238873,1.42872467,1.46339791,1.49882729
2017-12-08,1.27457117,1.31765121,1.36094535,1.40290195,1.44103467,1.47754468,1.51488594
2017-12-11,1.28284467,1.32931998,1.37626004,1.42183467,1.46356036,1.50376263,1.54490754
2017-12-12,1.27828071,1.32339855,1.36888913,1.41297621,1.45318633,1.4918478,1.53141684
2017-12-13,1.2830651,1.32994823,1.37732298,1.42330436,1.46542084,1.50603577,1.54761264
2017-12-14,1.28331327,1.32991737,1.37697995,1.42261892,1.46436403,1.50460145,1.54580128
2017-12-15,1.27949243,1.324559,1.3700334,1.41396893,1.45396749,1.49242188,1.53179347
2017-12-18,1.28015444,1.32567083,1.37169913,1.41617498,1.45671084,1.49573577,1.53566724
2017-12-19,1.28508828,1.33228972,1.38011514,1.42643789,1.46884791,1.5097842,1.55167667
2017-12-20,1.28570545,1.33359858,1.38232427,1.42943231,1.47257375,1.51429304,1.55698419
2017-12-21,1.28986675,1.33913907,1.38923007,1.43783159,1.48251602,1.52579686,1.57010373
2017-12-22,1.29008891,1.33871688,1.38813215,1.43604616,1.48002062,1.52257375,1.5661441
2017-12-25,1.28906773,1.33752275,1.38681563,1.43458401,1.47839042,1.5207891,1.56419834
2017-12-26,1.28940267,1.33777709,1.38695418,1.4346078,1.47831923,1.52060194,1.56389406
2017-12-27,1.28249327,1.32841907,1.37495267,1.41993416,1.46095996,1.5004925,1.54094926
2017-12-28,1.28544332,1.33288939,1.3810466,1.427672,1.47036247,1.51160398,1.55379307
2017-12-29,1.28796326,1.33569698,1.38409651,1.43098253,1.47393117,1.51542538,1.55788503
2018-01-02,1.29165017,1.34081612,1.39065811,1.43911536,1.48372459,1.52688449,1.5710713
2018-01-03,1.29390767,1.3434139,1.39357052,1.44236799,1.48735729,1.53092731,1.57554513
2018-01-04,1.29490316,1.34535254,1.39651991,1.44640562,1.49252212,1.53726792,1.58314566
2018-01-05,1.2953355,1.34580106,1.39703381,1.44703071,1.49328733,1.53814302,1.5841097
2018-01-08,1.29693973,1.34812689,1.40010079,1.45089717,1.49803159,1.54381503,1.59074761
2018-01-09,1.30066216,1.35355176,1.407461,1.46033501,1.50953988,1.55741867,1.60660783
2018-01-10,1.29956661,1.35277846,1.4071245,1.4605716,1.51048516,1.55903753,1.60887404
2018-01-11,1.29868147,1.3516397,1.40575219,1.45890212,1.50847866,1.55667627,1.60613828
2018-01-12,1.30064409,1.35463362,1.40991423,1.46437908,1.51535619,1.56496324,1.61589705
2018-01-15,1.29904509,1.35299235,1.40838305,1.46311335,1.51449387,1.56441257,1.61558406
2018-01-16,1.30174278,1.35650397,1.41269054,1.46824776,1.52050477,1.57137443,1.623558
2018-01-17,1.29806405,1.35163489,1.40662623,1.46088271,1.51179315,1.56123298,1.61187826
2018-01-18,1.29868939,1.35283219,1.40840184,1.46332672,1.51503497,1.56531446,1.61679485
2018-01-19,1.29807202,1.35149125,1.40628837,1.46039623,1.51130822,1.56075129,1.61130484
2018-01-22,1.30426438,1.36018141,1.41765538,1.47465069,1.52856101,1.58111337,1.63497271
2018-01-23,1.30834185,1.36506549,1.42342587,1.48137067,1.53632496,1.58994548,1.6448713
2018-01-24,1.3085683,1.36504152,1.4230445,1.48052958,1.53499833,1.58817625,1.64263941
2018-01-25,1.30579957,1.36115873,1.41786363,1.47394006,1.52702251,1.5788166,1.63180017
2018-01-26,1.30723931,1.36303739,1.42025917,1.47692201,1.53065316,1.58308812,1.63671939
2018-01-29,1.29929305,1.35223466,1.40630651,1.45959979,1.50990075,1.55881862,1.60870709
2018-01-30,1.29757023,1.34976518,1.40305164,1.45547231,1.50474243,1.55258703,1.60140955
2018-01-31,1.30095078,1.35385555,1.40810747,1.4616844,1.51218874,1.56117196,1.61114583
2018-02-01,1.29860179,1.35021407,1.40325186,1.45566246,1.50501624,1.55267856,1.60118647
2018-02-02,1.30125428,1.35339497,1.40694319,1.45989081,1.50987994,1.5582287,1.60741356
2018-02-05,1.29943388,1.35018057,1.40224209,1.4536273,1.50216654,1.54899079,1.59644598
2018-02-06,1.28874449,1.33539067,1.38324865,1.43034544,1.47441727,1.51644164,1.55883467
2018-02-07,1.27920837,1.32283427,1.3672975,1.41060601,1.45061267,1.48853905,1.52670973
2018-02-08,1.27787741,1.32175404,1.36632032,1.40958073,1.44932076,1.48710194,1.52528598
2018-02-09,1.26623076,1.30588412,1.34594989,1.38441255,1.41891732,1.45123828,1.48381179
2018-02-12,1.27515903,1.31780529,1.36089572,1.40241143,1.43996238,1.47558442,1.51173628
2018-02-13,1.27949967,1.32340983,1.36797053,1.41113316,1.45044581,1.48781587,1.52576065
2018-02-14,1.28294898,1.32786016,1.37348251,1.41778267,1.45831165,1.49694729,1.53621099
2018-02-22,1.29202039,1.33987165,1.38864109,1.43629399,1.48037129,1.52269637,1.56580568
2018-02-23,1.29228397,1.340148,1.38897903,1.43674417,1.481001,1.52347427,1.56669905
2018-02-26,1.29799088,1.34738629,1.39769221,1.44693303,1.49274034,1.53692847,1.58196739
2018-02-27,1.2933557,1.34132837,1.39007677,1.4375788,1.48143981,1.52364543,1.56666679
2018-02-28,1.29084831,1.33778686,1.38527538,1.43131682,1.47363157,1.51433633,1.55580665
2018-03-01,1.29488341,1.34301129,1.39174064,1.43902472,1.48256003,1.52456937,1.56744766
2018-03-02,1.29195553,1.3392845,1.38716537,1.43356989,1.47616716,1.51719269,1.55905915
2018-03-05,1.29139696,1.33863832,1.38642971,1.43270423,1.4750982,1.51592015,1.55760463
2018-03-06,1.29740047,1.34609454,1.39541286,1.4432567,1.48724538,1.52974307,1.57321506
2018-03-07,1.2955417,1.3433687,1.3917756,1.43866965,1.48163144,1.52304258,1.56539253
2018-03-08,1.29993161,1.34968599,1.40019886,1.44932046,1.49451047,1.53822144,1.58306595
2018-03-09,1.30155607,1.35235966,1.4039256,1.45409586,1.50035421,1.54524011,1.59134198
2018-03-12,1.30365968,1.35532602,1.40767984,1.45860451,1.50560804,1.55136115,1.5984198
2018-03-13,1.30003183,1.35027561,1.40110674,1.45043676,1.49582658,1.53989297,1.58514653
2018-03-14,1.29921011,1.34877418,1.39893826,1.44764044,1.49240776,1.53576604,1.58025803
2018-03-15,1.3008624,1.35139996,1.40269723,1.45265351,1.49871518,1.54336739,1.58922086
2018-03-16,1.29800565,1.347262,1.3972021,1.44570606,1.49023673,1.53328536,1.57745869
2018-03-19,1.30000637,1.35063144,1.40213829,1.4522847,1.49834808,1.54295211,1.5888577
2018-03-20,1.30165734,1.35274334,1.40473083,1.45535829,1.50180763,1.54681976,1.59323328
2018-03-21,1.29988867,1.34968911,1.40029732,1.44950859,1.4945436,1.5380626,1.58286559
2018-03-22,1.29676369,1.34492392,1.39369139,1.44088896,1.48383937,1.52524111,1.56780258
2018-03-23,1.28933137,1.33400481,1.37918118,1.42266404,1.46168273,1.49887736,1.53703092
2018-03-26,1.29007386,1.33515433,1.38053459,1.42398366,1.46272832,1.49981798,1.53803967
2018-03-27,1.29254312,1.33862291,1.38498643,1.42935836,1.46902211,1.50714893,1.54648128
2018-03-28,1.28652251,1.32991678,1.37332618,1.41449714,1.45079883,1.48547496,1.52118586
2018-03-29,1.29173971,1.33623307,1.3809152,1.42348563,1.46134543,1.49757765,1.53483395
2018-03-30,1.29513547,1.34086454,1.38677811,1.43048392,1.46931098,1.50663841,1.54518494
2018-04-02,1.2947822,1.3399869,1.38529604,1.42829312,1.46637628,1.502967,1.54072617
2018-04-03,1.29392365,1.33860298,1.38336078,1.42580138,1.4632773,1.49921546,1.53631682
2018-04-04,1.29423894,1.33900838,1.38397958,1.42675569,1.46456346,1.50075645,1.53813367
2018-04-09,1.29578289,1.34037756,1.38517944,1.42776901,1.46534608,1.5012798,1.53839314
2018-04-10,1.30135234,1.34757761,1.39421537,1.43884749,1.47864628,1.51681643,1.55622105
2018-04-11,1.30370636,1.35013972,1.39701427,1.44191014,1.48199155,1.52043864,1.56011273
2018-04-12,1.3015672,1.34738802,1.39355562,1.43764471,1.47678905,1.5143001,1.55306175
2018-04-13,1.29795706,1.342566,1.38737121,1.42996499,1.46762974,1.50365513,1.54079166
2018-04-16,1.29464048,1.33844482,1.38229485,1.42377053,1.46008752,1.49478679,1.53065367
2018-04-17,1.28873756,1.33001907,1.37124855,1.41001473,1.44357362,1.47533647,1.50805912
2018-04-18,1.29708935,1.33809378,1.3790191,1.41741552,1.45054288,1.48182606,1.51402455
2018-04-19,1.30040365,1.34300986,1.38570105,1.42603826,1.46123028,1.49462421,1.52903402
2018-04-20,1.29622205,1.33731334,1.37839645,1.4170713,1.45052252,1.48208216,1.51457695
2018-04-23,1.2936927,1.33430514,1.3749984,1.41332516,1.44651587,1.47773313,1.50979275
2018-04-24,1.30239803,1.34608302,1.39008144,1.43190319,1.46867738,1.50362081,1.53963042
2018-04-25,1.3035436,1.34835808,1.39352905,1.43648906,1.47423569,1.51024546,1.54751318
2018-04-26,1.29711868,1.33936802,1.38181428,1.42192089,1.45668889,1.48957108,1.52354209
2018-04-27,1.29747675,1.34006329,1.3826606,1.42277636,1.45751561,1.490513,1.52467394
2018-05-02,1.29874004,1.34199472,1.38529329,1.4261567,1.46165731,1.495454,1.53048626
2018-05-03,1.30110883,1.34511934,1.38918656,1.43083554,1.4671878,1.50190157,1.53787967
2018-05-04,1.30160778,1.34573084,1.38986747,1.43153596,1.46781126,1.50247891,1.53848645
2018-05-07,1.30792104,1.35475344,1.40186727,1.44667573,1.48614269,1.52410613,1.56362251
2018-05-08,1.31049798,1.35802929,1.4059808,1.45174826,1.49228738,1.53130453,1.5718596
2018-05-09,1.30946033,1.35693172,1.40485455,1.45062306,1.49114483,1.53011899,1.57064926
2018-05-10,1.311838,1.36071245,1.41019567,1.45760232,1.49973537,1.54036681,1.58270391
2018-05-11,1.30966688,1.35708259,1.40500469,1.45082058,1.49141303,1.53041805,1.57095407
2018-05-14,1.31251487,1.36115773,1.4104961,1.45790017,1.50016876,1.540847,1.58312855
2018-05-15,1.31524782,1.36502765,1.41550873,1.46405949,1.50743108,1.54931218,1.59293162
2018-05-16,1.31342322,1.36291476,1.41304192,1.4611656,1.50399932,1.54535818,1.58850457
2018-05-17,1.30913364,1.35699183,1.4053767,1.45167435,1.49270081,1.53217033,1.57325949
2018-05-18,1.31154923,1.36040413,1.40995964,1.45756602,1.49998501,1.54083597,1.5833517
2018-05-21,1.31352233,1.36288961,1.4128762,1.46087162,1.50369947,1.54505298,1.58810207
2018-05-22,1.3154533,1.36557109,1.41632507,1.4650488,1.50843585,1.55040752,1.59424011
2018-05-23,1.31139688,1.35990496,1.40885591,1.4556256,1.4969297,1.53677908,1.57841949
2018-05-24,1.30938071,1.35743672,1.40589674,1.45207973,1.49269756,1.53185596,1.57281403
2018-05-25,1.30951959,1.35759048,1.40615878,1.45248619,1.49318342,1.53236424,1.57339046
2018-05-28,1.31246841,1.36166595,1.41152056,1.45925818,1.50137927,1.54198686,1.58455443
2018-05-29,1.30807662,1.35535178,1.40315265,1.44878898,1.48891964,1.52743757,1.56765635
2018-05-30,1.30336374,1.3490346,1.3951715,1.43908497,1.47735343,1.51389226,1.55207355
2018-05-31,1.31034678,1.35935148,1.40914578,1.45696073,1.49921032,1.53985513,1.58240801
2018-06-01,1.30493215,1.35190562,1.39956638,1.44519602,1.48535157,1.52377886,1.56387236
2018-06-04,1.30735557,1.35585243,1.40535763,1.45306078,1.49543403,1.53604322,1.57837692
2018-06-05,1.31107906,1.36178265,1.41362553,1.46374579,1.50849748,1.55162022,1.59670422
2018-06-06,1.31143969,1.36241488,1.4144937,1.46478249,1.5096534,1.5529514,1.59825922
2018-06-07,1.30908907,1.35916707,1.4103343,1.45972378,1.50377504,1.54617864,1.59046306
2018-06-08,1.30745918,1.35688977,1.40732776,1.4559076,1.49905911,1.54055222,1.5839156
2018-06-11,1.30582321,1.35452241,1.40423664,1.45214479,1.49475866,1.53564061,1.57824441
2018-06-12,1.31120265,1.36223618,1.41447597,1.46508881,1.51052009,1.55431874,1.60001496
2018-06-13,1.3087191,1.35852239,1.40946122,1.45872083,1.50279028,1.54515193,1.58929875
2018-06-14,1.30669755,1.35552385,1.40545911,1.45367091,1.49670342,1.53795729,1.58088826
2018-06-15,1.30456306,1.35239904,1.40138348,1.44868466,1.49085376,1.53112347,1.57295729
2018-06-19,1.29532012,1.33894795,1.38356166,1.42635227,1.46379426,1.49902324,1.53554469
2018-06-20,1.299088,1.34463983,1.39129981,1.43619269,1.47565515,1.51301723,1.55190146
2018-06-21,1.29674587,1.34131691,1.38695027,1.43080801,1.46921633,1.50544819,1.54314204
2018-06-22,1.29888405,1.34440248,1.39097458,1.43573799,1.47504909,1.51228795,1.55106511
2018-06-25,1.29624722,1.34124605,1.38715061,1.43111667,1.46951305,1.5058822,1.54382735
2018-06-26,1.29424571,1.33863524,1.38380727,1.4268693,1.46423644,1.49961355,1.53655357
2018-06-27,1.28738745,1.3287795,1.37063951,1.41012565,1.44383601,1.47547055,1.50842059
2018-06-28,1.28323164,1.32268411,1.36242505,1.39961795,1.43098205,1.4602038,1.4905737
2018-06-29,1.29362283,1.33694536,1.38082387,1.42235393,1.45811257,1.49192622,1.52721031
2018-07-02,1.28732945,1.32813204,1.3691544,1.40751789,1.43983863,1.47018081,1.50191775
2018-07-03,1.28656555,1.32652294,1.36663012,1.40404673,1.43543805,1.46476829,1.49542202
2018-07-04,1.28306437,1.32130374,1.3596074,1.39517029,1.42468427,1.45206912,1.48065004
2018-07-05,1.28144794,1.31838833,1.35535072,1.38959107,1.41782539,1.44384539,1.4708958
2018-07-06,1.28278929,1.32040281,1.35810601,1.39316309,1.42227286,1.44917305,1.47709486
2018-07-09,1.29231566,1.33376996,1.375553,1.41488529,1.44835658,1.47974876,1.51230612
2018-07-10,1.29350061,1.33555268,1.37794146,1.41789092,1.45198817,1.48402368,1.51724906
2018-07-11,1.2897166,1.33032482,1.37119633,1.40952145,1.44189046,1.47218345,1.50366105
2018-07-12,1.29745795,1.3408023,1.38456304,1.42588138,1.46129401,1.49472868,1.5295161
2018-07-13,1.30106013,1.34593112,1.39130234,1.43424726,1.47125975,1.50639882,1.54305935
2018-07-16,1.30032848,1.34498549,1.39012304,1.43276663,1.46940087,1.5042062,1.5406142
2018-07-17,1.29823976,1.34181604,1.38579504,1.42723809,1.46267783,1.49622097,1.53129584
2018-07-18,1.296241,1.33896621,1.38204236,1.42253872,1.45699666,1.4895287,1.52354234
2018-07-19,1.29663285,1.33866003,1.38099932,1.42077222,1.45456133,1.48635309,1.51953184
2018-07-20,1.30222418,1.34551964,1.38921192,1.43049573,1.46593892,1.4993271,1.53398174
2018-07-23,1.30285594,1.34496182,1.38737644,1.42748204,1.46196343,1.49419279,1.5273915
2018-07-24,1.30828847,1.35207231,1.39624954,1.43822901,1.47466032,1.50887545,1.54405581
2018-07-25,1.30956087,1.35367892,1.3982352,1.44057766,1.47730033,1.51185863,1.54744485
2018-07-26,1.30535122,1.34784889,1.390686,1.43123318,1.46611319,1.4987781,1.53238222
2018-07-27,1.30458691,1.34636198,1.38843804,1.42822626,1.46235985,1.4942224,1.52691444
2018-07-30,1.30315812,1.34342841,1.38390168,1.42213721,1.45484478,1.48511811,1.51593808
2018-07-31,1.3047719,1.34494937,1.38532726,1.42347244,1.45607786,1.48623768,1.51690028
2018-08-01,1.29890249,1.33671869,1.37458757,1.41005341,1.43985615,1.46717367,1.49498073
2018-08-02,1.29389324,1.32934871,1.36472266,1.39753017,1.42452064,1.44897518,1.47385875
2018-08-03,1.28857936,1.3210658,1.35330385,1.38289426,1.40665563,1.42771271,1.44894698
2018-08-06,1.28322622,1.31337957,1.34316451,1.37030176,1.3916748,1.41018437,1.42858664
2018-08-07,1.29330379,1.32632306,1.35915689,1.38953272,1.41427009,1.43618616,1.4580333
2018-08-08,1.2874442,1.3180097,1.34824678,1.37596321,1.39803537,1.41715089,1.43597503
2018-08-09,1.29590747,1.33004586,1.36409064,1.39575587,1.42181934,1.44508272,1.46829617
2018-08-10,1.29642791,1.33163177,1.36680924,1.39960014,1.42674008,1.45117471,1.47571488
2018-08-13,1.29573485,1.33098628,1.36618964,1.39892724,1.42593575,1.45028833,1.47487066
2018-08-14,1.294584,1.32920222,1.36373891,1.39576952,1.42203678,1.44563202,1.46944271
2018-08-15,1.28607804,1.31771746,1.34907241,1.37778552,1.4006962,1.42081846,1.44099912
2018-08-16,1.28313246,1.31389584,1.34433455,1.37211897,1.39409519,1.41322272,1.43230604
2018-08-17,1.27678501,1.3053989,1.33355429,1.35900858,1.37869186,1.39541413,1.41191845
2018-08-20,1.27877269,1.30817032,1.3371468,1.36351654,1.38423893,1.4019672,1.41943786
2018-08-21,1.28590965,1.31833608,1.35055264,1.38027831,1.40436695,1.42562053,1.4468306
2018-08-22,1.28361315,1.31527393,1.34670121,1.37563101,1.39891933,1.41932804,1.43961403
2018-08-23,1.28490961,1.31696416,1.34881433,1.37815381,1.40182665,1.422651,1.44343775
2018-08-24,1.28554438,1.31757402,1.34941978,1.37877838,1.40247405,1.42329888,1.44404097
2018-08-27,1.2960137,1.33150635,1.36703332,1.40020592,1.42774991,1.45257612,1.47754168
2018-08-28,1.2957423,1.33088381,1.36602368,1.39875878,1.42583362,1.45018243,1.47470343
2018-08-29,1.29369415,1.32815554,1.36258044,1.39457966,1.42090753,1.44447778,1.46816694
2018-08-30,1.29013299,1.32333212,1.35641488,1.38704653,1.41201254,1.43416218,1.45630389
2018-08-31,1.28699102,1.31865592,1.35009222,1.37905077,1.40237527,1.4227665,1.44296822
2018-09-03,1.28559649,1.31692467,1.34801013,1.37660997,1.39956398,1.41957797,1.43936955
2018-09-04,1.28892962,1.32122138,1.35333217,1.38302678,1.4071343,1.42830354,1.44926198
2018-09-05,1.28255733,1.31265717,1.34241906,1.36961755,1.39112924,1.40965213,1.42790069
2018-09-06,1.27878416,1.30761573,1.33602252,1.36179874,1.38185665,1.39887819,1.41556677
2018-09-07,1.28082625,1.31071204,1.34026624,1.36723799,1.38848406,1.40674919,1.42475001
2018-09-10,1.27622086,1.30453562,1.33244833,1.35774203,1.37728529,1.39379559,1.40991121
2018-09-11,1.27566655,1.30391713,1.33176032,1.35693469,1.37629998,1.39267624,1.40873849
2018-09-12,1.27236559,1.29923274,1.32559873,1.3492477,1.36710334,1.38189648,1.39629419
2018-09-13,1.27454976,1.30175265,1.3284734,1.35254729,1.37093072,1.38620698,1.40103839
2018-09-14,1.27518911,1.30250133,1.32936277,1.35360808,1.37217507,1.38764811,1.40266177
