,MSCI Index Code,BBG Ticker,Bloomberg Index Name,Size,Style,Variant,Currency,Extra Info
2927,106931,GDLWWTEL,MSCI Daily TR World Gross Wireless Telecommunication Services Local,Standard,,Gross,Local,
2933,106932,GDLWFPRO,MSCI Daily TR World Gross Food Products Local,Standard,,Gross,Local,
2939,106933,GDLWMRET,MSCI Daily TR World Gross Multiline Retail Local,Standard,,Gross,Local,
2945,106934,GDLWIDCO,MSCI Daily TR World Gross Industrial Conglomerates Local,Standard,,Gross,Local,
2951,106935,GDLWMACH,MSCI Daily TR World Gross Machinery Local,Standard,,Gross,Local,
2957,106936,GDLWBEV,MSCI Daily TR World Gross Beverages Local,Standard,,Gross,Local,
2963,106937,GDLWHDUR,MSCI Daily TR World Gross Household Durables Local,Standard,,Gross,Local,
2969,106938,GDLWEEQU,MSCI Daily TR World Gross Electrical Equipment Local,Standard,,Gross,Local,
2975,106939,GDLWDTEL,MSCI Daily TR World Gross Diversified Telecommunication Services Local,Standard,,Gross,Local,
2981,106940,GDLCWTEL,MSCI AC World Daily TR Gross Wireless Telecommunication Services Local,Standard,,Gross,Local,
2987,106941,GDLCFPRO,MSCI AC World Daily TR Gross Food Products Local,Standard,,Gross,Local,
2993,106942,GDLCMRET,MSCI AC World Daily TR Gross Multiline Retail Local,Standard,,Gross,Local,
2999,106943,GDLCIDCO,MSCI AC World Daily TR Gross Industrial Conglomerates Local,Standard,,Gross,Local,
3005,106944,GDLCMACH,MSCI AC World Daily TR Gross Machinery Local,Standard,,Gross,Local,
3011,106945,GDLCBEV,MSCI AC World Daily TR Gross Beverages Local,Standard,,Gross,Local,
3017,106946,GDLCHDUR,MSCI AC World Daily TR Gross Household Durables Local,Standard,,Gross,Local,
3023,106947,GDLCEEQU,MSCI AC World Daily TR Gross Electrical Equipment Local,Standard,,Gross,Local,
3029,106948,GDLCDTEL,MSCI AC World Daily TR Gross Diversified Telecommunication Services Local,Standard,,Gross,Local,
3036,106949,GTLREEQS,MSCI Daily TR Europe Gross Energy Equipment Local,Standard,,Gross,Local,
3042,106950,GTLRCMAT,MSCI Daily TR Europe Gross Construction Materials Local,Standard,,Gross,Local,
3048,106951,GTLRCPAK,MSCI Daily TR Europe Gross Containers & Packaging Local,Standard,,Gross,Local,
3054,106952,GTLRBUIL,MSCI Daily TR Europe Gross Building Products Local,Standard,,Gross,Local,
3060,106953,GTLRCENG,MSCI Daily TR Europe Gross Construction & Engineering Local,Standard,,Gross,Local,
3066,106954,GTLRTRDI,MSCI Daily TR Europe Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
3072,106955,GTLRCSER,MSCI Daily TR Europe Gross Commercial Services & Supplies Industry Local,Standard,,Gross,Local,
3078,106956,GTLRACOU,MSCI Daily TR Europe Gross Air Freight Local,Standard,,Gross,Local,
3084,106957,GTLRRRAI,MSCI Daily TR Europe Gross Road & Rail Local,Standard,,Gross,Local,
3090,106958,GTLRTRIF,MSCI Daily TR Europe Gross Transportation Infrastructure Local,Standard,,Gross,Local,
3096,106959,GTLRACOM,MSCI Daily TR Europe Gross Auto Components Local,Standard,,Gross,Local,
3102,106960,GTLRLEQU,MSCI Daily TR Europe Gross Leisure Equipment Local,Standard,,Gross,Local,
3108,106961,GTLRHOTE,MSCI Daily TR Europe Gross Hotels Restaurants & Leisure Local,Standard,,Gross,Local,
3114,106962,GTLRMED,MSCI Daily TR Europe Gross Media Industry Local,Standard,,Gross,Local,
3120,106963,GTLRDIS,MSCI Daily TR Europe Gross Distributors Local,Standard,,Gross,Local,
3126,106964,GTLRICAT,MSCI Daily TR Europe Gross Internet & Catalog Retail Local,Standard,,Gross,Local,
3132,106965,GTLRSRET,MSCI Daily TR Europe Gross Specialty Retail Local,Standard,,Gross,Local,
3138,106966,GTLRTOBA,MSCI Daily TR Europe Gross Tobacco Local,Standard,,Gross,Local,
3144,106967,GTLRHPRO,MSCI Daily TR Europe Gross Household Products Local,Standard,,Gross,Local,
3150,106968,GTLRPPRO,MSCI Daily TR Europe Gross Personal Products Local,Standard,,Gross,Local,
3156,106969,GTLRHEQU,MSCI Daily TR Europe Gross Health Care Equipment Local,Standard,,Gross,Local,
3162,106970,GTLRHEPR,MSCI Daily TR Europe Gross Health Care Providers & Services Local,Standard,,Gross,Local,
3168,106971,GTLRBANK,MSCI Daily TR Europe Gross Banks Industry Local,Standard,,Gross,Local,
3174,106972,GTLRDFIN,MSCI Daily TR Europe Gross Diversified Financials Industry Local,Standard,,Gross,Local,
3180,106973,GTLRINSU,MSCI Daily TR Europe Gross Insurance Industry Local,Standard,,Gross,Local,
3191,106975,GTLRICON,MSCI Daily TR Europe Gross IT Consulting & Services Local,Standard,,Gross,Local,
3197,106976,GTLRCPER,MSCI Daily TR Europe Gross Computers & Peripherals Local,Standard,,Gross,Local,
3203,106977,GTLRELEQ,MSCI Daily TR Europe Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
3209,106978,GTLROELE,MSCI Daily TR Europe Gross Office Electronics Local,Standard,,Gross,Local,
3215,106980,GTLRMUTI,MSCI Daily TR Europe Gross Multi Utilities Local,Standard,,Gross,Local,
3220,106981,GDLMEEQS,MSCI Daily TR EMU Gross Energy Equipment Local,Standard,,Gross,Local,
3226,106982,GDLMCMAT,MSCI Daily TR EMU Gross Construction Materials Local,Standard,,Gross,Local,
3232,106983,GDLMCPAK,MSCI Daily TR EMU Gross Containers & Packaging Local,Standard,,Gross,Local,
3238,106984,GDLMBUIL,MSCI Daily TR EMU Gross Building Products Local,Standard,,Gross,Local,
3244,106985,GDLMCENG,MSCI Daily TR EMU Gross Construction & Engineering Local,Standard,,Gross,Local,
3252,106987,GDLMCSER,MSCI Daily TR EMU Gross Commercial Services & Supplies Industry Local,Standard,,Gross,Local,
3258,106988,GDLMACOU,MSCI Daily TR EMU Gross Air Freight Local,Standard,,Gross,Local,
3264,106990,GDLMTRIF,MSCI Daily TR EMU Gross Transportation Infrastructure Local,Standard,,Gross,Local,
3270,106991,GDLMACOM,MSCI Daily TR EMU Gross Auto Components Local,Standard,,Gross,Local,
3276,106992,GDLMLEQU,MSCI Daily TR EMU Gross Leisure Equipment Local,Standard,,Gross,Local,
3282,106993,GDLMHOTE,MSCI Daily TR EMU Gross Hotels Restaurants & Leisure Local,Standard,,Gross,Local,
3288,106994,GDLMMED,MSCI Daily TR EMU Gross Media Industry Local,Standard,,Gross,Local,
3294,106995,GDLMDIS,MSCI Daily TR EMU Gross Distributors Local,Standard,,Gross,Local,
3300,106997,GDLMSRET,MSCI Daily TR EMU Gross Specialty Retail Local,Standard,,Gross,Local,
3306,106998,GDLMTOBA,MSCI Daily TR EMU Gross Tobacco Local,Standard,,Gross,Local,
3312,106999,GDLMHPRO,MSCI Daily TR EMU Gross Household Products Local,Standard,,Gross,Local,
3318,107000,GDLMPPRO,MSCI Daily TR EMU Gross Personal Products Local,Standard,,Gross,Local,
3324,107001,GDLMHEQU,MSCI Daily TR EMU Gross Health Care Equipment Local,Standard,,Gross,Local,
3330,107002,GDLMHEPR,MSCI Daily TR EMU Gross Health Care Providers & Services Local,Standard,,Gross,Local,
3338,107004,GDLMDFIN,MSCI Daily TR EMU Gross Diversified Financials Industry Local,Standard,,Gross,Local,
3344,107005,GDLMINSU,MSCI Daily TR EMU Gross Insurance Industry Local,Standard,,Gross,Local,
3355,107007,GDLMICON,MSCI Daily TR EMU Gross IT Consulting & Services Local,Standard,,Gross,Local,
3361,107009,GDLMELEQ,MSCI Daily TR EMU Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
3367,107010,GDLMOELE,MSCI Daily TR EMU Gross Office Electronics Local,Standard,,Gross,Local,
3373,107012,GDLMMUTI,MSCI Daily TR EMU Gross Multi Utilities Local,Standard,,Gross,Local,
3379,107013,GDLFEEQS,MSCI Daily TR EM Gross Energy Equipment Local,Standard,,Gross,Local,
3385,107014,GDLFCMAT,MSCI Daily TR EM Gross Construction Materials Local,Standard,,Gross,Local,
3391,107015,GDLFCPAK,MSCI Daily TR EM Gross Containers & Packaging Local,Standard,,Gross,Local,
3397,107016,GDLFBUIL,MSCI Daily TR EM Gross Building Products Local,Standard,,Gross,Local,
3403,107017,GDLFCENG,MSCI Daily TR EM Gross Construction & Engineering Local,Standard,,Gross,Local,
3409,107018,GDLFTRDI,MSCI Daily TR EM Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
3415,107019,GDLFCSER,MSCI Daily TR EM Gross Commercial Services & Supplies Local,Standard,,Gross,Local,
3421,107020,GDLFACOU,SCI Daily TR EM Gross Air Freight Local,Standard,,Gross,Local,
3427,107021,GDLFRRAI,MSCI Daily TR EM Gross Road & Rail Local,Standard,,Gross,Local,
3433,107022,GDLFTRIF,MSCI Daily TR EM Gross Transportation Infrastructure Local,Standard,,Gross,Local,
3439,107023,GDLFACOM,MSCI Daily TR EM Gross Auto Components Local,Standard,,Gross,Local,
3445,107024,GDLFLEQU,MSCI Daily TR EM Gross Leisure Equipment Local,Standard,,Gross,Local,
3451,107025,GDLFHOTE,MSCI Daily TR EM Gross Hotels Restaurants & Leisure Local,Standard,,Gross,Local,
3457,107026,GDLFMED,MSCI Daily TR EM Gross Media Local,Standard,,Gross,Local,
3463,107027,GDLFDIS,MSCI Daily TR EM Gross Distributors Local,Standard,,Gross,Local,
3469,107028,GDLFINCR,MSCI Daily TR EM Gross Internet & Catalog Retail Local,Standard,,Gross,Local,
3473,107029,GDLFSRET,MSCI Daily TR EM Gross Specialty Retail Local,Standard,,Gross,Local,
3479,107030,GDLFTOBA,MSCI Daily TR EM Gross Tobacco Local,Standard,,Gross,Local,
3485,107031,GDLFHPRO,MSCI Daily TR EM Gross Household Products Local,Standard,,Gross,Local,
3491,107032,GDLFPPRO,MSCI Daily TR EM Gross Personal Products Local,Standard,,Gross,Local,
3497,107034,GDLFHCP,MSCI Daily TR EM Gross Health Care Providers & Services Local,Standard,,Gross,Local,
3501,107035,GDLFBANK,MSCI Daily TR EM Gross Banks Local,Standard,,Gross,Local,
3507,107036,GDLFDFIN,MSCI Daily TR EM Gross Diversified Financials Local,Standard,,Gross,Local,
3513,107037,GDLFINSU,MSCI Daily TR EM Gross Insurance Local,Standard,,Gross,Local,
3522,107039,GDLFICON,MSCI Daily TR EM Gross IT Consulting & Services Local,Standard,,Gross,Local,
3528,107040,GDLFCPER,MSCI Daily TR EM Gross Computers & Peripherals Local,Standard,,Gross,Local,
3534,107041,GDLFELEQ,MSCI Daily TR EM Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
3540,107042,GDLFOELE,MSCI Daily TR EM Gross Office Electronics Local,Standard,,Gross,Local,
3546,107044,GDLFMULU,MSCI Daily TR EM Gross Multi-Utilities & Unregulated Power Local,Standard,,Gross,Local,
3550,107045,GDLWEEQS,MSCI Daily TR World Gross Energy Equipment Local,Standard,,Gross,Local,
3556,107046,GDLWCMAT,MSCI Daily TR World Gross Construction Materials Local,Standard,,Gross,Local,
3562,107047,GDLWCPAK,MSCI Daily TR World Gross Containers & Packaging Local,Standard,,Gross,Local,
3568,107048,GDLWBUIL,MSCI Daily TR World Gross Building Products Local,Standard,,Gross,Local,
3574,107049,GDLWCENG,MSCI Daily TR World Gross Construction & Engineering Local,Standard,,Gross,Local,
3580,107050,GDLWTRDI,MSCI Daily TR World Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
3586,107051,GDLWCSER,MSCI Daily TR World Gross Commercial Services & Supplies Industry Local,Standard,,Gross,Local,
3592,107052,GDLWACOU,MSCI Daily TR World Gross Air Freight Local,Standard,,Gross,Local,
3598,107053,GDLWRRAI,MSCI Daily TR World Gross Road & Rail Local,Standard,,Gross,Local,
3604,107054,GDLWTRIF,MSCI Daily TR World Gross Transportation Infrastructure Local,Standard,,Gross,Local,
3610,107055,GDLWACOM,MSCI Daily TR World Gross Auto Components Local,Standard,,Gross,Local,
3616,107056,GDLWLEQU,MSCI Daily TR World Gross Leisure Equipment Local,Standard,,Gross,Local,
3622,107057,GDLWHOTE,MSCI Daily TR World Gross Hotels Restaurants & Leisure Industry Local,Standard,,Gross,Local,
3628,107058,GDLWMED,MSCI Daily TR World Gross Media Industry Local,Standard,,Gross,Local,
3634,107059,GDLWDIS,MSCI Daily TR World Gross Distributors Local,Standard,,Gross,Local,
3640,107060,GDLWICAT,MSCI Daily TR World Gross Internet & Catalog Retail Local,Standard,,Gross,Local,
3646,107061,GDLWSRET,MSCI Daily TR World Gross Specialty Retail Local,Standard,,Gross,Local,
3652,107062,GDLWTOBA,MSCI Daily TR World Gross Tobacco Local,Standard,,Gross,Local,
3658,107063,GDLWHPRO,MSCI Daily TR World Gross Household Products Local,Standard,,Gross,Local,
3664,107064,GDLWPPRO,MSCI Daily TR World Gross Personal Products Local,Standard,,Gross,Local,
3670,107065,GDLWHEQU,MSCI Daily TR World Gross Health Care Equipment Local,Standard,,Gross,Local,
3676,107066,GDLWHEPR,MSCI Daily TR World Gross Health Care Providers & Services Local,Standard,,Gross,Local,
3682,107067,GDLWBANK,MSCI Daily TR World Gross Commercial Banks Local,Standard,,Gross,Local,
3688,107068,GDLWDFIN,MSCI Daily TR World Gross Diversified Financials Industry Local,Standard,,Gross,Local,
3694,107069,GDLWINSU,MSCI Daily TR World Gross Insurance Industry Local,Standard,,Gross,Local,
3703,107071,GDLWICON,MSCI Daily TR World Gross IT Consulting & Services Local,Standard,,Gross,Local,
3709,107072,GDLWCPER,MSCI Daily TR World Gross Computers & Peripherals Local,Standard,,Gross,Local,
3715,107073,GDLWELEQ,MSCI Daily TR World Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
3721,107074,GDLWOELE,MSCI Daily TR World Gross Office Electronics Local,Standard,,Gross,Local,
3727,107076,GDLWMUTI,MSCI Daily TR World Gross Multi Utilities Local,Standard,,Gross,Local,
3733,107077,GDLCEEQS,MSCI AC World Daily TR Gross Energy Equipment Local,Standard,,Gross,Local,
3739,107078,GDLCCMAT,MSCI AC World Daily TR Gross Construction Materials Local,Standard,,Gross,Local,
3745,107079,GDLCCPAK,MSCI AC World Daily TR Gross Containers & Packaging Local,Standard,,Gross,Local,
3751,107080,GDLCBUIL,MSCI AC World Daily TR Gross Building Products Local,Standard,,Gross,Local,
3757,107081,GDLCCENG,MSCI AC World Daily TR Gross Construction & Engineering Local,Standard,,Gross,Local,
3763,107082,GDLCTRDI,MSCI AC World Daily TR Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
3769,107083,GDLCCSER,MSCI AC World Daily TR Gross Commercial Services & Supplies Local,Standard,,Gross,Local,
3775,107084,GDLCACOU,MSCI AC World Daily TR Gross Air Freight Local,Standard,,Gross,Local,
3781,107085,GDLCRRAI,MSCI AC World Daily TR Gross Road & Rail Local,Standard,,Gross,Local,
3787,107086,GDLCTRIF,MSCI AC World Daily TR Gross Transportation Infrastructure Local,Standard,,Gross,Local,
3793,107087,GDLCACOM,MSCI AC World Daily TR Gross Auto Components Local,Standard,,Gross,Local,
3799,107088,GDLCLEQU,MSCI AC World Daily TR Gross Leisure Equipment Local,Standard,,Gross,Local,
3805,107089,GDLCHOTE,MSCI AC World Daily TR Gross Hotels Restaurants & Leisure Local,Standard,,Gross,Local,
3811,107090,GDLCMED,MSCI AC World Daily TR Gross Media Local,Standard,,Gross,Local,
3817,107091,GDLCDIS,MSCI AC World Daily TR Gross Distributors Local,Standard,,Gross,Local,
3823,107092,GDLCICAT,MSCI AC World Daily TR Gross Internet & Catalog Retail Local,Standard,,Gross,Local,
3829,107093,GDLCSRET,MSCI AC World Daily TR Gross Specialty Retail Local,Standard,,Gross,Local,
3835,107094,GDLCTOBA,MSCI AC World Daily TR Gross Tobacco Local,Standard,,Gross,Local,
3841,107095,GDLCHPRO,MSCI AC World Daily TR Gross Household Products Local,Standard,,Gross,Local,
3847,107096,GDLCPPRO,MSCI AC World Daily TR Gross Personal Products Local,Standard,,Gross,Local,
3853,107097,GDLCHEQU,MSCI AC World Daily TR Gross Health Care Equipment & Supplies Local,Standard,,Gross,Local,
3859,107098,GDLCHEPR,MSCI AC World Daily TR Gross Health Care Providers & Services Local,Standard,,Gross,Local,
3865,107099,GDLCBANK,MSCI AC World Daily TR Gross Banks Local,Standard,,Gross,Local,
3871,107100,GDLCDFIN,MSCI AC World Daily TR Gross Diversified Financials Local,Standard,,Gross,Local,
3877,107101,GDLCINSU,MSCI AC World Daily TR Gross Insurance Local,Standard,,Gross,Local,
3886,107103,GDLCICON,MSCI AC World Daily TR Gross IT Consulting & Services Local,Standard,,Gross,Local,
3892,107104,GDLCCPER,MSCI AC World Daily TR Gross Computers & Peripherals Local,Standard,,Gross,Local,
3898,107105,GDLCELEQ,MSCI AC World Daily TR Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
3904,107106,GDLCOELE,MSCI AC World Daily TR Gross Office Electronics Local,Standard,,Gross,Local,
3910,107108,GDLCMUTI,MSCI AC World Daily TR Gross Multi Utilities Local,Standard,,Gross,Local,
3926,107532,MSIAITGL,MSCI Daily AC ASIA Information Technology Gross TR Local Index,Standard,,Gross,Local,
3948,113648,GDLEWFXA,MSCI AC World Daily TR Gross Ex Australia Local,Standard,,Gross,Local,
3958,116602,MSDGACGL,MSCI Japan/Automobiles & Components Gross Local,Standard,,Gross,Local,
3963,116603,MSDGBKGL,MSCI Banks Gross Local,Standard,,Gross,Local,
3968,116608,MSDGCGGL,MSCI Japan/Capital Goods Gross Local,Standard,,Gross,Local,
3973,116610,MSDGCMGL,MSCI Japan/Commercial Services & Supplies Gross Local,Standard,,Gross,Local,
3978,116616,MSJECDGL,MSCI Japan Consumer Discretionary Gross Local,Standard,,Gross,Local,
3983,116617,MSDGCAGL,MSCI Japan/Consumer Durables & Apparel Gross Local,Standard,,Gross,Local,
3988,116618,MSJECSGL,MSCI Japan Consumer Staples Gross Local,Standard,,Gross,Local,
3993,116621,MSDGDFGL,MSCI Japan/Diversified Financials Gross Local,Standard,,Gross,Local,
3998,116627,MSDGEGGL,MSCI Japan/Energy Gross Local,Standard,,Gross,Local,
4003,116627,MSJEENGL,MSCI Japan Energy Gross Local,Standard,,Gross,Local,
4008,116630,MSJEFNGL,MSCI Japan Financials Gross Local,Standard,,Gross,Local,
4013,116631,MSDGFDGL,MSCI Japan/Food & Staples Retailing Gross Local,Standard,,Gross,Local,
4018,116633,MSDGFBGL,MSCI Japan/Food Beverage & Tobacco Gross Local,Standard,,Gross,Local,
4023,116636,MSJEHCGL,MSCI Japan Health Care Gross Local,Standard,,Gross,Local,
4028,116637,MSDGHSGL,MSCI Japan/Health Care Equipment & Services Gross Local,Standard,,Gross,Local,
4033,116640,MSDGHRGL,MSCI Japan/Con Services Gross Local,Standard,,Gross,Local,
4038,116644,MSDGHPGL,MSCI Japan/Household & Personal Products Gross Local,Standard,,Gross,Local,
4043,116646,MSJEINGL,MSCI Japan Industrials Gross Local,Standard,,Gross,Local,
4048,116647,MSJEITGL,MSCI Japan Information Technology Gross Local,Standard,,Gross,Local,
4053,116648,MSDGISGL,MSCI Japan/Insurance Gross Local,Standard,,Gross,Local,
4058,116656,MSDGMLGL,MSCI Japan/Materials Gross Local,Standard,,Gross,Local,
4063,116656,MSJEMTGL,MSCI Japan Materials Gross Local,Standard,,Gross,Local,
4068,116658,MSDGMDGL,MSCI Japan/Media Gross Local,Standard,,Gross,Local,
4073,116668,MSDGPBGL,MSCI Japan/Pharma Biotech & Life Sciences Gross Local,Standard,,Gross,Local,
4078,116669,MSDGREGL,MSCI Japan/Real Estate Gross Local,Standard,,Gross,Local,
4083,116671,MSDGRTGL,MSCI Japan/Retailing Gross Local,Standard,,Gross,Local,
4088,116675,MSDGSSGL,MSCI Japan/Software & Services Gross Local,Standard,,Gross,Local,
4093,116677,MSDGTHGL,MSCI Japan/Technology Hardware & Equipment Gross Local,Standard,,Gross,Local,
4098,116678,MSDGTSGL,MSCI Japan/Telecommunication Services Gross Local,Standard,,Gross,Local,
4103,116678,MSJETSGL,MSCI Japan Telecommunication Services Gross Local,Standard,,Gross,Local,
4108,116683,MSDGTPGL,MSCI Japan/Transportation Gross Local,Standard,,Gross,Local,
4113,116685,MSDGULGL,MSCI Japan/Utilities Gross Local,Standard,,Gross,Local,
4118,116685,MSJEUTGL,MSCI Japan Utilities Gross Local,Standard,,Gross,Local,
4119,119039,MUSAITGL,MSCI Daily Information Technology Gross TR Local Index,Standard,,Gross,Local,
4132,122488,GDLEACZH,MSCI AC Zhong Hua Gross Local,Standard,,Gross,Local,
4138,122489,GDLEACGD,MSCI AC Golden Dragon Gross Local,Standard,,Gross,Local,
4158,123163,GDDLEMEA,MSCI Daily TR Emerging Markets Europe & Middle East & Africa Gross Local,Standard,,Gross,Local,
4167,125957,GDLCDCON,MSCI AC World Daily TR Gross Diversified Consumer Services Local,Standard,,Gross,Local,
4178,125993,GTLRDCON,MSCI Daily TR Europe Gross Diversified Consumer Services Local,Standard,,Gross,Local,
4626,126286,GDLCIUTI,MSCI AC World Daily TR Gross Independent Power Producers & Energy Traders Local,Standard,,Gross,Local,
4632,126314,GDLFIUTI,MSCI Daily TR EM Gross Independent Power Producers & Energy Traders Local,Standard,,Gross,Local,
4644,126322,GTLRIUTI,MSCI Daily TR Europe Gross Independent Power Producers & Energy Traders Local,Standard,,Gross,Local,
4649,126384,GDLWIUTI,MSCI Daily TR World Gross Independent Power Producers & Energy Traders Local,Standard,,Gross,Local,
4655,126443,GDLWDCON,MSCI Daily TR World Gross Diversified Consumer Services Local,Standard,,Gross,Local,
4684,127200,GDLESEA,MSCI AC South East Asia Gross TR Local,Standard,,Gross,Local,
4708,127300,GDLEBRIC,MSCI Daily TR Gross EM BRIC Local,Standard,,Gross,Local,
4738,128019,GDLEAWXZ,MSCI AC World Daily TR Gross Ex Switzerland Local,Standard,,Gross,Local,
4759,128715,MSCHHG,MSCI China H Gross TR Local,Standard,,Gross,Local,
4765,128722,MSCHAHG,MSCI China A + H Gross TR Local,Standard,,Gross,Local,
4771,128730,MSCHZHG,MSCI China Zhong Hua Gross TR Local,Standard,,Gross,Local,
4777,128738,MSCHBG,MSCI China B Gross TR Local,Standard,,Gross,Local,
4783,128753,MSCHRG,MSCI China Red Chip Gross TR Local,Standard,,Gross,Local,
4789,128754,MSCHPG,MSCI China P Chip Gross TR Local,Standard,,Gross,Local,
4807,133333,MSCHAGL,MSCI Daily TR Gross China A Local,Standard,,Gross,Local,
4811,133707,MGCL67G,MSCI Arabian Markets Gross TR Local,Standard,,Gross,Local,
4817,133708,MGCL68G,MSCI Arabian Markets ex Saudi Arabia Gross TR Local,Standard,,Gross,Local,
4823,133709,MGCL69G,MSCI GCC Countries Gross TR Local,Standard,,Gross,Local,
4829,133710,MGCL70G,MSCI GCC Countries ex Saudi Arabia Gross TR Local,Standard,,Gross,Local,
4835,133711,MGCL71G,MSCI Jordan Egypt Morocco Gross TR Local,Standard,,Gross,Local,
4841,133712,MGCLBHG,MSCI Bahrain Gross TR Local,Standard,,Gross,Local,
4847,133713,MGCLKWG,MSCI Kuwait Gross TR Local,Standard,,Gross,Local,
4853,133714,MGCLOMG,MSCI Omar Gross TR Local,Standard,,Gross,Local,
4859,133715,MGCLQAG,MSCI Qatar Gross TR Local,Standard,,Gross,Local,
4865,133716,MGCLSAG,MSCI Saudi Arabia Gross TR Local,Standard,,Gross,Local,
4871,133717,MGCLAEG,MSCI United Arab Emirates Gross TR Local,Standard,,Gross,Local,
4877,133718,MGCLBHDG,MSCI Bahrain Domestic Gross TR Local,Standard,,Gross,Local,
4883,133719,MGCLKWDG,MSCI Kuwait Domestic Gross TR Local,Standard,,Gross,Local,
4889,133720,MGCLOMDG,MSCI Omar Domestic Gross TR Local,Standard,,Gross,Local,
4895,133721,MGCLQADG,MSCI Qatar Domestic Gross TR Local,Standard,,Gross,Local,
4901,133722,MGCLSADG,MSCI Saudi Arabia Domestic Gross TR Local,Standard,,Gross,Local,
4907,133723,MGCLAEDG,MSCI United Arab Emirates Domestic Gross TR Local,Standard,,Gross,Local,
4912,135414,GDLCHCT,MSCI AC World Health Care Technology Gross TR Local,Standard,,Gross,Local,
4919,135454,GDLMHCT,MSCI EMU Health Care Technology Gross TR Local,Standard,,Gross,Local,
4930,135545,GDLWHCT,MSCI World Health Care Technology Gross TR Local,Standard,,Gross,Local,
4936,135572,GDLCLSTS,MSCI AC World Life Sciences Tools & Services Gross TR Local,Standard,,Gross,Local,
4943,135612,GDLMLSTS,MSCI EMU Life Sciences Tools & Services Gross TR Local,Standard,,Gross,Local,
4950,135618,GTLRLSTS,MSCI Europe Life Sciences Tools & Services Gross TR Local,Standard,,Gross,Local,
4955,135703,GDLWLSTS,MSCI World Life Sciences Tools & Services Gross TR Local,Standard,,Gross,Local,
4967,135730,GDLCREIT,MSCI AC World Real Estate Investment Trusts Gross TR Local,Standard,,Gross,Local,
4973,135768,GDLFREIT,MSCI EM Real Estate Investment Trusts Gross TR Local,Standard,,Gross,Local,
4979,135770,GDLMREIT,MSCI EMU Real Estate Investment Trusts Gross TR Local,Standard,,Gross,Local,
4986,135776,GTLRREIT,MSCI Europe Real Estate Investment Trusts Gross TR Local,Standard,,Gross,Local,
4991,135861,GDLWREIT,MSCI World Real Estate Investment Trusts Gross TR Local,Standard,,Gross,Local,
4997,135888,GDLCREMD,MSCI AC World Real Estate Management & Development Gross TR Local,Standard,,Gross,Local,
5003,135926,GDLFREMD,MSCI EM Real Estate Management & Development Gross TR Local,Standard,,Gross,Local,
5009,135928,GDLMREMD,MSCI EMU Real Estate Management & Development Gross TR Local,Standard,,Gross,Local,
5016,135934,GTLRREMD,MSCI Europe Real Estate Management & Development Gross TR Local,Standard,,Gross,Local,
5021,136019,GDLWREMD,MSCI World Real Estate Management & Development Gross TR Local,Standard,,Gross,Local,
5141,300300,GDLESISN,MSCI Daily TR Gross Emerging Markets Israel Foreign Local,Standard,,Gross,Local,
5147,300400,GDLESIS,MSCI Daily TR Gross Emerging Markets Israel Local,Standard,,Gross,Local,
5153,300600,GDALCPF,MSCI Daily TR AC Pacific Gross Local,Standard,,Gross,Local,
5159,300900,GDALCPJH,MSCI Daily TR AC Pacific Gross Ex Japan Ex Hong Kong Local,Standard,,Gross,Local,
5165,301000,GDALCFJH,MSCI Daily TR Gross Far East Ex Japan Ex Hong Kong Local,Standard,,Gross,Local,
5171,301700,GDALACA,MSCI DTR Gross AC Asia Local,Standard,,Gross,Local,
5177,302000,GDLEACAP,MSCI Daily TR Gross AC Asia Pacific Local,Standard,,Gross,Local,
5185,302400,GDLETCF,MSCI Daily TR Gross Emerging Markets China Local,Standard,,Gross,Local,
5191,302900,GDLEEMEU,MSCI Daily TR Gross EMF Europe Local,Standard,,Gross,Local,
5197,303000,GDLEEMEE,MSCI Daily TR Gross EMF Eastern Europe Local,Standard,,Gross,Local,
14434,777922,GDLCCFIN,MSCI Daily TR AC World Consumer Finance Gross Local,Standard,,Gross,Local,
14440,777923,GDLFCFIN,MSCI Daily TR EM Consumer Finance Gross Local,Standard,,Gross,Local,
14447,777925,GTLRCFIN,MSCI Daily TR Euro Consumer Finance Gross Local,Standard,,Gross,Local,
14452,777926,GDLWCFIN,MSCI Daily TR World Consumer Finance Gross Local,Standard,,Gross,Local,
14460,778045,GDLCCMKT,MSCI Daily TR AC World Capital Markets Gross Local,Standard,,Gross,Local,
14466,778046,GDLFCMKT,MSCI Daily TR EM Capital Markets Gross Local,Standard,,Gross,Local,
14472,778047,GDLMCMKT,MSCI Daily TR EMU Capital Markets Gross Local,Standard,,Gross,Local,
14479,778048,GTLRCMKT,MSCI Daily TR Euro Capital Markets Gross Local,Standard,,Gross,Local,
14484,778049,GDLWCMKT,MSCI Daily TR World Capital Markets Gross Local,Standard,,Gross,Local,
