,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1825,Return p.a._1825,Volatility_1825,Sharpe Ratio_1825,Max Drawdown_1825,Max Daily Drop_1825,Calmar Ratio_1825,99% VaR_1825,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2016,Return p.a.2016,Volatility2016,Sharpe Ratio2016,Max Drawdown2016,Max Daily Drop2016,Calmar Ratio2016,99% VaR2016,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
ROE_TTM',0.355384677,0.055942892,0.282487442,0.198036738,-0.403733738,-0.069259043,0.138563826,-0.040906704,0.323698709,0.057688614,0.284407112,0.202838155,-0.403733738,-0.069259043,0.14288777,-0.041178432,0.003043767,0.001013561,0.311768455,0.003251007,-0.403733738,-0.069259043,0.00251047,-0.045366898,-0.038611047,-0.038611047,0.326380242,-0.118300811,-0.346529156,-0.069259043,-0.111422218,-0.04764551,-0.138988494,-0.226197071,0.379424329,-0.596158585,-0.346529156,-0.069259043,-0.652750474,-0.056197315,-0.062596201,-0.12285053,0.385024546,-0.319071943,-0.281180703,-0.069259043,-0.436909535,-0.05649337,0.047891582,0.208910339,0.327913908,0.637088985,-0.086440452,-0.069259043,2.41681221,-0.046980363,-0.003540036,-0.042229274,0.31933672,-0.132240582,-0.079211659,-0.069259043,-0.533119424,-0.046635863,0.268029545,0.268029545,0.230929001,1.160657794,-0.168109877,-0.069259043,1.59437119,-0.032678107,0.440905642,0.442352308,0.220195036,2.008911361,-0.128058425,-0.069259043,3.454300707,-0.030616502,-0.224903859,-0.225446168,0.333091543,-0.676829457,-0.382266101,-0.069259043,-0.589762387,-0.049484434,0.303868859,0.304819654,0.265678265,1.147326273,-0.215112025,-0.069259043,1.417027495,-0.037617777
ROA_TTM',0.486941942,0.073599334,0.275826512,0.26683198,-0.462081902,-0.113937685,0.159277682,-0.039873085,0.455431586,0.07794936,0.276164745,0.282256739,-0.462081902,-0.113937685,0.168691654,-0.039906036,0.249933282,0.077198179,0.30482197,0.253256612,-0.462081902,-0.113937685,0.167066009,-0.044065484,0.218137012,0.218137012,0.302873982,0.720223675,-0.264846745,-0.113937685,0.823634863,-0.043291963,0.040458751,0.070327765,0.357282553,0.196840748,-0.264846745,-0.113937685,0.265541361,-0.051690557,0.103582282,0.221232795,0.358765971,0.616649328,-0.226693723,-0.113937685,0.975910544,-0.051395038,0.060417702,0.268595781,0.283963417,0.945881633,-0.089351053,-0.113937685,3.006072913,-0.040424291,-0.047532971,-0.447064593,0.305119906,-1.465209529,-0.089351053,-0.113937685,-5.00346193,-0.046624026,0.173891718,0.173891718,0.222126579,0.782849667,-0.162508391,-0.113937685,1.070047626,-0.031711218,0.413157768,0.414501009,0.227234895,1.824108088,-0.178114517,-0.113937685,2.327160171,-0.031717264,-0.275115129,-0.275755577,0.341846316,-0.806665347,-0.442722828,-0.113937685,-0.622862793,-0.051019414,0.49096917,0.492606146,0.238494231,2.065484531,-0.125854348,-0.113937685,3.914097156,-0.033130674
GPOA_TTM',0.206013599,0.03410063,0.276376932,0.123384502,-0.503264245,-0.063768048,0.067758897,-0.040104729,0.384528182,0.067235739,0.270397692,0.248655002,-0.43270839,-0.063768048,0.155383487,-0.039110025,0.45621942,0.133467154,0.290986414,0.458671427,-0.356645027,-0.063768048,0.374229678,-0.041855317,0.126619303,0.126619303,0.31919368,0.396684867,-0.34068947,-0.063768048,0.371656049,-0.04596763,0.005085877,0.008731043,0.361098625,0.024179109,-0.34068947,-0.063768048,0.02562757,-0.052479682,0.079413495,0.167609369,0.364222171,0.460184422,-0.288281693,-0.063768048,0.5814083,-0.052355585,0.133704309,0.663515899,0.29453174,2.252782329,-0.079697484,-0.063768048,8.325430946,-0.040910502,0.029449118,0.423506459,0.30923115,1.369546567,-0.078354989,-0.063768048,5.404971184,-0.043689364,0.085266449,0.085266449,0.235238332,0.362468345,-0.181082376,-0.063768048,0.470871051,-0.033937116,0.489204908,0.490835098,0.16265109,3.017717844,-0.070085293,-0.063768048,7.003396497,-0.022111555,-0.043855205,-0.043972998,0.309601952,-0.142030752,-0.325089311,-0.063768048,-0.135264362,-0.045238378,0.264912756,0.265729664,0.262468079,1.012426595,-0.242560782,-0.063768048,1.09551784,-0.037274376
GPOE_TTM',0.305701103,0.048907316,0.268001915,0.18248868,-0.479658354,-0.065481735,0.101962815,-0.038832757,0.507542733,0.085560235,0.261386404,0.327332385,-0.391508541,-0.065481735,0.218539894,-0.037734507,0.738697416,0.202471161,0.265976833,0.761236077,-0.328320761,-0.065481735,0.616687049,-0.03799151,0.151031928,0.151031928,0.301435914,0.501041583,-0.328320761,-0.065481735,0.460013333,-0.043310506,0.01728012,0.029793748,0.339384736,0.087787531,-0.328320761,-0.065481735,0.090745854,-0.049254373,0.101517373,0.216603689,0.347696856,0.622967063,-0.257372184,-0.065481735,0.84159712,-0.04980795,0.12916406,0.636662506,0.284710829,2.23617243,-0.101356107,-0.065481735,6.281441972,-0.039578553,0.007908345,0.100582653,0.349110687,0.28811107,-0.101356107,-0.065481735,0.992368946,-0.050427716,0.000890676,0.000890676,0.256310301,0.003474991,-0.194128985,-0.065481735,0.004588063,-0.0373251,0.368609987,0.369790341,0.146339256,2.526938783,-0.096758573,-0.065481735,3.821783752,-0.020083597,0.042223604,0.042342025,0.283304267,0.149457773,-0.171627594,-0.065481735,0.246708724,-0.041079838,0.345717039,0.346815234,0.235274462,1.474087884,-0.183788579,-0.065481735,1.887033654,-0.033076947
OPCFOA',0.195833855,0.032532677,0.247955271,0.131203814,-0.456164991,-0.076289556,0.071317786,-0.035986687,0.321206588,0.057290052,0.244843271,0.233986632,-0.456164991,-0.076289556,0.125590638,-0.035439789,-0.036431402,-0.012294332,0.268450114,-0.045797454,-0.456164991,-0.076289556,-0.026951502,-0.03913957,0.056070135,0.056070135,0.306786087,0.182766224,-0.382294337,-0.076289556,0.146667448,-0.044431866,-0.066995267,-0.11204183,0.351549011,-0.318708988,-0.382294337,-0.076289556,-0.293077399,-0.051605097,0.03078945,0.063422297,0.356439702,0.177932751,-0.327117477,-0.076289556,0.193882324,-0.051603222,0.204227351,1.124798507,0.298877084,3.763415017,-0.082819165,-0.076289556,13.58137954,-0.040642066,-0.004433916,-0.052630352,0.265807432,-0.198001808,-0.082819165,-0.076289556,-0.635485183,-0.038914254,0.036650509,0.036650509,0.201144208,0.182210115,-0.162482831,-0.076289556,0.225565427,-0.029170132,0.534205544,0.536010614,0.181490277,2.953384738,-0.122562538,-0.076289556,4.373364187,-0.024738596,-0.208651093,-0.209159689,0.280515789,-0.745625371,-0.341595921,-0.076289556,-0.612301483,-0.041780434,0.166626616,0.167120666,0.217862775,0.767091423,-0.236944547,-0.076289556,0.705315519,-0.031124145
OPCFOA_TTM',0.125110228,0.021326017,0.237743012,0.089701971,-0.436806002,-0.058940503,0.048822628,-0.034548088,0.132797698,0.025251637,0.234235659,0.107804412,-0.436806002,-0.058940503,0.057809731,-0.034023236,-0.147738898,-0.051892557,0.254502836,-0.203897756,-0.436806002,-0.058940503,-0.11880001,-0.037279703,-0.003346084,-0.003346084,0.290085274,-0.011534828,-0.35832199,-0.058940503,-0.009338204,-0.042241368,-0.140523636,-0.228559761,0.328740218,-0.695259505,-0.35832199,-0.058940503,-0.637861386,-0.048866709,-0.052490558,-0.103569477,0.33087121,-0.313020517,-0.30352876,-0.058940503,-0.341218003,-0.048566992,0.037218208,0.159744181,0.282267104,0.565932688,-0.08278492,-0.058940503,1.929628987,-0.040524476,0.015258153,0.202302948,0.284753233,0.710450048,-0.08278492,-0.058940503,2.443717395,-0.040772129,0.101569618,0.101569618,0.181060457,0.560970736,-0.146430449,-0.058940503,0.693637278,-0.026003166,0.504169478,0.505857412,0.177925279,2.84308905,-0.114595512,-0.058940503,4.414286416,-0.024299616,-0.23919285,-0.239764025,0.269192842,-0.890677566,-0.377295605,-0.058940503,-0.635480567,-0.040295556,0.225241133,0.225925095,0.204566715,1.104407893,-0.215247437,-0.058940503,1.049606433,-0.028994599
OPCFOE',-0.372814363,-0.080118225,0.276980212,-0.289256132,-0.558913751,-0.080983246,-0.143346311,-0.04066416,-0.294626324,-0.067424827,0.27105406,-0.248750477,-0.53512035,-0.080983246,-0.12599937,-0.039749038,-0.169215764,-0.059924468,0.290105171,-0.206561185,-0.53512035,-0.080983246,-0.11198316,-0.042479218,-0.041517408,-0.041517408,0.310468972,-0.133724822,-0.416884508,-0.080983246,-0.099589712,-0.045353344,-0.139892277,-0.227588421,0.357701694,-0.636252007,-0.416884508,-0.080983246,-0.545926788,-0.053062786,-0.04911931,-0.097090036,0.35943408,-0.270119172,-0.34244559,-0.080983246,-0.283519598,-0.052678321,0.129265597,0.637259455,0.291491723,2.186200863,-0.108270974,-0.080983246,5.885782979,-0.040532647,-0.058251,-0.51818771,0.243886121,-2.124711766,-0.108270974,-0.080983246,-4.786026129,-0.038253632,-0.054179117,-0.054179117,0.227230704,-0.238432204,-0.195889369,-0.080983246,-0.276580183,-0.033333463,0.428347075,0.429746747,0.158207105,2.716355545,-0.087064431,-0.080983246,4.935962273,-0.021639113,-0.275713634,-0.276355196,0.317492033,-0.870431907,-0.394015678,-0.080983246,-0.701381218,-0.047496417,0.170222083,0.170727553,0.255920464,0.667111764,-0.250577688,-0.080983246,0.681335812,-0.036638287
OPCFOE_TTM',-0.158852174,-0.03049189,0.265384461,-0.114897043,-0.508513546,-0.069338285,-0.059962788,-0.038770028,-0.08286899,-0.017152187,0.26210994,-0.065438904,-0.508513546,-0.069338285,-0.03373005,-0.038239753,-0.203844987,-0.07317186,0.283418714,-0.258175823,-0.508513546,-0.069338285,-0.14389363,-0.041565713,-0.04016058,-0.04016058,0.322077819,-0.124692162,-0.373395508,-0.069338285,-0.107555069,-0.04702818,-0.10840348,-0.178499634,0.378627086,-0.471439158,-0.373395508,-0.069338285,-0.478044407,-0.055831776,-0.047409742,-0.093795258,0.37515603,-0.250016661,-0.319848477,-0.069338285,-0.293249038,-0.054932509,0.025753363,0.108626602,0.312523389,0.347579113,-0.100888126,-0.069338285,1.076703538,-0.045090995,0.020396971,0.278472692,0.294111869,0.946825755,-0.100888126,-0.069338285,2.76021275,-0.041900662,0.081554664,0.081554664,0.210149647,0.388078998,-0.163797536,-0.069338285,0.497899214,-0.030306806,0.438524539,0.439962272,0.155512149,2.829118336,-0.067927514,-0.069338285,6.476937669,-0.021218365,-0.243526952,-0.244106738,0.306420138,-0.796640649,-0.400478618,-0.069338285,-0.609537504,-0.045717533,0.083314719,0.083552913,0.231062085,0.361603733,-0.287114527,-0.069338285,0.291009005,-0.033340515
GROSS_PROFIT_MARGIN',0.356387647,0.056082724,0.319676454,0.175435894,-0.540845917,-0.076046226,0.103694458,-0.046297485,0.434755993,0.074869178,0.307627231,0.243376302,-0.459104241,-0.076046226,0.163076642,-0.044480168,0.324652449,0.098248576,0.316008228,0.310905121,-0.459104241,-0.076046226,0.214000586,-0.045609393,0.114801428,0.114801428,0.306497941,0.374558561,-0.284635317,-0.076046226,0.403328122,-0.044172397,0.092307215,0.163344202,0.34553019,0.472734964,-0.284635317,-0.076046226,0.573871871,-0.049656698,0.13022993,0.281771064,0.350559152,0.803776089,-0.239238087,-0.076046226,1.17778514,-0.050017984,0.142179362,0.714528452,0.311840661,2.291325476,-0.114084257,-0.076046226,6.263164334,-0.043303352,-0.016027347,-0.178463535,0.330270638,-0.540355439,-0.114084257,-0.076046226,-1.564313424,-0.048791687,0.201476226,0.201476226,0.288065379,0.699411455,-0.201703701,-0.076046226,0.998872231,-0.041189482,0.677664722,0.680051111,0.204393388,3.327167852,-0.071111516,-0.076046226,9.563164331,-0.027708934,-0.225619962,-0.226163736,0.36114963,-0.626232777,-0.427503555,-0.076046226,-0.529033579,-0.05354934,0.181828542,0.182371083,0.282691812,0.645123329,-0.263501229,-0.076046226,0.692107143,-0.040482569
OPCF_MARGIN',-0.163104815,-0.031371148,0.271758425,-0.11543763,-0.548254346,-0.079255318,-0.057220063,-0.039699294,-0.068246178,-0.014037865,0.252356119,-0.055627202,-0.494340065,-0.079255318,-0.028397182,-0.036811738,-0.089059262,-0.030614078,0.27892258,-0.109758336,-0.494340065,-0.079255318,-0.061929187,-0.04073426,0.057609942,0.057609942,0.3116899,0.184830957,-0.401518026,-0.079255318,0.143480339,-0.045138479,-0.039222081,-0.066267372,0.369997597,-0.17910217,-0.401518026,-0.079255318,-0.165042086,-0.054078636,0.069601754,0.146188213,0.377308443,0.38745015,-0.33674337,-0.079255318,0.434123508,-0.054335354,0.217741182,1.223171822,0.334275347,3.659174488,-0.070067988,-0.079255318,17.45692811,-0.04560257,0.183180388,6.740815328,0.462265561,14.58212744,-0.04103592,-0.079255318,164.2662168,-0.059487246,-0.145419183,-0.145419183,0.192328452,-0.756098129,-0.181395892,-0.079255318,-0.801667454,-0.028673563,0.253303269,0.254080912,0.162018918,1.568217555,-0.082686245,-0.079255318,3.072831654,-0.022715886,-0.296546023,-0.29722548,0.303748059,-0.978526352,-0.397166132,-0.079255318,-0.748365622,-0.045620989,0.272434147,0.273276651,0.211615662,1.29138197,-0.225635232,-0.079255318,1.211143525,-0.029866129
NET_MARGIN',0.339184038,0.053672364,0.240926127,0.22277519,-0.410475585,-0.134441816,0.130756531,-0.034884046,0.379191794,0.066411778,0.237365774,0.279786662,-0.410475585,-0.134441816,0.161792273,-0.03431889,0.080267024,0.026070118,0.247327409,0.105407312,-0.410475585,-0.134441816,0.063511981,-0.035921824,0.147127389,0.147127389,0.302226768,0.486811244,-0.358909372,-0.134441816,0.409929081,-0.043440772,0.018058208,0.031143861,0.361015708,0.086267329,-0.358909372,-0.134441816,0.086773607,-0.052383771,0.126508822,0.273228251,0.374147653,0.730268514,-0.304696701,-0.134441816,0.896722051,-0.053461425,0.268442908,1.62313699,0.374518426,4.333930935,-0.07565715,-0.134441816,21.45384797,-0.050799297,0.286358948,20.40785193,0.527702485,38.67302603,-0.062866788,-0.134441816,324.6205607,-0.06509164,0.015131501,0.015131501,0.248958137,0.060779297,-0.259364059,-0.134441816,0.058340776,-0.036196968,0.375096559,0.376300386,0.151093233,2.490517804,-0.082786861,-0.134441816,4.545411947,-0.02075663,-0.356061901,-0.356840087,0.228506231,-1.561620819,-0.391845364,-0.134441816,-0.910665584,-0.035058127,0.44272636,0.444179864,0.205437016,2.162121864,-0.159349104,-0.134441816,2.787463837,-0.028461175
GROSS_PROFIT_MARGIN_TTM',0.401491523,0.062285029,0.319222333,0.195114887,-0.530486861,-0.076050234,0.117411069,-0.046207965,0.462610934,0.079010729,0.307586308,0.256873363,-0.448404898,-0.076050234,0.176203984,-0.044458547,0.326557019,0.098774674,0.316618234,0.311967737,-0.448404898,-0.076050234,0.220280096,-0.045695919,0.095185789,0.095185789,0.30441465,0.312684654,-0.273621976,-0.076050234,0.347873335,-0.043941542,0.073098905,0.128508252,0.342362136,0.375357664,-0.273621976,-0.076050234,0.469656179,-0.049319683,0.116121531,0.249534615,0.34697845,0.719164592,-0.230142364,-0.076050234,1.084261983,-0.049599529,0.117640826,0.569974106,0.310762987,1.834111941,-0.114014462,-0.076050234,4.99913866,-0.043487059,-0.016016811,-0.178356494,0.330060326,-0.540375442,-0.114014462,-0.076050234,-1.564332199,-0.048760735,0.20381693,0.20381693,0.285666068,0.713479661,-0.201703701,-0.076050234,1.010476895,-0.040833697,0.705172459,0.707674273,0.203877652,3.47107329,-0.071111516,-0.076050234,9.951612856,-0.027559838,-0.209447693,-0.209957963,0.365206637,-0.574901828,-0.4257538,-0.076050234,-0.493144074,-0.054053651,0.179604443,0.180139856,0.281905687,0.639007527,-0.267477208,-0.076050234,0.673477406,-0.040376143
OPCF_MARGIN_TTM',-0.32038757,-0.066803262,0.229592095,-0.290964992,-0.557282507,-0.062589391,-0.119873244,-0.033728526,-0.241422569,-0.053762875,0.230076326,-0.233674083,-0.557282507,-0.062589391,-0.096473286,-0.033742592,-0.314425628,-0.118237703,0.256022854,-0.4618248,-0.557282507,-0.062589391,-0.212168338,-0.037792039,-0.024142963,-0.024142963,0.293217617,-0.082338036,-0.329024674,-0.062589391,-0.073377362,-0.042781169,-0.041519684,-0.070090483,0.348387232,-0.201185568,-0.322121682,-0.062589391,-0.217590082,-0.050969381,0.059714534,0.124805607,0.358417306,0.348213118,-0.265560608,-0.062589391,0.469970333,-0.051665408,0.065838996,0.295104599,0.296494403,0.995312546,-0.097518441,-0.062589391,3.02614147,-0.042162537,0.020903269,0.286212027,0.318485629,0.89866544,-0.097518441,-0.062589391,2.934952852,-0.045413154,-0.065028653,-0.065028653,0.202741798,-0.320746158,-0.194501318,-0.062589391,-0.334335282,-0.029821875,0.185152347,0.185705562,0.145776801,1.273903398,-0.105949711,-0.062589391,1.752770827,-0.020577618,-0.312350731,-0.313057807,0.28024362,-1.117091649,-0.443583775,-0.062589391,-0.705746751,-0.04230363,0.047984894,0.048119843,0.190239825,0.252943057,-0.226434226,-0.062589391,0.21251135,-0.027542197
NET_MARGIN_TTM',0.300342853,0.04813548,0.237159236,0.202966923,-0.442471808,-0.130633908,0.108787677,-0.034358511,0.258706984,0.04709221,0.237638534,0.198167397,-0.442471808,-0.130633908,0.106429853,-0.034432139,0.006023786,0.00200391,0.252983094,0.007921123,-0.442471808,-0.130633908,0.004528899,-0.036837862,0.031527036,0.031527036,0.316701005,0.099548266,-0.384935168,-0.130633908,0.081902197,-0.045963103,-0.04037009,-0.068178426,0.383371237,-0.177839178,-0.384935168,-0.130633908,-0.177116645,-0.05602246,0.058422207,0.122025835,0.403372229,0.30251422,-0.352985458,-0.130633908,0.345696493,-0.058182202,0.202220834,1.110476731,0.359468611,3.08921752,-0.09745185,-0.130633908,11.3951324,-0.049403399,0.207943981,8.959464694,0.464121639,19.30413051,-0.05161834,-0.130633908,173.5713441,-0.058804502,0.025470989,0.025470989,0.242386873,0.105084028,-0.241303105,-0.130633908,0.105555993,-0.035202139,0.352731633,0.353854889,0.151045085,2.342710387,-0.077364865,-0.130633908,4.573844866,-0.020815544,-0.319234541,-0.319953337,0.232247729,-1.377638171,-0.365730169,-0.130633908,-0.87483441,-0.035378516,0.381891435,0.38311994,0.199035088,1.924886429,-0.120823837,-0.130633908,3.170896982,-0.027704674
ROAGROWTH',0.645332661,0.093229723,0.303558624,0.307122629,-0.495656846,-0.158415223,0.188093282,-0.043820388,0.615007062,0.100613626,0.294523407,0.341615041,-0.495656846,-0.158415223,0.20299049,-0.04248308,0.584016561,0.165699399,0.325929827,0.508389799,-0.495656846,-0.158415223,0.334302655,-0.046806657,0.75887877,0.75887877,0.358064045,2.119393952,-0.261912806,-0.158415223,2.897448127,-0.049813903,0.583519162,1.198252246,0.428901815,2.793768184,-0.261912806,-0.158415223,4.575004417,-0.059164542,0.592193872,1.568046569,0.43485468,3.605909382,-0.247004573,-0.158415223,6.348249145,-0.059480316,0.432979126,3.301693357,0.38148636,8.654813643,-0.109263582,-0.158415223,30.2176929,-0.049918351,0.087766226,1.783018563,0.481941174,3.699660162,-0.109263582,-0.158415223,16.31850737,-0.066162551,-0.071752875,-0.071752875,0.247789061,-0.289572407,-0.239738449,-0.158415223,-0.299296484,-0.036388417,0.37162274,0.372813986,0.225268476,1.654976285,-0.161419631,-0.158415223,2.309595087,-0.031546611,-0.332061597,-0.332801717,0.347645641,-0.957301566,-0.482991844,-0.158415223,-0.689042105,-0.052186111,0.330350712,0.331394359,0.237548725,1.395058465,-0.142876201,-0.158415223,2.319451081,-0.033453323
REVOAGROWTH',2.628543192,0.259497463,0.299394879,0.866739816,-0.489129766,-0.075685546,0.530528871,-0.042646795,3.025011315,0.32115393,0.29432788,1.091143421,-0.415388913,-0.075685546,0.773140352,-0.041719291,0.902586549,0.23912411,0.319130525,0.749298771,-0.415388913,-0.075685546,0.575663199,-0.045576106,0.645202753,0.645202753,0.3364633,1.917602167,-0.248777865,-0.075685546,2.593489385,-0.046946879,0.430312456,0.846497658,0.405094552,2.089629827,-0.248777865,-0.075685546,3.402624493,-0.056406851,0.428047681,1.059604467,0.409936605,2.584800809,-0.248777865,-0.075685546,4.259239325,-0.056723859,0.239265225,1.386892415,0.340543298,4.072587609,-0.106304635,-0.075685546,13.0463965,-0.046131257,0.100883555,2.219982473,0.411109556,5.399977786,-0.106304635,-0.075685546,20.88321434,-0.055382601,0.347948471,0.347948471,0.227927323,1.526576396,-0.188100701,-0.075685546,1.849798906,-0.031993385,1.193504051,1.198242673,0.283034784,4.233552697,-0.157347857,-0.075685546,7.615246222,-0.038034097,-0.157929484,-0.158327041,0.342042935,-0.462886452,-0.415388913,-0.075685546,-0.381153747,-0.050446954,0.323198345,0.32421677,0.226567612,1.430993453,-0.149379696,-0.075685546,2.170420598,-0.03188076
OPCFOAGROWTH',0.801886189,0.111162509,0.274823118,0.404487474,-0.490607396,-0.087542188,0.226581397,-0.039590397,0.689406331,0.110572265,0.257263589,0.429801456,-0.371302276,-0.087542188,0.297795819,-0.037044512,0.811823359,0.219097998,0.276139541,0.793432182,-0.288841212,-0.087542188,0.758541335,-0.039411719,0.640395017,0.640395017,0.336516582,1.903011772,-0.288841212,-0.087542188,2.217117889,-0.046982203,0.336852689,0.64459389,0.388627741,1.65864096,-0.288841212,-0.087542188,2.231654848,-0.054520307,0.404477685,0.991257025,0.39756962,2.493291678,-0.266841726,-0.087542188,3.714775194,-0.055112527,0.447654292,3.483170694,0.356918881,9.758998133,-0.093510136,-0.087542188,37.24912459,-0.046205353,0.083013809,1.638640721,0.440839825,3.717088674,-0.093510136,-0.087542188,17.52366959,-0.060425662,-0.053387583,-0.053387583,0.215264578,-0.24800914,-0.20325864,-0.087542188,-0.262658368,-0.031591413,0.45946036,0.460977008,0.166690542,2.765465899,-0.056122811,-0.087542188,8.213719137,-0.022780733,-0.150802185,-0.151183453,0.265582206,-0.569252944,-0.241965104,-0.087542188,-0.624815108,-0.039331154,0.329532952,0.33057371,0.237688551,1.390785164,-0.248417145,-0.087542188,1.330720191,-0.033476506
GPOAGROWTH',1.342103936,0.164562892,0.30623904,0.53736745,-0.47802741,-0.091636823,0.344254092,-0.04395622,1.383046393,0.189669971,0.300799259,0.630553319,-0.47802741,-0.091636823,0.39677635,-0.043081842,1.011236127,0.262276084,0.343334246,0.763908894,-0.47802741,-0.091636823,0.548663274,-0.049009405,0.930380033,0.930380033,0.370813644,2.509023195,-0.274269577,-0.091636823,3.39221011,-0.051297254,0.56300568,1.149679542,0.439033057,2.618662814,-0.274269577,-0.091636823,4.191786608,-0.060739887,0.519199328,1.334932734,0.44953483,2.969586883,-0.274269577,-0.091636823,4.86722861,-0.062001399,0.335068702,2.228396612,0.402898898,5.530907684,-0.125217914,-0.091636823,17.79614859,-0.054107792,0.066424577,1.186838781,0.487901281,2.432538766,-0.125217914,-0.091636823,9.478186777,-0.067924257,-0.081421338,-0.081421338,0.229751947,-0.354388021,-0.211847595,-0.091636823,-0.384339212,-0.033817595,0.346086357,0.347185868,0.210357806,1.650453934,-0.145535629,-0.091636823,2.385573015,-0.029460797,-0.249745402,-0.250337421,0.367374139,-0.681423635,-0.456644115,-0.091636823,-0.548211206,-0.054575604,0.611580707,0.613694926,0.274019213,2.239605465,-0.184795653,-0.091636823,3.320938099,-0.037972322
EBITDAOAGROWTH',0.777083176,0.108408927,0.305182741,0.355226272,-0.471167551,-0.1722568,0.230085725,-0.044000379,0.69661631,0.111518582,0.298770984,0.373257739,-0.421736065,-0.1722568,0.264427426,-0.043059415,0.691871669,0.19157799,0.331517436,0.577882095,-0.421736065,-0.1722568,0.454260392,-0.047528318,0.486112317,0.486112317,0.3508076,1.385694941,-0.260162058,-0.1722568,1.868498123,-0.04943892,0.325022089,0.619732781,0.418650793,1.480309586,-0.260162058,-0.1722568,2.382102856,-0.058907444,0.315992801,0.745097213,0.419352998,1.776778078,-0.249085691,-0.1722568,2.991328851,-0.058757242,0.226726245,1.290451247,0.358202255,3.602577116,-0.110608671,-0.1722568,11.66681809,-0.048899982,0.014716483,0.194521675,0.372353489,0.522411312,-0.110608671,-0.1722568,1.758647605,-0.053488441,-0.100165718,-0.100165718,0.261885884,-0.382478493,-0.306534654,-0.1722568,-0.326768007,-0.038558905,0.345815088,0.346913632,0.240833999,1.440467847,-0.168775158,-0.1722568,2.055478053,-0.033888529,-0.249874159,-0.25046643,0.36734481,-0.681829232,-0.421736065,-0.1722568,-0.59389379,-0.054572987,0.452958022,0.454450072,0.229178528,1.982952219,-0.12625974,-0.1722568,3.599326843,-0.03188198
EBITOAGROWTH',0.781825407,0.10893783,0.313234308,0.347783838,-0.500310492,-0.172256805,0.217740446,-0.045165532,0.747525389,0.11811043,0.305940803,0.386056482,-0.427749385,-0.172256805,0.276120632,-0.044075135,0.84656046,0.226839764,0.341716367,0.663824698,-0.427749385,-0.172256805,0.530309972,-0.048889227,0.611274767,0.611274767,0.360026486,1.697860551,-0.259842958,-0.172256805,2.352477707,-0.050457005,0.472032886,0.939750944,0.436088799,2.154953182,-0.259842958,-0.172256805,3.616611162,-0.060722299,0.462015971,1.160161578,0.439386218,2.640414129,-0.248775609,-0.172256805,4.663486042,-0.060837617,0.35965224,2.476354266,0.406777875,6.087730966,-0.126434439,-0.172256805,19.58607395,-0.054386812,0.08772711,1.781801221,0.508735633,3.502410888,-0.126434439,-0.172256805,14.09268899,-0.070026711,-0.091991366,-0.091991366,0.263760813,-0.34876813,-0.306534662,-0.172256805,-0.300101024,-0.038794152,0.289525731,0.290426852,0.236190272,1.229630878,-0.168773827,-0.172256805,1.720805037,-0.033385897,-0.257303385,-0.257910082,0.37632126,-0.685345502,-0.427749385,-0.172256805,-0.602946706,-0.055911465,0.440305552,0.441749966,0.246174005,1.79446228,-0.126222682,-0.172256805,3.499766898,-0.034385165
